cod_final,n1,n2,nome,status,n_produtos,n_celulas,anos_cobertos,anos_ausentes,regras,dominio
36002,36. Assistencia_a_saude,Assistencia_a_saude,Plano Seguro saude,ativo,39,18,5,,,outros
36003,36. Assistencia_a_saude,Assistencia_a_saude,Consulta e tratamento dentario,ativo,50,11,5,,,outros
36004,36. Assistencia_a_saude,Assistencia_a_saude,Consulta medica,ativo,116,60,5,,2026-09-11_arthurwelle_cirurgia#r3 (excecao_r1);2026-09-11_arthurwelle_cirurgia#r4 (excecao_r1),outros
36005,36. Assistencia_a_saude,Assistencia_a_saude,Tratamento ambulatorial,ativo,99,42,5,,2026-09-11_arthurwelle_cirurgia#r1 (excecao_r1);2026-09-11_arthurwelle_cirurgia#r2 (excecao_r1);2026-09-11_arthurwelle_cirurgia#r3 (excecao_r1),outros
36006,36. Assistencia_a_saude,Assistencia_a_saude,Servicos de cirurgia,ativo,39,11,5,,2026-09-11_arthurwelle_cirurgia#r1 (excecao_r1);2026-09-11_arthurwelle_cirurgia#r2 (excecao_r1),outros
36007,36. Assistencia_a_saude,Assistencia_a_saude,Hospitalizacao,ativo,17,5,5,,,outros
36008,36. Assistencia_a_saude,Assistencia_a_saude,Exames diversos,ativo,133,49,5,,2026-09-11_arthurwelle_cirurgia#r4 (excecao_r1),outros
36009,36. Assistencia_a_saude,Assistencia_a_saude,Material de tratamento,ativo,348,115,5,,,outros
36010,36. Assistencia_a_saude,Assistencia_a_saude,Outras assistencia saude,ativo,135,68,5,,2026-09-11_arthurwelle_cirurgia#r2 (excecao_r1),outros
37001,37. Educacao,Educacao,Cursos regulares,ativo,76,51,5,,,outros
37002,37. Educacao,Educacao,Curso superior,ativo,67,21,5,,,outros
37003,37. Educacao,Educacao,Outros cursos,ativo,236,156,5,,,outros
37004,37. Educacao,Educacao,Livros e revistas tecnicas,ativo,53,15,5,,,outros
37005,37. Educacao,Educacao,Artigos escolares,ativo,279,120,5,,,outros
37006,37. Educacao,Educacao,Outras educacao,ativo,210,98,5,,,outros
38001,38. Recreacao_e_cultura,Recreacao_e_cultura,Brinquedos e jogos,ativo,302,83,5,,,outros
38002,38. Recreacao_e_cultura,Recreacao_e_cultura,Celular e acessorios,ativo,53,21,4,1987,,outros
38003,38. Recreacao_e_cultura,Recreacao_e_cultura,Periodicos livros e revistas,ativo,98,65,5,,,outros
38004,38. Recreacao_e_cultura,Recreacao_e_cultura,Diversoes e esportes,ativo,509,228,5,,,outros
38005,38. Recreacao_e_cultura,Recreacao_e_cultura,Outras recreacao etc,ativo,507,279,5,,,outros
38006,38. Recreacao_e_cultura,Recreacao_e_cultura,Gastos com viagens,ativo,290,190,5,,,outros
39001,39. Servicos_pessoais,Servicos_pessoais,Fumo,ativo,125,112,5,,,outros
39002,39. Servicos_pessoais,Servicos_pessoais,Cabeleireiro,ativo,65,18,5,,,outros
39003,39. Servicos_pessoais,Servicos_pessoais,Manicuro e pedicuro,ativo,16,7,5,,,outros
39004,39. Servicos_pessoais,Servicos_pessoais,Consertos de artigos pessoais,ativo,136,92,5,,,outros
39005,39. Servicos_pessoais,Servicos_pessoais,Outras servicos pessoais,ativo,133,104,5,,,outros
40001,40. Despesas_diversas,Despesas_diversas,Jogos e apostas,ativo,125,109,5,,,outros
40002,40. Despesas_diversas,Despesas_diversas,Comunicacao,ativo,79,24,4,1995,,outros
40003,40. Despesas_diversas,Despesas_diversas,Cerimonias e festas,ativo,206,88,5,,,outros
40004,40. Despesas_diversas,Despesas_diversas,Servicos profissionais,ativo,131,74,4,2017,,outros
40005,40. Despesas_diversas,Despesas_diversas,Imoveis de uso ocasional,ativo,183,94,5,,,outros
40006,40. Despesas_diversas,Despesas_diversas,Outras despesas diversas,ativo,614,343,5,,,outros
41001,41. Outras_despesas_correntes,Outras_despesas_correntes,Impostos,ativo,249,151,4,1987,,outros
41002,41. Outras_despesas_correntes,Outras_despesas_correntes,Contribuicoes trabalhistas,ativo,166,104,5,,,outros
41003,41. Outras_despesas_correntes,Outras_despesas_correntes,Servicos bancarios,ativo,95,59,5,,,outros
41004,41. Outras_despesas_correntes,Outras_despesas_correntes,Pensoes mesadas e doacoes,ativo,103,43,5,,,outros
41005,41. Outras_despesas_correntes,Outras_despesas_correntes,Previdencia privada,ativo,16,7,5,,,outros
41006,41. Outras_despesas_correntes,Outras_despesas_correntes,Outras despesas,ativo,309,157,5,,,outros
42001,42. Aumento_do_ativo,Aumento_do_ativo,Imovel aquisicao,ativo,73,42,5,,,outros
42002,42. Aumento_do_ativo,Aumento_do_ativo,Imovel reforma,ativo,772,351,5,,,outros
42003,42. Aumento_do_ativo,Aumento_do_ativo,Outros investimentos,ativo,31,18,4,2017,,outros
43001,43. Diminuicao_do_passivo,Diminuicao_do_passivo,Emprestimo e carne,ativo,36,20,5,,,outros
43002,43. Diminuicao_do_passivo,Diminuicao_do_passivo,Prestacao de imovel,ativo,13,8,5,,,outros
44001,44. Rendimento_do_trabalho,Rendimento_do_trabalho,Empregado,ativo,108,55,5,,,outros
44002,44. Rendimento_do_trabalho,Rendimento_do_trabalho,Empregador,ativo,8,8,5,,,outros
44003,44. Rendimento_do_trabalho,Rendimento_do_trabalho,Conta propria,ativo,6,6,5,,,outros
44004,44. Rendimento_do_trabalho,Rendimento_do_trabalho,Trabalho Nao remunerado,ativo,8,8,3,1987;1995,,outros
45001,45. Transferencia,Transferencia,Aposentadoria prev publica,ativo,32,23,5,,,outros
45002,45. Transferencia,Transferencia,Aposentadoria prev privada,ativo,18,12,5,,,outros
45003,45. Transferencia,Transferencia,Bolsa de estudo,ativo,4,4,4,2008,,outros
45004,45. Transferencia,Transferencia,Pensao aliment mesada doacao,ativo,16,11,5,,,outros
45005,45. Transferencia,Transferencia,Transferencias transitorias,ativo,127,78,5,,,outros
46001,46. Rendimento_de_aluguel,Rendimento_de_aluguel,Aluguel de bens imoveis,ativo,14,8,5,,,outros
46002,46. Rendimento_de_aluguel,Rendimento_de_aluguel,Aluguel de bens moveis,ativo,4,2,2,1987;1995;2008,,outros
47001,47. Outros_rendimentos,Outros_rendimentos,Vendas esporadicas,ativo,114,36,4,1987,,outros
47002,47. Outros_rendimentos,Outros_rendimentos,Emprestimos,ativo,13,8,4,1987,,outros
47003,47. Outros_rendimentos,Outros_rendimentos,Aplicacoes de capital,ativo,72,44,5,,,outros
47004,47. Outros_rendimentos,Outros_rendimentos,Outros renda,ativo,248,156,5,,,outros
88888,88. Inventário,Inventário,Inventário,ativo,194,158,5,,,outros
