Ano,Codigo,Descri_Item,Cod_harmo,conceito,componente
2017,42038,CONSULTA MEDICA COM NEFROLOGISTA (RENAIS),36004,consulta_medica,C01
2017,42039,CONSULTA MEDICA COM ALERGISTA,36004,consulta_medica,C01
2017,42040,CONSULTA MEDICA COM PSIQUIATRA,36004,consulta_medica,C01
2017,42041,CONSULTA MEDICA COM HOMEOPATA,36004,consulta_medica,C01
2017,42042,CONSULTA MEDICA COM OTOLOGISTA,36004,consulta_medica,C01
2017,42043,CONSULTA MEDICA COM OTORRINOLARINGOLOGISTA,36004,consulta_medica,C01
2017,42043,EXAME DE NASOFIBROSCOPIA,36004,exame_orl,C01
2017,42043,EXAME DE VIDEOLARINGOSCOPIA,36004,exame_orl,C01
2017,42044,CONSULTA MEDICA COM PNEUMOLOGISTA,36004,consulta_medica,C01
2017,42045,CONSULTA MEDICA COM REUMATOLOGISTA,36004,consulta_medica,C01
2017,42046,CONSULTA MEDICA COM ENDOCRINOLOGISTA,36004,consulta_medica,C01
2017,42047,CONSULTA MEDICA COM PROCTOLOGISTA,36004,consulta_medica,C01
2017,42047,CONSULTA MEDICA COM PROTOLOGISTA,36004,consulta_medica,C01
2017,42048,CONSULTA MEDICA COM UROLOGISTA,36004,consulta_medica,C01
2017,42048,EXAME DE PROSTATA,36004,exame_prostata,C01
2017,42049,CONSULTA MEDICA ANGIOLOGISTA,36004,consulta_medica,C01
2017,42050,CONSULTA MEDICA COM CIRURGIAO PLASTICO,36004,consulta_medica,C01
2017,42051,CONSULTA MEDICA COM HEMATOLOGISTA,36004,consulta_medica,C01
2017,42052,CAMA HOSPITALAR,36009,artigos_ortopedicos,C03
2017,42053,APARELHO DE SURDEZ,36009,aparelho_auditivo,C03
2017,42053,FONOAUDITIVOS,36009,aparelho_auditivo,C03
2017,42054,CRISTALINO (LENTE INTRAOCULAR),36009,lente_intraocular,C03
2017,42054,LENTE INTRAOCULAR,36009,lente_intraocular,C03
2017,42055,MEIA ELASTICA PARA VARIZES,36009,artigos_ortopedicos,C03
2017,42056,MENSALIDADE DE CLINICA,36010,mensalidade_clinica,C15
2017,42057,VACINACAO,36005,vacinacao,C08
2017,42058,SERVICO DE HEMOTERAPIA (TRANSFUSAO),36005,hemoterapia,C13
2017,42059,QUIMIOTERAPIA,36005,quimioterapia,C19
2017,42059,TRATAMENTO QUIMIOTERAPICO,36005,quimioterapia,C19
2017,42060,HEMODIALISE,36008,dialise,C17
2017,42061,EXAME AUDIOMETRICO,36008,exames,C01
2017,42062,EXAME ERGOMETRICO,36008,exames,C01
2017,42063,EXAME DE CATETERISMO,36008,exames,C01
2017,42064,ELETROENCEFALOGRAMA,36008,exames,C01
2017,42065,ECOCARDIOGRAFIA,36008,exames,C01
2017,42065,ECOCARDIOGRAMA,36008,exames,C01
2017,42066,CARDIOTOCOGRAFIA,36008,exames,C01
2017,42067,ECOENDOSCOPIA,36008,exames,C01
2017,42068,ECOGRAFIA,36008,exames,C01
2017,42069,MAMOGRAFIA,36008,exames,C01
2017,42070,DENSITOMETRIA OSSEA,36008,exames,C01
2017,42071,CONSULTA E TRATAMENTO COM MASSOTERAPEUTA,36005,massagem,C01
2017,42071,TRATAMENTO MASSAGISTICO,36005,massagem,C01
2017,42072,HIDROTERAPIA,36005,hidroterapia,C01
2017,42073,ACUPUNTURA,36005,acupuntura,C01
2017,42074,CURANDEIRO,36005,curandeiro_parteira,C12
2017,42074,"CURANDEIRO, CURIOSO E PARTEIRA",36005,curandeiro_parteira,C12
2017,42074,CURIOSO,36005,curandeiro_parteira,C12
2017,42074,PARTEIRA,36005,curandeiro_parteira,C12
2017,42075,EXAME DE PRESSAO ARTERIAL,36008,pressao_arterial,C01
2017,42075,PRESSAO ARTERIAL (EM POSTOS OU PROFISSIONAIS VOLANTES),36008,pressao_arterial,C01
2017,42076,CINTILOGRAFIA,36008,exames,C01
2017,42076,CINTILOGRAFIA OSSEA,36008,exames,C01
2017,42077,PODOLOGO,36005,podologo,C22
2017,42078,LENTE DE CONTATO,36005,oculos_lentes,C02
2017,42079,CLINICA E RESIDENCIA PARA IDOSOS,36010,clinica_residencial,C16
2017,42080,CLINICA PSIQUIATRICA OU PARA DEPENDENTES QUIMICOS,36010,clinica_psiquiatrica,C20
2017,42081,SERVICOS DE ENFERMAGEM,36010,enfermagem,C01
2017,42082,ACOMPANHANTE DE QUARTO HOSPITALAR,36010,acompanhante,C10
2017,42083,EXAME PREVENTIVO DE CANCER,36008,exame_ginecologico,C01
2017,42084,CONSULTA MEDICA COM MASTOLOGISTA,36004,consulta_medica,C01
2017,42085,CONSULTA MEDICA COM INFECTOLOGISTA,36004,consulta_medica,C01
2017,42086,CONSULTA MEDICA COM MEDICO DO TRABALHO,36004,consulta_medica,C01
2017,42087,CONSULTA COM CIRURGIAO,36004,consulta_medica,C01
2017,42087,CONSULTA COM CIRURGIAO GERAL,36004,consulta_medica,C01
2017,42088,CONSULTA COM NUTROLOGO,36004,consulta_medica,C01
2017,42089,RADIOTERAPIA,36005,radioterapia,C26
2017,42090,CONSULTA MEDICA COM HEPATOLOGISTA,36004,consulta_medica,C01
2017,42091,CONSULTA COM MEDICO ORTOMOLECULAR,36004,consulta_medica,C01
2017,42092,CARTAO DE TODOS,36004,plano_descontos,C25
2017,42092,PLANO DE DESCONTOS EM SERVICOS DE SAUDE,36004,plano_descontos,C25
2017,42093,CONSULTA COM TERAPEUTA OCUPACIONAL,36004,fisioterapia,C01
2017,42094,CONSULTA MEDICA COM GENETICISTA,36004,consulta_medica,C01
2017,42094,EXAME COM GENETICISTA,36004,consulta_medica,C01
2017,42095,ELETRONEUROMIOGRAFIA,36008,exames,C01
2017,42096,TRATAMENTO PARA FERTILIZACAO,36008,fertilizacao,C23
2017,42097,ESPIROMETRIA,36008,exames,C01
2017,42098,CONSULTA MEDICA COM IMUNOLOGISTA,36004,consulta_medica,C01
2017,42099,ELETRONEUROMIOGRAFIA,36008,exames,C01
2017,42100,CONSULTA COM NUTROLOGO,36004,consulta_medica,C01
2017,42101,EXAME DO APARELHO RESPIRATORIO,36004,exame_orl,C01
2017,42102,CONSULTA MEDICA COM PATOLOGISTA,36008,consulta_medica,C01
2017,42103,HOLTER,36008,exames,C01
2017,42103,MAPA,36008,exames,C01
2017,42104,SERVICOS DE HOME CARE,36010,home_care,C21
2017,42999,AGREGADO,36010,agregado,C07
