Cod_harmo,nome,nivel1,nivel2,status,criado_em,extinto_em,substituido_por,nome_original
16103,Outros produtos,16. Outros produtos,16.1 Outros produtos,ativo,base,,,xx.x.x Outros produtos
16104,Refeição; Refeição pronta,16. Outros produtos,16.1 Outros produtos,ativo,base,,,xx.x.x Refeiçãoxx.x.x Refeição pronta
16105,Salgadinho,16. Outros produtos,16.1 Outros produtos,ativo,base,,,xx.x.x Salgadinhoxx.x.x Salgadinho
16106,Mistura para bolo; Mistura industrial para bolo,16. Outros produtos,16.1 Outros produtos,ativo,base,,,xx.x.x Mistura para boloxx.x.x Mistura industrial para bolo
16107,Aspargo em conserva,16. Outros produtos,16.1 Outros produtos,ativo,base,,,Aspargo em conserva
16108,Cenoura em conserva,16. Outros produtos,16.1 Outros produtos,ativo,base,,,Cenoura em conserva
16109,"Repolho em conserva, cucrute",16. Outros produtos,16.1 Outros produtos,ativo,base,,,"Repolho em conserva, cucrute"
16110,Tomate em lata,16. Outros produtos,16.1 Outros produtos,ativo,base,,,Tomate em lata
16111,Palmito em conserva,16. Outros produtos,16.1 Outros produtos,ativo,base,,,Palmito em conserva
16112,Cogumelo em conserva,16. Outros produtos,16.1 Outros produtos,ativo,base,,,Cogumelo em conserva
31001,Aluguel,Servicos_e_taxas,Servicos_e_taxas,ativo,base,,,Aluguel
31002,Energia eletrica,Servicos_e_taxas,Servicos_e_taxas,ativo,base,,,Energia_eletrica
31003,Telefone fixo,Servicos_e_taxas,Servicos_e_taxas,ativo,base,,,Telefone_fixo
31004,Telefone celular,Servicos_e_taxas,Servicos_e_taxas,ativo,base,,,Telefone_celular
31005,Gas domestico,Servicos_e_taxas,Servicos_e_taxas,ativo,base,,,Gas_domestico
31006,Agua e esgoto,Servicos_e_taxas,Servicos_e_taxas,ativo,base,,,Agua_e_esgoto
31007,Outros servicos etc,Servicos_e_taxas,Servicos_e_taxas,ativo,base,,,Outros_servicos_etc
32001,Manutencao do lar,Habitacao,Habitacao,ativo,base,,,Manutencao_do_lar
32002,Artigos de limpeza,Habitacao,Habitacao,ativo,base,,,Artigos_de_limpeza
32003,Mobiliarios e artigos do lar,Habitacao,Habitacao,ativo,base,,,Mobiliarios_e_artigos_do_lar
32004,Eletrodomesticos,Habitacao,Habitacao,ativo,base,,,Eletrodomesticos
32005,Consertos de artigos do lar,Habitacao,Habitacao,ativo,base,,,Consertos_de_artigos_do_lar
33001,Roupa de homem,Vestuario,Vestuario,ativo,base,,,Roupa_de_homem
33002,Roupa de mulher,Vestuario,Vestuario,ativo,base,,,Roupa_de_mulher
33003,Roupa de crianca,Vestuario,Vestuario,ativo,base,,,Roupa_de_crianca
33004,Calcados e apetrechos,Vestuario,Vestuario,ativo,base,,,Calcados_e_apetrechos
33005,Joias e bijuterias,Vestuario,Vestuario,ativo,base,,,Joias_e_bijuterias
33006,Tecidos e armarinhos,Vestuario,Vestuario,ativo,base,,,Tecidos_e_armarinhos
34001,Urbano,Transporte,Transporte,ativo,base,,,Urbano
34002,Gasolina para veiculo proprio,Transporte,Transporte,ativo,base,,,Gasolina_para_veiculo_proprio
34003,Alcool para veiculo proprio,Transporte,Transporte,ativo,base,,,Alcool_para_veiculo_proprio
34004,Manutencao de veiculo proprio,Transporte,Transporte,ativo,base,,,Manutencao_de_veiculo_proprio
34005,Aquisicao de veiculos,Transporte,Transporte,ativo,base,,,Aquisicao_de_veiculos
34006,Viagens,Transporte,Transporte,ativo,base,,,Viagens
34007,Outros transporte,Transporte,Transporte,ativo,base,,,Outros_transporte
35001,Perfume,Higiene_e_cuidados_pessoais,Higiene_e_cuidados_pessoais,ativo,base,,,Perfume
35002,Produtos para cabelo,Higiene_e_cuidados_pessoais,Higiene_e_cuidados_pessoais,ativo,base,,,Produtos_para_cabelo
35003,Sabonete,Higiene_e_cuidados_pessoais,Higiene_e_cuidados_pessoais,ativo,base,,,Sabonete
35004,Produtos de uso pessoal,Higiene_e_cuidados_pessoais,Higiene_e_cuidados_pessoais,ativo,base,,,Produtos_de_uso_pessoal
36001,Remedios,Assistencia_a_saude,Assistencia_a_saude,ativo,base,,,Remedios
36002,Plano Seguro saude,Assistencia_a_saude,Assistencia_a_saude,ativo,base,,,Plano_Seguro_saude
36003,Consulta e tratamento dentario,Assistencia_a_saude,Assistencia_a_saude,ativo,base,,,Consulta_e_tratamento_dentario
36004,Consulta medica,Assistencia_a_saude,Assistencia_a_saude,ativo,base,,,Consulta_medica
36005,Tratamento ambulatorial,Assistencia_a_saude,Assistencia_a_saude,ativo,base,,,Tratamento_ambulatorial
36006,Servicos de cirurgia,Assistencia_a_saude,Assistencia_a_saude,ativo,base,,,Servicos_de_cirurgia
36007,Hospitalizacao,Assistencia_a_saude,Assistencia_a_saude,ativo,base,,,Hospitalizacao
36008,Exames diversos,Assistencia_a_saude,Assistencia_a_saude,ativo,base,,,Exames_diversos
36009,Material de tratamento,Assistencia_a_saude,Assistencia_a_saude,ativo,base,,,Material_de_tratamento
36010,Outras assistencia saude,Assistencia_a_saude,Assistencia_a_saude,ativo,base,,,Outras_assistencia_saude
37001,Cursos regulares,Educacao,Educacao,ativo,base,,,Cursos_regulares
37002,Curso superior,Educacao,Educacao,ativo,base,,,Curso_superior
37003,Outros cursos,Educacao,Educacao,ativo,base,,,Outros_cursos
37004,Livros e revistas tecnicas,Educacao,Educacao,ativo,base,,,Livros_e_revistas_tecnicas
37005,Artigos escolares,Educacao,Educacao,ativo,base,,,Artigos_escolares
37006,Outras educacao,Educacao,Educacao,ativo,base,,,Outras_educacao
38001,Brinquedos e jogos,Recreacao_e_cultura,Recreacao_e_cultura,ativo,base,,,Brinquedos_e_jogos
38002,Celular e acessorios,Recreacao_e_cultura,Recreacao_e_cultura,ativo,base,,,Celular_e_acessorios
38003,Periodicos livros e revistas,Recreacao_e_cultura,Recreacao_e_cultura,ativo,base,,,Periodicos_livros_e_revistas
38004,Diversoes e esportes,Recreacao_e_cultura,Recreacao_e_cultura,ativo,base,,,Diversoes_e_esportes
38005,Outras recreacao etc,Recreacao_e_cultura,Recreacao_e_cultura,ativo,base,,,Outras_recreacao_etc
39001,Fumo,Servicos_pessoais,Servicos_pessoais,ativo,base,,,Fumo
39002,Cabeleireiro,Servicos_pessoais,Servicos_pessoais,ativo,base,,,Cabeleireiro
39003,Manicuro e pedicuro,Servicos_pessoais,Servicos_pessoais,ativo,base,,,Manicuro_e_pedicuro
39004,Consertos de artigos pessoais,Servicos_pessoais,Servicos_pessoais,ativo,base,,,Consertos_de_artigos_pessoais
39005,Outras servicos pessoais,Servicos_pessoais,Servicos_pessoais,ativo,base,,,Outras_servicos_pessoais
40001,Jogos e apostas,Despesas_diversas,Despesas_diversas,ativo,base,,,Jogos_e_apostas
40002,Comunicacao,Despesas_diversas,Despesas_diversas,ativo,base,,,Comunicacao
40003,Cerimonias e festas,Despesas_diversas,Despesas_diversas,ativo,base,,,Cerimonias_e_festas
40004,Servicos profissionais,Despesas_diversas,Despesas_diversas,ativo,base,,,Servicos_profissionais
40005,Imoveis de uso ocasional,Despesas_diversas,Despesas_diversas,ativo,base,,,Imoveis_de_uso_ocasional
40006,Outras despesas diversas,Despesas_diversas,Despesas_diversas,ativo,base,,,Outras_despesas_diversas
41001,Impostos,Outras_despesas_correntes,Outras_despesas_correntes,ativo,base,,,Impostos
41002,Contribuicoes trabalhistas,Outras_despesas_correntes,Outras_despesas_correntes,ativo,base,,,Contribuicoes_trabalhistas
41003,Servicos bancarios,Outras_despesas_correntes,Outras_despesas_correntes,ativo,base,,,Servicos_bancarios
41004,Pensoes mesadas e doacoes,Outras_despesas_correntes,Outras_despesas_correntes,ativo,base,,,Pensoes_mesadas_e_doacoes
41005,Previdencia privada,Outras_despesas_correntes,Outras_despesas_correntes,ativo,base,,,Previdencia_privada
41006,Outras despesas,Outras_despesas_correntes,Outras_despesas_correntes,ativo,base,,,Outras_despesas
42001,Imovel aquisicao,Aumento_do_ativo,Aumento_do_ativo,ativo,base,,,Imovel_aquisicao
42002,Imovel reforma,Aumento_do_ativo,Aumento_do_ativo,ativo,base,,,Imovel_reforma
42003,Outros investimentos,Aumento_do_ativo,Aumento_do_ativo,ativo,base,,,Outros_investimentos
43001,Emprestimo e carne,Diminuicao_do_passivo,Diminuicao_do_passivo,ativo,base,,,Emprestimo_e_carne
43002,Prestacao de imovel,Diminuicao_do_passivo,Diminuicao_do_passivo,ativo,base,,,Prestacao_de_imovel
44001,Empregado,Rendimento_do_trabalho,Rendimento_do_trabalho,ativo,base,,,Empregado
44002,Empregador,Rendimento_do_trabalho,Rendimento_do_trabalho,ativo,base,,,Empregador
44003,Conta propria,Rendimento_do_trabalho,Rendimento_do_trabalho,ativo,base,,,Conta_propria
44004,Trabalho Nao remunerado,Rendimento_do_trabalho,Rendimento_do_trabalho,ativo,base,,,Trabalho_Nao_remunerado
45001,Aposentadoria prev publica,Transferencia,Transferencia,ativo,base,,,Aposentadoria_prev_publica
45002,Aposentadoria prev privada,Transferencia,Transferencia,ativo,base,,,Aposentadoria_prev_privada
45003,Bolsa de estudo,Transferencia,Transferencia,ativo,base,,,Bolsa_de_estudo
45004,Pensao aliment mesada doacao,Transferencia,Transferencia,ativo,base,,,Pensao_aliment_mesada_doacao
45005,Transferencias transitorias,Transferencia,Transferencia,ativo,base,,,Transferencias_transitorias
46001,Aluguel de bens imoveis,Rendimento_de_aluguel,Rendimento_de_aluguel,ativo,base,,,Aluguel_de_bens_imoveis
46002,Aluguel de bens moveis,Rendimento_de_aluguel,Rendimento_de_aluguel,ativo,base,,,Aluguel_de_bens_moveis
47001,Vendas esporadicas,Outros_rendimentos,Outros_rendimentos,ativo,base,,,Vendas_esporadicas
47002,Emprestimos,Outros_rendimentos,Outros_rendimentos,ativo,base,,,Emprestimos
47003,Aplicacoes de capital,Outros_rendimentos,Outros_rendimentos,ativo,base,,,Aplicacoes_de_capital
47004,Outros renda,Outros_rendimentos,Outros_rendimentos,ativo,base,,,Outros_renda
88888,Inventário,Inventário,Inventário,ativo,base,,,Inventário
