0,1,2,3,4,5,6,7,8,9,10,11,17,18,19
Ano,Quadro_H,Desc_Quadro,QUADRO,CÓDIGO DO PRODUTO,Codigo,,DESCRIÇÃO DO PRODUTO,Procv2008,Descrição anterior,Cod_harmo,,Cod sem repetição2017,Nivel_6,Cod_harmo
2017,0,,0,000101,0001,1,ALUGUEL ESTIMADO,,,31001,Aluguel,,63001,01101
2017,07,Quadro 07 Aquisição de combustíveis domésticos e água para uso geral do domicílio principal no Período de Referência de 90 Dias;,7,700601,7006,7006,CARVAO (COMBUSTIVEL DOMESTICO),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63028,01103
2017,07,Quadro 07 Aquisição de combustíveis domésticos e água para uso geral do domicílio principal no Período de Referência de 90 Dias;,7,700701,7007,7007,LENHA (COMBUSTIVEL DOMESTICO),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63029,01103
2017,07,Quadro 07 Aquisição de combustíveis domésticos e água para uso geral do domicílio principal no Período de Referência de 90 Dias;,7,700801,7008,7008,GASOLINA (COMBUSTIVEL DOMESTICO),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63030,01103
2017,07,Quadro 07 Aquisição de combustíveis domésticos e água para uso geral do domicílio principal no Período de Referência de 90 Dias;,7,700901,7009,7009,RECARGA DE BATERIA (ILUMINACAO DOMICILIAR),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63031,01208
2017,07,Quadro 07 Aquisição de combustíveis domésticos e água para uso geral do domicílio principal no Período de Referência de 90 Dias;,7,701001,7010,7010,GAS DE BOTIJAO PARA ILUMINACAO,32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63032,01103
2017,07,Quadro 07 Aquisição de combustíveis domésticos e água para uso geral do domicílio principal no Período de Referência de 90 Dias;,7,701002,7010,7010,GAS DE BUJAO PARA ILUMINACAO,32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63033,01101
2017,07,Quadro 07 Aquisição de combustíveis domésticos e água para uso geral do domicílio principal no Período de Referência de 90 Dias;,7,701101,7011,7011,PO DE SERRA (COMBUSTIVEL DOMESTICO),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63034,01101
2017,07,Quadro 07 Aquisição de combustíveis domésticos e água para uso geral do domicílio principal no Período de Referência de 90 Dias;,7,799901,7999,7999,AGREGADO,32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63035,01101
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,800101,8001,8001,AZULEJO E PISO (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63036,01102
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,800102,8001,8001,AZULEJO (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63037,01103
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,800103,8001,8001,PISO (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63038,01204
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,800104,8001,8001,LAJOTA (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63039,01205
