0,1,2,3
Tradutor POF 2008-2009 - Consumo final das famílias/Contas Nacionais,,,
Produto POF,Descrição POF,Produto Contas Nacionais,Descrição Contas Nacionais
0600101,AGUA E ESGOTO (M3),36801,"Água, esgoto, reciclagem e gestão de resíduos"
0600201,ENERGIA ELETRICA (KWH),35001,"Eletricidade, gás e outras utilidades"
0600301,GAS ENCANADO (M3),35001,"Eletricidade, gás e outras utilidades"
0600401,TELEFONE RESIDENCIAL,61001,"Telecomunicações, TV por assinatura e outros serv. relacionados"
0600501,"ACESSO A INTERNET (PROVEDOR, A CABO, COMUNICACAO VIA SATELITE, ETC.)",61001,"Telecomunicações, TV por assinatura e outros serv. relacionados"
0600502,INTERNET BANDA LARGA,61001,"Telecomunicações, TV por assinatura e outros serv. relacionados"
0600503,PROVEDOR DE ACESSO A INTERNET DISCADA,61001,"Telecomunicações, TV por assinatura e outros serv. relacionados"
0600504,INTERNET SEM FIO,61001,"Telecomunicações, TV por assinatura e outros serv. relacionados"
0600505,INTERNET VIA SATELITE,61001,"Telecomunicações, TV por assinatura e outros serv. relacionados"
0600506,INTERNET VIA RADIO,61001,"Telecomunicações, TV por assinatura e outros serv. relacionados"
0600701,TV POR ASSINATURA (MENSALIDADE/PACOTE),61001,"Telecomunicações, TV por assinatura e outros serv. relacionados"
0600801,"TELEFONE FIXO, CELULAR E INTERNET (PACOTE)",61001,"Telecomunicações, TV por assinatura e outros serv. relacionados"
0600901,TELEFONE FIXO E INTERNET (PACOTE),61001,"Telecomunicações, TV por assinatura e outros serv. relacionados"
0601001,TV POR ASSINATURA E INTERNET (PACOTE),61001,"Telecomunicações, TV por assinatura e outros serv. relacionados"
0601101,TELEFONE FIXO E CELULAR (PACOTE),61001,"Telecomunicações, TV por assinatura e outros serv. relacionados"
0601301,INTERNET E CELULAR (PACOTE),61001,"Telecomunicações, TV por assinatura e outros serv. relacionados"
0601401,"TELEFONE FIXO, INTERNET E TV POR ASSINATURA (PACOTE)",61001,"Telecomunicações, TV por assinatura e outros serv. relacionados"
0601501,TELEFONE FIXO E TV POR ASSINATURA (PACOTE),61001,"Telecomunicações, TV por assinatura e outros serv. relacionados"
0699901,AGREGADO,61001,"Telecomunicações, TV por assinatura e outros serv. relacionados"
0700101,GAS DE BOTIJAO (COMBUSTIVEL DOMESTICO),19916,Outros produtos do refino do petróleo
0700102,GAS DE BOTIJAO (KG) (COMBUSTIVEL DOMESTICO),19916,Outros produtos do refino do petróleo
0700103,GAS DE BUJAO (COMBUSTIVEL DOMESTICO),19916,Outros produtos do refino do petróleo
0700104,GAS DE BUJAO (KG) (COMBUSTIVEL DOMESTICO),19916,Outros produtos do refino do petróleo
0700201,AGUA PARA USO GERAL,36801,"Água, esgoto, reciclagem e gestão de resíduos"
0700202,AQUISICAO DE AGUA (USO GERAL) (LITROS),36801,"Água, esgoto, reciclagem e gestão de resíduos"
0700203,PIPA DE AGUA (LITROS),36801,"Água, esgoto, reciclagem e gestão de resíduos"
0700204,GARRAFAO DE AGUA (LITROS),11001,Bebidas
0700301,RECARGA DE BATERIA (ILUMINACAO DOMICILIAR),45001,Comércio e reparação de veículos
0700401,GAS DE BUJAO PARA ILUMINACAO,19916,Outros produtos do refino do petróleo
0700402,GAS DE BUJAO (KG) (PARA ILUMINACAO),19916,Outros produtos do refino do petróleo
0700403,GAS DE BOTIJAO (PARA ILUMINACAO),19916,Outros produtos do refino do petróleo
0700501,QUEROSENE (COMBUSTIVEL DOMESTICO),19916,Outros produtos do refino do petróleo
0700502,QUEROSENE (LITRO) (COMBUSTIVEL DOMESTICO),19916,Outros produtos do refino do petróleo
0700601,PO DE SERRA (COMBUSTIVEL DOMESTICO),02801,Produtos da exploração florestal e da silvicultura
0700701,ALCOOL (COMBUSTIVEL DOMESTICO),19921,Etanol e outros biocombustíveis
0700702,ALCOOL (LITRO) (COMBUSTIVEL DOMESTICO),19921,Etanol e outros biocombustíveis
0700801,OLEO DIESEL (COMBUSTIVEL DOMESTICO),19915,Diesel - biodiesel
0700802,OLEO DIESEL (LITRO) (COMBUSTIVEL DOMESTICO),19915,Diesel - biodiesel
0700901,GASOLINA (COMBUSTIVEL DOMESTICO),19912,Gasoálcool
0700902,GASOLINA (LITRO) (COMBUSTIVEL DOMESTICO),19912,Gasoálcool
0701001,CARVAO PARA USO DOMESTICO,02801,Produtos da exploração florestal e da silvicultura
0701101,LENHA PARA USO DOMESTICO,02801,Produtos da exploração florestal e da silvicultura
0800404,RIPA,16001,"Produtos de madeira, exclusive móveis"
0800405,SARRAFO,16001,"Produtos de madeira, exclusive móveis"
0800406,MADEIRA,16001,"Produtos de madeira, exclusive móveis"
0801307,MANUTENCAO DE CAIXA DE AGUA,94802,"Manutenção de computadores, telefones e objetos domésticos"
0801308,CONSERTO DE TOLDO,94802,"Manutenção de computadores, telefones e objetos domésticos"
0801309,CONSERTO DE PORTAO ELETRONICO,94802,"Manutenção de computadores, telefones e objetos domésticos"
0801310,MANUTENCAO DE FOSSA SEPTICA,94802,"Manutenção de computadores, telefones e objetos domésticos"
0801401,"DEDETIZACAO, DESRATIZACAO, DESINSETIZACAO, ETC.",78801,Condomínios e serviços para edifícios
0801801,"ARTIGOS DE JARDINAGEM (PLANTA, TERRA, SEMENTE, XAXIM, ETC.)",02801,Produtos da exploração florestal e da silvicultura
0801802,PLANTAS NATURAIS,01916,Outros produtos e serviços da lavoura temporária
0801803,TERRA VEGETAL,01916,Outros produtos e serviços da lavoura temporária
0801804,SEMENTES,01916,Outros produtos e serviços da lavoura temporária
0801806,VASO PARA PLANTA,01916,Outros produtos e serviços da lavoura temporária
0801807,SUPORTE DE VASO,01916,Outros produtos e serviços da lavoura temporária
0801808,MUDAS,01919,Outros produtos da lavoura permanente
0801907,ALUGUEL DE MAQUINAS,77001,Aluguéis não-imob. e gestão de ativos de propriedade intelectual
0802701,COLA (EXCETO DUREPOX),20922,Produtos químicos diversos
0802702,COLA DE MADEIRA,20922,Produtos químicos diversos
0802703,COLA SUPER BOND,20922,Produtos químicos diversos
0802704,SUPER BOND,20922,Produtos químicos diversos
0805202,VENENO CONTRA CUPIM (CUPINICIDA),20921,Defensivos agrícolas e desinfestantes domissanitários
0805301,PRODUTOS PARA PISCINA,20931,"Perfumaria, sabões e artigos de limpeza"
0805302,CLORO PARA PISCINA,20931,"Perfumaria, sabões e artigos de limpeza"
0805303,SULFATO DE ALUMINIO PARA PISCINA,20931,"Perfumaria, sabões e artigos de limpeza"
0805401,CARPETE,13003,Art. têxteis de uso doméstico e outros têxteis
0805701,PALHA PARA COBERTURA,16001,"Produtos de madeira, exclusive móveis"
0806502,BALDE PARA CONSTRUCAO,22002,Artigos de plástico
0807001,PAPEL DE PAREDE,17002,"Papel, papelão, embalagens e artefatos de papel"
0807101,ALUGUEL DE LIXADEIRA ELETRICA,77001,Aluguéis não-imob. e gestão de ativos de propriedade intelectual
0807201,MOTOR ELETRICO PARA PORTAO,27001,"Máquinas, aparelhos e materiais elétricos"
0807301,MANUTENCAO DE JAZIGO,94803,Serviços pessoais
0807401,EXUMACAO,94803,Serviços pessoais
0807501,PLACA DE JAZIGO,25001,"Produtos de metal, excl. máquinas e equipamentos"
0807601,CONDOMINIO DE JAZIGO,94803,Serviços pessoais
0807602,TAXA DE CONDOMINIO DE JAZIGO,94803,Serviços pessoais
0807701,MADEIRA E TACO DE MADEIRA CERTIFICADA (SELO FSC),16001,"Produtos de madeira, exclusive móveis"
0807703,CAIBRO DE MADEIRA CERTIFICADA (SELO FSC),16001,"Produtos de madeira, exclusive móveis"
0900101,CONSERTO DE MOVEIS (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0900102,REFORMA DE MOVEIS (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0900201,CONSERTO DE MOVEIS (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0900202,REFORMA DE MOVEIS (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0900301,CONSERTO DE MOVEIS (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0900302,REFORMA DE MOVEIS (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0900401,MANUTENCAO DE MOVEIS,94802,"Manutenção de computadores, telefones e objetos domésticos"
0900501,CONSERTO DE ASPIRADOR DE PO (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0900601,CONSERTO DE ASPIRADOR DE PO (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0900701,CONSERTO DE ASPIRADOR DE PO (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0900801,MANUTENCAO DE APARELHOS DOMESTICOS,94802,"Manutenção de computadores, telefones e objetos domésticos"
0900901,CONSERTO DE GRILL (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0901201,MANUTENCAO DE UTENSILIOS DOMESTICOS NAO-ELETRICOS,94802,"Manutenção de computadores, telefones e objetos domésticos"
0901301,MANUTENCAO DE UTENSILIOS DOMESTICOS ELETRICOS,94802,"Manutenção de computadores, telefones e objetos domésticos"
0901401,CONSERTO DE FERRO ELETRICO (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0901501,CONSERTO DE FERRO ELETRICO (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0901601,CONSERTO DE FERRO ELETRICO (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0901701,CONSERTO DE ANTENA PARABOLICA (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0901801,CONSERTO DE ANTENA PARABOLICA (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0901901,CONSERTO DE ANTENA PARABOLICA (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0902001,CONSERTO DE TELEFONE (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0902101,CONSERTO DE TELEFONE (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0902201,CONSERTO DE TELEFONE (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0902301,CONSERTO DE PERSIANA (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0902601,CONSERTO DE RECEPTOR DE ANTENA PARABOLICA (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0902701,CONSERTO DE RECEPTOR DE ANTENA PARABOLICA (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0902801,CONSERTO DE RECEPTOR DE ANTENA PARABOLICA (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0902901,MONTAGEM DE MOVEIS,31801,Móveis
0903001,CONSERTO DE GELADEIRA (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0903101,CONSERTO DE GELADEIRA (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0903201,CONSERTO DE GELADEIRA (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0903301,CONSERTO DE FREEZER (PECA+MAO DE OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0903401,CONSERTO DE FREEZER (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0903501,CONSERTO DE FREEZER (MAO DE OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0903601,CONSERTO DE TELEVISAO (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0903701,CONSERTO DE TELEVISAO (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0903801,CONSERTO DE TELEVISAO (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0904201,CONSERTO DE APARELHO SONORO (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0904301,CONSERTO DE APARELHO SONORO (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0904401,CONSERTO DE APARELHO SONORO (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0904501,CONSERTO DE RADIO (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0904601,CONSERTO DE RADIO (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0904701,CONSERTO DE RADIO (MAO+DE+OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0904801,CONSERTO DE RADIO-RELOGIO (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0905101,CONSERTO DE VIDEOCASSETE (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0905301,CONSERTO DE VIDEOCASSETE (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0905401,CONSERTO DE MAQUINA DE LAVAR ROUPA (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0905501,CONSERTO DE MAQUINA DE LAVAR ROUPA (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0905601,CONSERTO DE MAQUINA DE LAVAR ROUPA (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0905701,CONSERTO DE MAQUINA DE SECAR ROUPA (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0905801,CONSERTO DE MAQUINA DE SECAR ROUPA (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0905901,CONSERTO DE MAQUINA DE SECAR ROUPA (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0906001,CONSERTO DE FOGAO (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0906101,CONSERTO DE FOGAO (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0906201,CONSERTO DE FOGAO (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0906301,CONSERTO DE AR CONDICIONADO (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0906401,CONSERTO DE AR CONDICIONADO (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0906501,CONSERTO DE AR CONDICIONADO (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0906601,CONSERTO DE FURADEIRA ELETRICA (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0906801,CONSERTO DE FURADEIRA ELETRICA (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0907501,CONSERTO DE MAQUINA DE COSTURA (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0907601,CONSERTO DE MAQUINA DE COSTURA (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0907701,CONSERTO DE MAQUINA DE COSTURA (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0907901,CONSERTO DE MAQUINA DE OVERLOCK (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0908101,CONSERTO DE BATEDEIRA DE BOLO (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0908201,CONSERTO DE BATEDEIRA DE BOLO (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0908301,CONSERTO DE BATEDEIRA DE BOLO (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0908401,CONSERTO DE LIQUIDIFICADOR (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0908501,CONSERTO DE LIQUIDIFICADOR (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0908601,CONSERTO DE LIQUIDIFICADOR (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0908701,CONSERTO DE MULTIPROCESSADOR (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0908801,CONSERTO DE MULTIPROCESSADOR (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0909001,CONSERTO DE FORNO ELETRICO (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0909201,CONSERTO DE FORNO ELETRICO (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0909301,CONSERTO DE MAQUINA DE LAVAR LOUCAS (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0909401,CONSERTO DE MAQUINA DE LAVAR LOUCAS (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0909501,CONSERTO DE MAQUINA DE LAVAR LOUCAS (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0909601,CONSERTO DE RELOGIO DE MESA (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0909701,CONSERTO DE RELOGIO DE MESA (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0909801,CONSERTO DE RELOGIO DE MESA (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0910101,CONSERTO DE RELOGIO DE PAREDE (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0910201,CONSERTO DE VENTILADOR (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0910301,CONSERTO DE VENTILADOR (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0910401,CONSERTO DE VENTILADOR (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0910501,CONSERTO DE OZONIZADOR (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0910901,CONSERTO DE TORNEIRA ELETRICA (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0911401,CONSERTO DE MICROCOMPUTADOR (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0911501,CONSERTO DE MICROCOMPUTADOR (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0911601,CONSERTO DE MICROCOMPUTADOR (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0911701,CONSERTO DE CHUVEIRO ELETRICO (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0911801,CONSERTO DE CHUVEIRO ELETRICO (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0911901,CONSERTO DE CHUVEIRO ELETRICO (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0912001,CONSERTO DE SECADOR DE CABELOS (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0912101,CONSERTO DE SECADOR DE CABELOS (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0912201,CONSERTO DE SECADOR DE CABELOS (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0912301,CONSERTO DE MICROONDAS (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0912401,CONSERTO DE MICROONDAS (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0912501,CONSERTO DE MICROONDAS (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0912601,CONSERTO DE VIDEOGAME (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0912701,CONSERTO DE VIDEOGAME (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0912801,CONSERTO DE VIDEOGAME (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0912901,CONSERTO DE CENTRIFUGA (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0913001,CONSERTO DE CENTRIFUGA (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0913101,CONSERTO DE CENTRIFUGA (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0913201,CONSERTO DE IMPRESSORA (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0913401,CONSERTO DE IMPRESSORA (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0913501,CONSERTO DE CONTROLE REMOTO (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0913601,CONSERTO DE CONTROLE REMOTO (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0913701,CONSERTO DE CONTROLE REMOTO (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0913801,CONSERTO DE FAX (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0914101,CONSERTO DE DVD (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0914201,CONSERTO DE DVD (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0914301,CONSERTO DE DVD (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0914501,REFORMA DE INSTRUMENTO MUSICAL (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0914701,CONSERTO DE INTERFONE (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0915001,CONSERTO DE APARELHO ELETRONICO (PECA + MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0915601,CONSERTO DE BOMBA DE AGUA ELETRICA (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0915701,CONSERTO DE BOMBA DE AGUA ELETRICA (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0915801,CONSERTO DE BOMBA DE AGUA ELETRICA (MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0915901,CONSERTO DE BEBEDOURO ELETRICO (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0916001,CONSERTO DE BEBEDOURO ELETRICO (PECA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0916101,CONSERTO DE BEBEDOURO ELETRICO (MAO DE OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
0916201,CONSERTO DE CAFETEIRA (PECA+MAO-DE-OBRA),94802,"Manutenção de computadores, telefones e objetos domésticos"
1000101,ALUGUEL DO IMOVEL,68001,Aluguel efetivo e serviços imobiliários
1000301,ALUGUEL DE GARAGEM,68001,Aluguel efetivo e serviços imobiliários
1000401,CONDOMINIO,78801,Condomínios e serviços para edifícios
1101401,"DEDETIZACAO, DESRATIZACAO, DESINSETIZACAO, ETC.",78801,Condomínios e serviços para edifícios
1101404,DESINSETIZACAO,78801,Condomínios e serviços para edifícios
1102701,COLA (EXCETO DUREPOX),20922,Produtos químicos diversos
1102702,COLA DE MADEIRA,20922,Produtos químicos diversos
1102703,COLA SUPER BOND,20922,Produtos químicos diversos
1102705,COLA DE SAPATEIRO,20922,Produtos químicos diversos
1104505,LONA,13003,Art. têxteis de uso doméstico e outros têxteis
1105201,CUPINICIDA,20921,Defensivos agrícolas e desinfestantes domissanitários
1105202,VENENO CONTRA CUPIM (CUPINICIDA),20921,Defensivos agrícolas e desinfestantes domissanitários
1105301,PRODUTOS PARA PISCINA,20931,"Perfumaria, sabões e artigos de limpeza"
1107801,ALUGUEL DE LIXADEIRA ELETRICA,77001,Aluguéis não-imob. e gestão de ativos de propriedade intelectual
1107901,MOTOR ELETRICO PARA PORTAO,27001,"Máquinas, aparelhos e materiais elétricos"
1200301,"LOCACAO DO IMOVEL (CONTRATO, DEPOSITOS DE LOCACAO E CONSERVACAO, ETC.)",68001,Aluguel efetivo e serviços imobiliários
1200302,CONTRATO DE LOCACAO DO IMOVEL,68001,Aluguel efetivo e serviços imobiliários
1200303,DEPOSITOS DE LOCACAO DO IMOVEL,68001,Aluguel efetivo e serviços imobiliários
1200305,SEGURO FIADOR,64801,"Intermediação financeira, seguros e previdência complementar"
1200401,MUDANCA,49001,Transporte terrestre de carga
1200501,"SEGUROS SOBRE O IMOVEL (INCENDIO, ROUBO, ETC.)",64801,"Intermediação financeira, seguros e previdência complementar"
1200502,SEGURO CONTRA ROUBO DO IMOVEL,64801,"Intermediação financeira, seguros e previdência complementar"
1200503,SEGURO CONTRA INCENDIO DO IMOVEL,64801,"Intermediação financeira, seguros e previdência complementar"
1200804,MANUTENCAO DE HIDROMETRO,94802,"Manutenção de computadores, telefones e objetos domésticos"
1200901,TAXA DE TRANSFERENCIA DE TELEFONE,61001,"Telecomunicações, TV por assinatura e outros serv. relacionados"
1201001,"TAXA DE INSTALACAO DE INTERFONE,TELEFONE",61001,"Telecomunicações, TV por assinatura e outros serv. relacionados"
1201002,TAXA DE INSTALACAO DE INTERFONE,78801,Condomínios e serviços para edifícios
1201003,TAXA DE INSTALACAO DE TELEFONE,61001,"Telecomunicações, TV por assinatura e outros serv. relacionados"
1201101,TAXA DE MANUTENCAO DE ELEVADOR,78801,Condomínios e serviços para edifícios
1201201,TAXA DE LIGACAO DE LUZ,35001,"Eletricidade, gás e outras utilidades"
1201202,TAXA DE RELIGACAO DE LUZ,35001,"Eletricidade, gás e outras utilidades"
1201301,TAXA DE INSTALACAO DE POSTE DE ENERGIA ELETRICA,35001,"Eletricidade, gás e outras utilidades"
1201501,TAXA DE VERIFICACAO DE VAZAMENTO DE AGUA,36801,"Água, esgoto, reciclagem e gestão de resíduos"
1201601,TAXA DE INSTALACAO DE CENTRAL DE GAS,78801,Condomínios e serviços para edifícios
1201701,TAXA DE UTILIZACAO E MANUTENCAO DE BOMBA DE AGUA,78801,Condomínios e serviços para edifícios
1202001,TAXA DE INSTALACAO DE TELEVISAO POR ASSINATURA,61001,"Telecomunicações, TV por assinatura e outros serv. relacionados"
1202101,TAXA DE ADESAO DE TELEVISAO POR ASSINATURA,61001,"Telecomunicações, TV por assinatura e outros serv. relacionados"
1202201,TAXA DE INSTALACAO DE INTERNET,61001,"Telecomunicações, TV por assinatura e outros serv. relacionados"
1202301,TAXA EXTRA DE CONDOMINIO (REFORMA E MANUTENCAO),78801,Condomínios e serviços para edifícios
1202302,TAXA DE REFORMA DE PREDIO (EXTRA DE CONDOMINIO),78801,Condomínios e serviços para edifícios
1202303,TAXA DE MANUTENCAO DE PREDIO (EXTRA DE CONDOMINIO),78801,Condomínios e serviços para edifícios
1202304,TAXA EXTRA DE FUNDO DE RESERVA (CONDOMINIO),78801,Condomínios e serviços para edifícios
1202401,CERTIFICADO DE CADASTRO DE IMOVEL,69801,"Serviços jurídicos, contabilidade e consultoria"
1202501,VIGILANCIA ELETRONICA,31802,Produtos de industrias diversas
1203001,TAXA DE RELIGACAO DE TELEFONE,61001,"Telecomunicações, TV por assinatura e outros serv. relacionados"
1203101,PARCELAMENTO DE DIVIDA DE CONTA DE AGUA,36801,"Água, esgoto, reciclagem e gestão de resíduos"
1203201,PARCELAMENTO DE DIVIDA DE ENERGIA ELETRICA,35001,"Eletricidade, gás e outras utilidades"
1203301,TAXA DE CAIXA POSTAL DE CORREIO,52802,Correio e outros serviços de entrega
1203501,SEGURO CONTRA DANOS DE ELETRODOMESTICOS DA COMPANHIA ELETRICA,64801,"Intermediação financeira, seguros e previdência complementar"
1300101,AR CONDICIONADO (ALUGUEL),77001,Aluguéis não-imob. e gestão de ativos de propriedade intelectual
1300201,TELEFONE RESIDENCIAL (ALUGUEL),77001,Aluguéis não-imob. e gestão de ativos de propriedade intelectual
1300301,TELEVISAO (ALUGUEL),77001,Aluguéis não-imob. e gestão de ativos de propriedade intelectual
