0,1,2,3
Tradutor POF 2008-2009 - Consumo final das famílias/Contas Nacionais,,,
Produto POF,Descrição POF,Produto Contas Nacionais,Descrição Contas Nacionais
8401101,OLEO DE AMENDOA,20931,"Perfumaria, sabões e artigos de limpeza"
8401302,OLEO DE SEMENTE DE UVA,10932,Óleos e gorduras vegetais e animais
8401801,BANHA SUINA,10911,Carne de bovinos e outros prod. de carne
8401802,BANHA DE PORCO,10911,Carne de bovinos e outros prod. de carne
8402001,BANHA VEGETAL,10932,Óleos e gorduras vegetais e animais
8402101,GORDURA SUINA,10911,Carne de bovinos e outros prod. de carne
8402202,GORDURA VEGETAL,10932,Óleos e gorduras vegetais e animais
8402901,OLEO DE CANOLA,10932,Óleos e gorduras vegetais e animais
8403001,BANHA BOVINA,10911,Carne de bovinos e outros prod. de carne
8403101,BANHA NAO-ESPECIFICADA,10911,Carne de bovinos e outros prod. de carne
8403201,OLEO NAO-ESPECIFICADO,10932,Óleos e gorduras vegetais e animais
8403301,AZEITE MISTO DE SOJA E OLIVA,10932,Óleos e gorduras vegetais e animais
8403302,AZEITE MISTO DE OLIVA E SOJA,10932,Óleos e gorduras vegetais e animais
8403303,OLEO COMPOSTO DE SOJA E OLIVA,10932,Óleos e gorduras vegetais e animais
8403401,OLEO DE BANANA,10932,Óleos e gorduras vegetais e animais
8403501,OLEO DE DENDE,10932,Óleos e gorduras vegetais e animais
8403601,OLEO DE COCO NAO-ESPECIFICADO,10932,Óleos e gorduras vegetais e animais
8403701,OLEO DE BURITI,10932,Óleos e gorduras vegetais e animais
8403801,GORDURA HIDROGENADA,10932,Óleos e gorduras vegetais e animais
8403802,GORDURA PARA SORVETE,10932,Óleos e gorduras vegetais e animais
8403901,AZEITE DE COCO BABACU,10932,Óleos e gorduras vegetais e animais
8404001,AZEITE DE SOJA,10932,Óleos e gorduras vegetais e animais
8404101,AZEITE DE GIRASSOL,10932,Óleos e gorduras vegetais e animais
8404201,AZEITE DE MACAUBA,10932,Óleos e gorduras vegetais e animais
8404301,AZEITE DE MAMONA,10932,Óleos e gorduras vegetais e animais
8500101,REFEICAO PRONTA PARA VIAGEM,56001,Serviços  de alimentação
8500102,MARMITA PARA VIAGEM,56001,Serviços  de alimentação
8500103,QUENTINHA PARA VIAGEM,56001,Serviços  de alimentação
8500104,MARMITEX PARA VIAGEM,56001,Serviços  de alimentação
8500105,ALMOCO PARA VIAGEM,56001,Serviços  de alimentação
8500106,ALMOCO EM QUENTINHA PARA VIAGEM,56001,Serviços  de alimentação
8500107,JANTAR PARA VIAGEM,56001,Serviços  de alimentação
8500108,JANTAR EM QUENTINHA PARA VIAGEM,56001,Serviços  de alimentação
8500109,VIANDA PARA VIAGEM,56001,Serviços  de alimentação
8500201,SALGADINHO PARA VIAGEM,56001,Serviços  de alimentação
8500202,PASTEL PARA VIAGEM,56001,Serviços  de alimentação
8500203,CROQUETE PARA VIAGEM,56001,Serviços  de alimentação
8500204,"BOLINHO SALGADO DE CARNE, CAMARAO, ETC. PARA VIAGEM",56001,Serviços  de alimentação
8500205,COXINHA PARA VIAGEM,56001,Serviços  de alimentação
8500206,EMPADA PARA VIAGEM,56001,Serviços  de alimentação
8500207,RIZOLE PARA VIAGEM,56001,Serviços  de alimentação
8500208,PIZZA EM PEDACO PARA VIAGEM,56001,Serviços  de alimentação
8500209,ACARAJE PARA VIAGEM,56001,Serviços  de alimentação
8500210,TORRESMO PARA VIAGEM,56001,Serviços  de alimentação
8500211,QUIBE PARA VIAGEM,56001,Serviços  de alimentação
8500212,ABARA PARA VIAGEM,56001,Serviços  de alimentação
8500213,PACOCA DE CARNE DE SOL PARA VIAGEM,56001,Serviços  de alimentação
8500214,POLENTA FRITA PARA VIAGEM,56001,Serviços  de alimentação
8500216,MACAXEIRA FRITA PARA VIAGEM,56001,Serviços  de alimentação
8500218,POLENTA PARA VIAGEM,56001,Serviços  de alimentação
8500219,"BOLINHO DE CARNE, CAMARAO, ETC. PARA VIAGEM",56001,Serviços  de alimentação
8500222,ESFIRRA PARA VIAGEM,56001,Serviços  de alimentação
8500223,ESFIRRA DE CARNE PARA VIAGEM,56001,Serviços  de alimentação
8500224,ESFIRRA DE QUEIJO PARA VIAGEM,56001,Serviços  de alimentação
8500225,ESFIRRA DE RICOTA PARA VIAGEM,56001,Serviços  de alimentação
8500226,ESFIRRA DE FRANGO PARA VIAGEM,56001,Serviços  de alimentação
8500227,ENROLADINHO PARA VIAGEM,56001,Serviços  de alimentação
8500228,BOLINHO DE AIPIM PARA VIAGEM,56001,Serviços  de alimentação
8500229,EMPADINHA PARA VIAGEM,56001,Serviços  de alimentação
8500230,FOGACCIA DE PRESUNTO E QUEIJO PARA VIAGEM,56001,Serviços  de alimentação
8500231,CASQUINHA DE SIRI,56001,Serviços  de alimentação
8500232,BOLINHO DE BACALHAU PARA VIAGEM,56001,Serviços  de alimentação
8500301,SANDUICHE PARA VIAGEM,56001,Serviços  de alimentação
8500302,CACHORRO QUENTE PARA VIAGEM,56001,Serviços  de alimentação
8500303,HAMBURGUER PARA VIAGEM,56001,Serviços  de alimentação
8500304,CHEESBURGUER PARA VIAGEM,56001,Serviços  de alimentação
8500305,EGGSBURGUER PARA VIAGEM,56001,Serviços  de alimentação
8500306,MISTO-QUENTE OU FRIO PARA VIAGEM,56001,Serviços  de alimentação
8500307,BAURU PARA VIAGEM,56001,Serviços  de alimentação
8500308,AMERICANO PARA VIAGEM,56001,Serviços  de alimentação
8500309,"TORRADA COM QUEIJO, PRESUNTO, OVO, ETC. PARA VIAGEM",56001,Serviços  de alimentação
8500312,MISTO-FRIO PARA VIAGEM,56001,Serviços  de alimentação
8500313,MISTO QUENTE OU FRIO PARA VIAGEM,56001,Serviços  de alimentação
8500314,MISTO FRIO OU FRIO PARA VIAGEM,56001,Serviços  de alimentação
8500315,SANDUICHE DE QUEIJO PRATO PARA VIAGEM,56001,Serviços  de alimentação
8500316,SANDUICHE DE SALAME PARA VIAGEM,56001,Serviços  de alimentação
8500317,SANDUICHE DE PRESUNTO PARA VIAGEM,56001,Serviços  de alimentação
8500318,SANDUICHE DE QUEIJO PRATO COM PRESUNTO PARA VIAGEM,56001,Serviços  de alimentação
8500319,SANDUICHE DE MORTADELA PARA VIAGEM,56001,Serviços  de alimentação
8500320,SANDUICHE DE QUEIJO MINAS PARA VIAGEM,56001,Serviços  de alimentação
8500322,CHEESE TUDO PARA VIAGEM,56001,Serviços  de alimentação
8500323,SANDUICHE NATURAL,56001,Serviços  de alimentação
8500324,CHEESE CREAM,56001,Serviços  de alimentação
8500325,CHEESE DE FILE,56001,Serviços  de alimentação
8500326,CHEESE SALADA,56001,Serviços  de alimentação
8500327,X SALADA,56001,Serviços  de alimentação
8500401,SUCO PARA VIAGEM,56001,Serviços  de alimentação
8500402,SUCO DE ABACAXI PARA VIAGEM,56001,Serviços  de alimentação
8500403,SUCO DE ACEROLA PARA VIAGEM,56001,Serviços  de alimentação
8500404,SUCO DE BETERRABA PARA VIAGEM,56001,Serviços  de alimentação
8500405,SUCO DE CUPUACU PARA VIAGEM,56001,Serviços  de alimentação
8500406,SUCO DE GOIABA PARA VIAGEM,56001,Serviços  de alimentação
8500407,SUCO DE LARANJA PARA VIAGEM,56001,Serviços  de alimentação
8500408,SUCO DE LARANJA COM BANANA PARA VIAGEM,56001,Serviços  de alimentação
8500410,SUCO DE LARANJA E CENOURA PARA VIAGEM,56001,Serviços  de alimentação
8500411,SUCO DE LARANJA CENOURA E BETERRABA PARA VIAGEM,56001,Serviços  de alimentação
8500412,SUCO DE MAMAO PARA VIAGEM,56001,Serviços  de alimentação
8500413,SUCO DE MANGA PARA VIAGEM,56001,Serviços  de alimentação
8500414,SUCO DE MARACUJA PARA VIAGEM,56001,Serviços  de alimentação
8500416,SUCO DE MORANGO PARA VIAGEM,56001,Serviços  de alimentação
8500417,SUCO DE PESSEGO PARA VIAGEM,56001,Serviços  de alimentação
8500418,SUCO DE PESSEGO EM CALDA PARA VIAGEM,56001,Serviços  de alimentação
8500419,SUCO DE MACA PARA VIAGEM,56001,Serviços  de alimentação
8500501,VITAMINA PARA VIAGEM,56001,Serviços  de alimentação
8500502,VITAMINA DE FRUTAS OU VEGETAIS PARA VIAGEM,56001,Serviços  de alimentação
8500503,VITAMINA DE BANANA PARA VIAGEM,56001,Serviços  de alimentação
8500506,VITAMINA DE ABACATE PARA VIAGEM,56001,Serviços  de alimentação
8500508,VITAMINA MISTA PARA VIAGEM,56001,Serviços  de alimentação
8500509,VITAMINA DE MACA PARA VIAGEM,56001,Serviços  de alimentação
8500601,REFRESCO PARA VIAGEM,56001,Serviços  de alimentação
8500604,REFRESCO DE LARANJA PARA VIAGEM,56001,Serviços  de alimentação
8500606,REFRESCO DE LIMAO PARA VIAGEM,56001,Serviços  de alimentação
8500701,ALIMENTO PRONTO CONGELADO PARA VIAGEM,56001,Serviços  de alimentação
8500703,MANDIOCA CONGELADA PARA VIAGEM,56001,Serviços  de alimentação
8500704,AIPIM CONGELADO PARA VIAGEM,56001,Serviços  de alimentação
8500801,"SALADA OU VERDURA COZIDA, EXCETO DE FRUTA PARA VIAGEM",56001,Serviços  de alimentação
8500802,SALADA DE MAIONESE PARA VIAGEM,56001,Serviços  de alimentação
8500804,BERINJELA A MILANESA PARA VIAGEM,56001,Serviços  de alimentação
8500805,MANDIOCA COZIDA PARA VIAGEM,56001,Serviços  de alimentação
8500806,VERDURA FRITA PARA VIAGEM,56001,Serviços  de alimentação
8500807,CARA COZIDO PARA VIAGEM,56001,Serviços  de alimentação
8500901,MASSA PRONTA PARA VIAGEM,56001,Serviços  de alimentação
8500902,"PIZZA, NHOQUE, CANELONI, CAPELETI, FETUTINE, RAVIOLE PARA VIAGEM",56001,Serviços  de alimentação
8500903,PIZZA PRONTA PARA VIAGEM,56001,Serviços  de alimentação
8500904,LAZANHA PRONTA PARA VIAGEM,56001,Serviços  de alimentação
8500905,NHOQUE PRONTO PARA VIAGEM,56001,Serviços  de alimentação
8500907,CAPELETI PRONTO PARA VIAGEM,56001,Serviços  de alimentação
8500908,FETUTINE PRONTO PARA VIAGEM,56001,Serviços  de alimentação
8500909,RAVIOLI PRONTO PARA VIAGEM,56001,Serviços  de alimentação
8500910,CALZONE PRONTO PARA VIAGEM,56001,Serviços  de alimentação
8500911,MASSA CASEIRA PRONTA PARA VIAGEM,56001,Serviços  de alimentação
8500912,MACARRAO PRONTO PARA VIAGEM,56001,Serviços  de alimentação
8500913,PANQUECA PRONTA PARA VIAGEM,56001,Serviços  de alimentação
8500914,PIZZA CALABREZA PARA VIAGEM,56001,Serviços  de alimentação
8500915,PIZZA MUZZARELA PARA VIAGEM,56001,Serviços  de alimentação
8500916,PIZZA PRESUNTO PARA VIAGEM,56001,Serviços  de alimentação
8500917,PIZZA PORTUGUESA,56001,Serviços  de alimentação
8500918,MACARRAO COM MOLHO PARA VIAGEM,56001,Serviços  de alimentação
8500919,MACARRONADA COM QUEIJO,56001,Serviços  de alimentação
8500920,PIZZA PARA VIAGEM,56001,Serviços  de alimentação
8501001,FRANGO ASSADO OU DEFUMADO PARA VIAGEM,56001,Serviços  de alimentação
8501002,GALINHA ASSADA OU DEFUMADA PARA VIAGEM,56001,Serviços  de alimentação
8501003,GALETO ASSADO OU DEFUMADO PARA VIAGEM,56001,Serviços  de alimentação
8501004,GALETO PARA VIAGEM,56001,Serviços  de alimentação
8501005,FRANGO A PASSARINHO PARA VIAGEM,56001,Serviços  de alimentação
8501006,FRANGO DEFUMADO PARA VIAGEM,56001,Serviços  de alimentação
8501007,GALINHA DEFUMADA PARA VIAGEM,56001,Serviços  de alimentação
8501008,GALETO DEFUMADO PARA VIAGEM,56001,Serviços  de alimentação
8501009,ESPETINHO DE FRANGO PARA VIAGEM,56001,Serviços  de alimentação
8501010,COXA E SOBRECOXA DE FRANGO ASSADO PARA VIAGEM,56001,Serviços  de alimentação
8501011,FRANGO ASSADO PARA VIAGEM,56001,Serviços  de alimentação
8501012,CHURRASQUINHO DE FRANGO PARA VIAGEM,56001,Serviços  de alimentação
8501013,FRANGO FRITO PARA VIAGEM,56001,Serviços  de alimentação
8501014,CHURRASCO DE FRANGO PARA VIAGEM,56001,Serviços  de alimentação
8501101,CARNE ASSADA OU BIFE PREPARADO PARA VIAGEM,56001,Serviços  de alimentação
8501102,ESPETINHO DE CARNE PARA VIAGEM,56001,Serviços  de alimentação
8501103,CHURRASQUINHO PARA VIAGEM,56001,Serviços  de alimentação
8501104,COSTELA ASSADA PARA VIAGEM,56001,Serviços  de alimentação
8501105,BIFE PREPARADO PARA VIAGEM,56001,Serviços  de alimentação
8501106,CARNE COZIDA PARA VIAGEM,56001,Serviços  de alimentação
8501107,CARNE DE SOL PREPARADA PARA VIAGEM,56001,Serviços  de alimentação
8501108,BIFE A MILANEZA PARA VIAGEM,56001,Serviços  de alimentação
8501109,CARNE ASSADA PARA VIAGEM,56001,Serviços  de alimentação
8501201,PIPOCA PARA VIAGEM,56001,Serviços  de alimentação
8501202,PIPOCA DOCE OU SALGADA PARA VIAGEM,56001,Serviços  de alimentação
8501203,PIPOCA SALGADA PARA VIAGEM,56001,Serviços  de alimentação
8501204,PIPOCA DE MILHO INDUSTRIALIZADA PARA VIAGEM,56001,Serviços  de alimentação
8501301,CAFE PREPARADO PURO OU COM LEITE PARA VIAGEM,56001,Serviços  de alimentação
8501302,CAFE PREPARADO PURO PARA VIAGEM,56001,Serviços  de alimentação
8501303,CAFE COM LEITE PREPARADO PARA VIAGEM,56001,Serviços  de alimentação
8501304,CAFE TIPO EXPRESSO PARA VIAGEM,56001,Serviços  de alimentação
8501305,CAFE TIPO CAPUCCINO PARA VIAGEM,56001,Serviços  de alimentação
8501401,MILHO VERDE COZIDO PARA VIAGEM,56001,Serviços  de alimentação
8501402,MILHO COZIDO OU ASSADO PARA VIAGEM,56001,Serviços  de alimentação
8501403,MILHO ASSADO PARA VIAGEM,56001,Serviços  de alimentação
8501501,BATATA FRITA PARA VIAGEM,56001,Serviços  de alimentação
8501502,BATATA PALITO PARA VIAGEM,56001,Serviços  de alimentação
8501503,BATATA PALHA PARA VIAGEM,56001,Serviços  de alimentação
8501601,BOLINHO DOCE DE AMENDOIM PARA VIAGEM,56001,Serviços  de alimentação
8501701,PERNIL SUINO ASSADO PARA VIAGEM,56001,Serviços  de alimentação
8501801,PEIXE FRITO PARA VIAGEM,56001,Serviços  de alimentação
8501802,PEIXE ASSADO PARA VIAGEM,56001,Serviços  de alimentação
8501803,PEIXE COZIDO PARA VIAGEM,56001,Serviços  de alimentação
8501901,MUNGUZA PARA VIAGEM,56001,Serviços  de alimentação
8501902,MUNGUNZA PARA VIAGEM,56001,Serviços  de alimentação
8501903,MUNGUNZA PRE-COZIDO PARA VIAGEM,56001,Serviços  de alimentação
8501904,CURAU PARA VIAGEM,56001,Serviços  de alimentação
8501905,MUNGUZA PRE-COZIDO PARA VIAGEM,56001,Serviços  de alimentação
8502001,BOLINHO NAO-ESPECIFICADO PARA VIAGEM,56001,Serviços  de alimentação
8502101,CAMARAO COZIDO PARA VIAGEM,56001,Serviços  de alimentação
8502201,FAROFA PARA VIAGEM,56001,Serviços  de alimentação
8502301,MINGAU PARA VIAGEM,56001,Serviços  de alimentação
8502401,TACACA PARA VIAGEM,56001,Serviços  de alimentação
8502501,BOLINHO DE COCO,56001,Serviços  de alimentação
8502602,PERU COZIDO PARA VIAGEM,56001,Serviços  de alimentação
8502603,PERU DEFUMADO PARA VIAGEM,56001,Serviços  de alimentação
8502701,RISOTO PARA VIAGEM,56001,Serviços  de alimentação
8502801,VATAPA PARA VIAGEM,56001,Serviços  de alimentação
8502901,FAROFA PRONTA EM PACOTE PARA VIAGEM,56001,Serviços  de alimentação
8503001,CARPACCIO PARA VIAGEM,56001,Serviços  de alimentação
8503002,CARPACCIO CONGELADO PARA VIAGEM,56001,Serviços  de alimentação
8503101,BATATA CONGELADA PARA VIAGEM,56001,Serviços  de alimentação
8503102,BATATA COZIDA PARA VIAGEM,56001,Serviços  de alimentação
8503103,BATATA A VACUO PARA VIAGEM,56001,Serviços  de alimentação
8503104,BATATA CONGELADA PARA FRITAR,56001,Serviços  de alimentação
8503201,CALDO PARA VIAGEM,56001,Serviços  de alimentação
8503202,CALDO DE CARNE PARA VIAGEM,56001,Serviços  de alimentação
8503203,CALDO DE FEIJAO PARA VIAGEM,56001,Serviços  de alimentação
8503206,CALDO DE FEIJOADA PARA VIAGEM,56001,Serviços  de alimentação
8503207,CALDO DE FRANGO PARA VIAGEM,56001,Serviços  de alimentação
8503301,BOLINHO DE POLVILHO PARA VIAGEM,56001,Serviços  de alimentação
8503501,BAIAO DE DOIS PARA VIAGEM,56001,Serviços  de alimentação
8503601,LANCHE PARA VIAGEM,56001,Serviços  de alimentação
8503702,CHESTER DEFUMADO PARA VIAGEM,56001,Serviços  de alimentação
8503801,CHURRASCO PARA VIAGEM,56001,Serviços  de alimentação
8503901,BOLINHO DOCE PARA VIAGEM,56001,Serviços  de alimentação
8504001,BOLINHO DE ARROZ PARA VIAGEM,56001,Serviços  de alimentação
8504101,BOLINHO DE COCO PARA VIAGEM,56001,Serviços  de alimentação
8504201,SUSHI PARA VIAGEM,56001,Serviços  de alimentação
8504202,SUSHI PRONTO PARA VIAGEM,56001,Serviços  de alimentação
8504301,BOLINHO DE TAPIOCA PARA VIAGEM,56001,Serviços  de alimentação
8504401,SALADA DE FRUTAS PARA VIAGEM,56001,Serviços  de alimentação
8504501,SOPA PARA VIAGEM,56001,Serviços  de alimentação
8504601,SALGADINHO SEMIPRONTO PARA VIAGEM,56001,Serviços  de alimentação
8504701,SALSICHAO PARA VIAGEM,56001,Serviços  de alimentação
8504702,SALSICHAO ASSADO PARA VIAGEM,56001,Serviços  de alimentação
8504801,SALPICAO PARA VIAGEM,56001,Serviços  de alimentação
8504901,ROSCA NAO-ESPECIFICADA PARA VIAGEM,56001,Serviços  de alimentação
8505001,ARROZ PRONTO PARA VIAGEM,56001,Serviços  de alimentação
8505002,ARROZ COZIDO PARA VIAGEM,56001,Serviços  de alimentação
8505003,ARROZ COLORIDO PARA VIAGEM,56001,Serviços  de alimentação
8505101,CANJICA PARA VIAGEM,56001,Serviços  de alimentação
8505201,CHARUTO DE REPOLHO PARA VIAGEM,56001,Serviços  de alimentação
8505301,SALGADINHO DE PELE (PACOTE) PARA VIAGEM,56001,Serviços  de alimentação
8505401,ARROZ A GREGA PARA VIAGEM,56001,Serviços  de alimentação
8505501,ARRUMADINHO PARA VIAGEM,56001,Serviços  de alimentação
8505701,"CARURU PARA VIAGEM (QUIABO, AMENDOIM, CASTANHA DE CAJU, CAMARAO SECO, ETC.)",56001,Serviços  de alimentação
8505901,EMPADAO PARA VIAGEM,56001,Serviços  de alimentação
8506001,FAROFA DE BANANA PARA VIAGEM,56001,Serviços  de alimentação
8506101,FEIJAO TROPEIRO PARA VIAGEM,56001,Serviços  de alimentação
8506201,GALINHA COM ARROZ PARA VIAGEM,56001,Serviços  de alimentação
8506301,GALINHADA PARA VIAGEM,56001,Serviços  de alimentação
8506401,MOQUECA BAIANA PARA VIAGEM,56001,Serviços  de alimentação
8506601,PIRAO PARA VIAGEM,56001,Serviços  de alimentação
8506701,QUIBEBE PARA VIAGEM,56001,Serviços  de alimentação
8506801,QUICHE PARA VIAGEM,56001,Serviços  de alimentação
8506901,SUFLE PARA VIAGEM,56001,Serviços  de alimentação
8507201,MANICOBA PARA VIAGEM,56001,Serviços  de alimentação
8507601,CHOCOLATE PARA VIAGEM,56001,Serviços  de alimentação
8507801,ACAI COM GRANOLA VIAGEM,56001,Serviços  de alimentação
8507901,SUCO ORGANICO PARA VIAGEM,56001,Serviços  de alimentação
8507902,SUCO DE ABACAXI ORGANICO PARA VIAGEM,56001,Serviços  de alimentação
8507903,SUCO DE ACEROLA ORGANICO PARA VIAGEM,56001,Serviços  de alimentação
8507904,SUCO DE BETERRABA ORGANICO PARA VIAGEM,56001,Serviços  de alimentação
8507905,SUCO DE CUPUACU ORGANICO PARA VIAGEM,56001,Serviços  de alimentação
8507906,SUCO DE GOIABA ORGANICO PARA VIAGEM,56001,Serviços  de alimentação
8507907,SUCO DE LARANJA ORGANICO PARA VIAGEM,56001,Serviços  de alimentação
8507908,SUCO DE LARANJA COM BANANA ORGANICO PARA VIAGEM,56001,Serviços  de alimentação
8507911,SUCO DE LARANJA CENOURA E BETERRABA ORGANICO PARA VIAGEM,56001,Serviços  de alimentação
8507913,SUCO DE MANGA ORGANICO PARA VIAGEM,56001,Serviços  de alimentação
8507914,SUCO DE MARACUJA ORGANICO PARA VIAGEM,56001,Serviços  de alimentação
8507917,SUCO DE PESSEGO ORGANICO PARA VIAGEM,56001,Serviços  de alimentação
8508002,"PIZZA, NHOQUE, CANELONI, CAPELETI, FETUTINE, RAVIOLE LIGHT PARA VIAGEM",56001,Serviços  de alimentação
8508003,PIZZA PRONTA LIGHT PARA VIAGEM,56001,Serviços  de alimentação
8508004,LAZANHA PRONTA LIGHT PARA VIAGEM,56001,Serviços  de alimentação
8508014,PIZZA CALABREZA LIGHT PARA VIAGEM,56001,Serviços  de alimentação
8508015,PIZZA MUZZARELA LIGHT PARA VIAGEM,56001,Serviços  de alimentação
8508016,PIZZA PRESUNTO LIGHT PARA VIAGEM,56001,Serviços  de alimentação
8508101,FAROFA PRONTA LIGHT EM PACOTE PARA VIAGEM,56001,Serviços  de alimentação
8508401,SALADA OU VERDURA CRUA (EXCETO DE FRUTA) PARA VIAGEM,56001,Serviços  de alimentação
8508402,SALADA DE FOLHAS (VERDURAS) PARA VIAGEM,56001,Serviços  de alimentação
8508403,SALADA DE LEGUMES PARA VIAGEM,56001,Serviços  de alimentação
8508501,ESPETINHO DE QUEIJO PARA VIAGEM,56001,Serviços  de alimentação
8508601,FEIJAO PREPARADO PARA VIAGEM,56001,Serviços  de alimentação
8508701,FEIJOADA PARA VIAGEM,56001,Serviços  de alimentação
8508801,LINGUICA ASSADA PARA VIAGEM,56001,Serviços  de alimentação
8509101,CANJA DE GALINHA PARA VIAGEM,56001,Serviços  de alimentação
8509201,YAKISSOBA PARA VIAGEM,56001,Serviços  de alimentação
8509301,RIZOTO PARA VIAGEM,56001,Serviços  de alimentação
8509401,FAMILIA FELIZ PARA VIAGEM (COMIDA JAPONESA),56001,Serviços  de alimentação
8509501,DOBRADINHA PARA VIAGEM,56001,Serviços  de alimentação
8509601,BATATA PALHA LIGTH PARA VIAGEM,56001,Serviços  de alimentação
8509701,CHA PREPARADO PARA VIAGEM,56001,Serviços  de alimentação
8509801,CAFE DA MANHA (VARIOS ALIMENTOS),56001,Serviços  de alimentação
8600101,AGUA SANITARIA,20931,"Perfumaria, sabões e artigos de limpeza"
8600102,CANDIDA,20931,"Perfumaria, sabões e artigos de limpeza"
8600103,Q-BOA,20931,"Perfumaria, sabões e artigos de limpeza"
8600201,ESPONJA DE LIMPEZA,25001,"Produtos de metal, excl. máquinas e equipamentos"
8600202,BOMBRIL,25001,"Produtos de metal, excl. máquinas e equipamentos"
8600203,LIXA DE LIMPEZA DE FOGAO,25001,"Produtos de metal, excl. máquinas e equipamentos"
8600204,ESPONJA DE ACO,25001,"Produtos de metal, excl. máquinas e equipamentos"
8600205,ESPONJA DE NYLON,25001,"Produtos de metal, excl. máquinas e equipamentos"
8600206,LA DE ACO,25001,"Produtos de metal, excl. máquinas e equipamentos"
8600207,BUCHA PARA LIMPEZA,31802,Produtos de industrias diversas
8600208,BUCHA DE LIMPEZA,31802,Produtos de industrias diversas
8600301,ESCOVA DE LIMPEZA,31802,Produtos de industrias diversas
8600303,LIXA DE FOGAO,31802,Produtos de industrias diversas
8600305,CONJUNTO DE ESCOVAS DE MAMADEIRA,31802,Produtos de industrias diversas
8600401,VASSOURA DE QUALQUER TIPO,31802,Produtos de industrias diversas
8600403,VASSOURA DE VASO SANITARIO,31802,Produtos de industrias diversas
8600404,ESCOVAO,31802,Produtos de industrias diversas
8600405,VASSOURINHA,31802,Produtos de industrias diversas
8600406,ESFREGAO,31802,Produtos de industrias diversas
8600407,CABO DE VASSOURA,31802,Produtos de industrias diversas
8600408,ESCOVA SANITARIA,31802,Produtos de industrias diversas
8600501,RODO,31802,Produtos de industrias diversas
8600503,REFIL PARA RODO,22001,Artigos de borracha
8600601,ESPANADOR,31802,Produtos de industrias diversas
8600701,FLANELA,13003,Art. têxteis de uso doméstico e outros têxteis
8600702,PANO DE PO,13003,Art. têxteis de uso doméstico e outros têxteis
8600703,PERFEX,13003,Art. têxteis de uso doméstico e outros têxteis
8600704,PANO DE LIMPEZA DESCARTAVEL,13003,Art. têxteis de uso doméstico e outros têxteis
8600705,PANO DE PIA,13003,Art. têxteis de uso doméstico e outros têxteis
8600801,PANO DE CHAO,13003,Art. têxteis de uso doméstico e outros têxteis
8600802,SACO DE LIMPEZA DE CHAO,13003,Art. têxteis de uso doméstico e outros têxteis
8600803,PANO DE SACO PARA LIMPEZA,22002,Artigos de plástico
8600901,LATA DE LIXO,22002,Artigos de plástico
8600903,LIXEIRA,22002,Artigos de plástico
8600904,CESTO DE LIXO,22002,Artigos de plástico
8600905,RECIPIENTE DE LIXO,22002,Artigos de plástico
8601001,PA DE LIXO,22002,Artigos de plástico
8601101,SACO DE LIXO DE QUALQUER MATERIAL,22002,Artigos de plástico
8601102,SACOLA DE LIXO,22002,Artigos de plástico
8601201,SACOLA DE COMPRA,17002,"Papel, papelão, embalagens e artefatos de papel"
8601202,BOLSA DE COMPRA,17002,"Papel, papelão, embalagens e artefatos de papel"
8601203,SACO DE COMPRA,17002,"Papel, papelão, embalagens e artefatos de papel"
8601301,EMBALAGEM PLASTIFICADA,22002,Artigos de plástico
8601302,ROLOPAC,22002,Artigos de plástico
8601303,MAGIPAC,22002,Artigos de plástico
8601304,SACO PLASTICO PARA EMBALAGEM,22002,Artigos de plástico
8601305,FILME PLASTICO,22002,Artigos de plástico
8601306,FILME PVC,22002,Artigos de plástico
8601401,DESINFETANTE,20931,"Perfumaria, sabões e artigos de limpeza"
8601402,CREOLINA,20931,"Perfumaria, sabões e artigos de limpeza"
8601403,PINHO SOL (DESINFETANTE),20931,"Perfumaria, sabões e artigos de limpeza"
8601501,SOLVENTE,20923,"Tintas, vernizes, esmaltes e lacas"
8601505,REMOVEDOR,20931,"Perfumaria, sabões e artigos de limpeza"
8601506,GLICERINA,20931,"Perfumaria, sabões e artigos de limpeza"
8601601,SODA CAUSTICA,20931,"Perfumaria, sabões e artigos de limpeza"
8601602,DIABO VERDE,20931,"Perfumaria, sabões e artigos de limpeza"
8601603,ACIDO MURIATICO,20911,Produtos químicos inorgânicos
8601701,ALCOOL PARA LIMPEZA,19921,Etanol e outros biocombustíveis
8601702,ALCOOL DE LIMPEZA,19921,Etanol e outros biocombustíveis
8601703,ALCOOL EM GEL,19921,Etanol e outros biocombustíveis
8601704,ALCOOL GEL,19921,Etanol e outros biocombustíveis
8601705,ALCOOL DE CEREAIS,19921,Etanol e outros biocombustíveis
8601706,ALCOOL HIDRATADO,19921,Etanol e outros biocombustíveis
8601801,DETERGENTE,20931,"Perfumaria, sabões e artigos de limpeza"
8601802,LAVA LOUCA,27002,Eletrodomésticos
8601803,REMOVEDOR DE LIMO,20931,"Perfumaria, sabões e artigos de limpeza"
8601804,DESENGORDURANTE,20931,"Perfumaria, sabões e artigos de limpeza"
8601805,REMOVEDOR DE GORDURA,20931,"Perfumaria, sabões e artigos de limpeza"
8601806,DETERGENTE EM PO,20931,"Perfumaria, sabões e artigos de limpeza"
8601807,DETERGENTE LIQUIDO,20931,"Perfumaria, sabões e artigos de limpeza"
8601901,SABAO LIQUIDO,20931,"Perfumaria, sabões e artigos de limpeza"
