8,801001,VIDRO (PEQUENOS REPAROS),.,8,,00205,800205,800205,8002,BANHEIRA,,801101,"MATERIAL HIDRAULICO (TORNEIRA, CANO, ETC) (PEQUENOS REPAROS)",,8011,11045,11041,11041
8,801101,"MATERIAL HIDRAULICO (TORNEIRA, CANO, ETC) (PEQUENOS REPAROS)",.,8,,00206,800206,800206,8002,PECA PARA SUPORTE DE PAPEL HIGIENICO,,801102,TORNEIRA (PEQUENOS REPAROS),,8011,11046,11042,11042
8,801102,TORNEIRA (PEQUENOS REPAROS),.,8,,00207,800207,800207,8002,SABONETEIRA (EXCETO DE PLASTICO),,801103,CANO (PEQUENOS REPAROS),,8011,11047,11043,11043
8,801103,CANO (PEQUENOS REPAROS),.,8,,00208,800208,800208,8002,PIA,,801201,MATERIAL PARA INSTALACAO ELETRICA (PEQUENOS REPAROS),,8012,11048,11044,11044
8,801201,MATERIAL PARA INSTALACAO ELETRICA (PEQUENOS REPAROS),.,8,,00301,800301,800301,8003,JANELA E PORTA,"TELHA (BARRO, AMIANTO, FIBRA, ALUMINIO, ETC.) (PEQUENOS REPAROS)",801202,FIO PARA INSTALACAO ELETRICA (PEQUENOS REPAROS),,8012,11049,11045,11045
8,801202,FIO PARA INSTALACAO ELETRICA (PEQUENOS REPAROS),.,8,,00302,800302,800302,8003,PORTA,TELHA DE BARRO (PEQUENOS REPAROS),801203,INTERRUPTOR (PEQUENOS REPAROS),,8012,11050,11046,11046
8,801203,INTERRUPTOR (PEQUENOS REPAROS),.,8,,00303,800303,800303,8003,JANELA,TELHA DE AMIANTO (PEQUENOS REPAROS),801204,TOMADA (PEQUENOS REPAROS),,8012,11051,11047,11047
8,801204,TOMADA (PEQUENOS REPAROS),.,8,,00401,800401,800401,8004,MADEIRA E TACO,CIMENTO (PEQUENOS REPAROS),801301,"FERRAGENS (FECHADURA, FERRO, ARAME, PREGO, ETC.) (PEQUENOS REPAROS)",,8013,11052,11048,11048
8,801301,"FERRAGENS (FECHADURA, FERRO, ARAME, PREGO, ETC.) (PEQUENOS REPAROS)",.,8,,00402,800402,800402,8004,TACO,CIMENTO BRANCO (PEQUENOS REPAROS),801302,FECHADURA (PEQUENOS REPAROS),,8013,11053,11049,11049
8,801302,FECHADURA (PEQUENOS REPAROS),.,8,,00403,800403,800403,8004,CAIBRO,CIMENTCOLA OU CIMENTOCOLA (PEQUENOS REPAROS),801303,FERRO (PEQUENOS REPAROS),,8013,11054,11050,11050
8,801303,FERRO (PEQUENOS REPAROS),.,8,,00404,800404,800404,8004,RIPA,,801304,ARAME (PEQUENOS REPAROS),,8013,11055,11051,11051
8,801304,ARAME (PEQUENOS REPAROS),.,8,,00405,800405,800405,8004,SARRAFO,,801305,PREGO (PEQUENOS REPAROS),,8013,11056,11052,11052
8,801305,PREGO (PEQUENOS REPAROS),.,8,,00406,800406,800406,8004,MADEIRA,,801306,RALO DE ESGOTAMENTO DE AGUA (PEQUENOS REPAROS),,8013,11057,11053,11053
8,801306,RALO DE ESGOTAMENTO DE AGUA (PEQUENOS REPAROS),.,8,,00501,800501,800501,8005,CIMENTO,"AREIA, TERRA, BARRO, SAIBRO, CASCALHO, ETC. (PEQUENOS REPAROS)",801307,TELA DE ARAME (PEQUENOS REPAROS),,8013,11058,11054,11054
8,801307,TELA DE ARAME (PEQUENOS REPAROS),.,8,,00502,800502,800502,8005,CIMENTO BRANCO,,801308,TRILHO METALICO (PEQUENOS REPAROS),,8013,11059,11055,11055
8,801308,TRILHO METALICO (PEQUENOS REPAROS),.,8,,00503,800503,800503,8005,CIMENTCOLA OU CIMENTOCOLA,,801309,ROLAMENTO PARA PORTA (PEQUENOS REPAROS),,8013,11060,11056,11056
8,801309,ROLAMENTO PARA PORTA (PEQUENOS REPAROS),.,8,,00601,800601,800601,8006,TIJOLO,"PEDRAS (BRITADA, MARROADA, PARALELEPIPEDO, ETC.) (PEQUENOS REPAROS)",801310,ROLDANA,,8013,11061,11057,11057
8,801310,ROLDANA,.,8,,00602,800602,800602,8006,BLOCO DE CERAMICA,,801401,COLA (PEQUENOS REPAROS),,8014,11062,11058,11058
8,801401,COLA (PEQUENOS REPAROS),.,8,,00701,800701,800701,8007,VIDRO,MASSA CORRIDA PARA PAREDE (PEQUENOS REPAROS),801402,COLA DE MADEIRA (PEQUENOS REPAROS),,8014,11063,11059,11059
8,801402,COLA DE MADEIRA (PEQUENOS REPAROS),.,8,,00801,800801,800801,8008,TINTA,TINTA (PEQUENOS REPAROS),801403,COLA SUPER BOND (PEQUENOS REPAROS),,8014,11064,11060,11060
8,801403,COLA SUPER BOND (PEQUENOS REPAROS),.,8,,00802,800802,800802,8008,VERNIZ,VERNIZ (PEQUENOS REPAROS),801404,DUREPOX (PEQUENOS REPAROS),,8014,11065,11061,11061
8,801404,DUREPOX (PEQUENOS REPAROS),.,8,,00901,800901,800901,8009,MATERIAL DE PINTURA EM GERAL,CAL (PEQUENOS REPAROS),801405,COLA DE SAPATEIRO (PEQUENOS REPAROS),,8014,11066,11062,11062
8,801405,COLA DE SAPATEIRO (PEQUENOS REPAROS),.,8,,00902,800902,800902,8009,MASSA CORRIDA PARA PAREDE,CAL VIRGEM (PEQUENOS REPAROS),801406,EPOX (COLA) (PEQUENOS REPAROS),,8014,11067,11063,11063
8,801406,EPOX (COLA) (PEQUENOS REPAROS),.,8,,00903,800903,800903,8009,CAL,,801501,CAIXA DE DESCARGA (PEQUENOS REPAROS),,8015,11069,11064,11064
8,801501,CAIXA DE DESCARGA (PEQUENOS REPAROS),.,8,,00904,800904,800904,8009,CAL VIRGEM,,801601,"MADEIRA, TACO, CAIBRO, RIPA, ETC. (PEQUENOS REPAROS)",,8016,11070,11065,11065
8,801601,"MADEIRA, TACO, CAIBRO, RIPA, ETC. (PEQUENOS REPAROS)",.,8,,00905,800905,800905,8009,ROLO DE PINTURA,,801602,MADEIRA (PEQUENOS REPAROS),,8016,11071,11066,11066
8,801602,MADEIRA (PEQUENOS REPAROS),.,8,,00906,800906,800906,8009,LIXA DE MADEIRA,,801603,TACO (PEQUENOS REPAROS),,8016,11072,11067,11067
8,801603,TACO (PEQUENOS REPAROS),.,8,,01001,801001,801001,8010,"TORNEIRA, CANO E MATERIAL HIDRAULICO EM GERAL",VIDRO (PEQUENOS REPAROS),801604,CAIBRO (PEQUENOS REPAROS),,8016,11073,11068,
8,801604,CAIBRO (PEQUENOS REPAROS),.,8,,01002,801002,801002,8010,CANO,,801605,RIPA (PEQUENOS REPAROS),,8016,11074,11069,11069
8,801605,RIPA (PEQUENOS REPAROS),.,8,,01003,801003,801003,8010,MATERIAL HIDRAULICO,,801606,SARRAFO (PEQUENOS REPAROS),,8016,11075,11070,11070
8,801606,SARRAFO (PEQUENOS REPAROS),.,8,,01101,801101,801101,8011,"FERRAGENS (FECHADURA, FERRO, ARAME, PREGO, ETC.)","MATERIAL HIDRAULICO (TORNEIRA, CANO, ETC) (PEQUENOS REPAROS)",801701,"ARTIGOS DE JARDINAGEM (PLANTA, TERRA, SEMENTE, VASO, ETC.)",,8017,11076,11071,11071
8,801701,"ARTIGOS DE JARDINAGEM (PLANTA, TERRA, SEMENTE, VASO, ETC.)",.,8,,01102,801102,801102,8011,FECHADURA,TORNEIRA (PEQUENOS REPAROS),801702,PLANTA NATURAL,,8017,11077,11072,11072
8,801702,PLANTA NATURAL,.,8,,01103,801103,801103,8011,FERRO,CANO (PEQUENOS REPAROS),801703,TERRA VEGETAL,,8017,11078,11073,11073
8,801703,TERRA VEGETAL,.,8,,01104,801104,801104,8011,ARAME,,801704,SEMENTE,,8017,11079,11074,11074
8,801704,SEMENTE,.,8,,01105,801105,801105,8011,PREGO,,801705,VASO PARA PLANTA,,8017,11080,11075,11075
8,801705,VASO PARA PLANTA,.,8,,01106,801106,801106,8011,CADEADO,,801706,MUDA (PLANTA),,8017,11081,11076,11076
8,801706,MUDA (PLANTA),.,8,,01107,801107,801107,8011,RALO DE ESGOTAMENTO DE AGUA,,801707,XAXIM,,8017,11082,11077,11077
8,801707,XAXIM,.,8,,01108,801108,801108,8011,TELA DE ARAME,,801708,REGADOR PARA PLANTA,,8017,11083,11078,11078
8,801708,REGADOR PARA PLANTA,.,8,,01109,801109,801109,8011,TRILHO METALICO,,801801,PRODUTOS PARA PISCINA,,8018,11084,11079,11079
8,801801,PRODUTOS PARA PISCINA,.,8,,01110,801110,801110,8011,ROLAMENTO PARA PORTA,,801802,CLORO PARA PISCINA,,8018,11085,11080,11080
8,801802,CLORO PARA PISCINA,.,8,,01201,801201,801201,8012,FIO E MATERIAL ELETRICO EM GERAL,MATERIAL PARA INSTALACAO ELETRICA (PEQUENOS REPAROS),801803,SULFATO DE ALUMINIO PARA PISCINA,,8018,11086,11082,11082
8,801803,SULFATO DE ALUMINIO PARA PISCINA,.,8,,01202,801202,801202,8012,MATERIAL PARA INSTALACAO ELETRICA,FIO PARA INSTALACAO ELETRICA (PEQUENOS REPAROS),801901,CUPINICIDA,,8019,11087,11083,11083
8,801901,CUPINICIDA,.,8,,01203,801203,801203,8012,FIO PARA INSTALACAO ELETRICA,INTERRUPTOR (PEQUENOS REPAROS),801902,VENENO CONTRA CUPIM (CUPINICIDA),,8019,11088,11084,11084
8,801902,VENENO CONTRA CUPIM (CUPINICIDA),.,8,,01204,801204,801204,8012,FIO DE ANTENA,TOMADA (PEQUENOS REPAROS),802001,RATICIDA,,8020,11089,11085,11085
8,802001,RATICIDA,.,8,,01301,801301,801301,8013,"MAO-DE-OBRA (PEDREIRO, MARCENEIRO, ELETRICISTA, PINTOR, ETC.)","FERRAGENS (FECHADURA, FERRO, ARAME, PREGO, ETC.) (PEQUENOS REPAROS)",802002,VENENO PARA RATO,,8020,11999,11086,11086
8,802002,VENENO PARA RATO,.,8,,01302,801302,801302,8013,PEDREIRO,FECHADURA (PEQUENOS REPAROS),802003,CHUMBINHO MATA-RATOS,,8020,12001,11087,11087
8,802003,CHUMBINHO MATA-RATOS,.,8,,01303,801303,801303,8013,MARCENEIRO,FERRO (PEQUENOS REPAROS),802101,FUNGICIDA,,8021,12002,11088,11088
8,802101,FUNGICIDA,.,8,,01304,801304,801304,8013,ELETRICISTA,ARAME (PEQUENOS REPAROS),802201,BACTERICIDA,,8022,12003,11089,11089
8,802201,BACTERICIDA,.,8,,01305,801305,801305,8013,PINTOR,PREGO (PEQUENOS REPAROS),802301,"DEDETIZACAO, DESRATIZACAO, DESINSETIZACAO, ETC. (MANUTENCAO)",,8023,12004,11090,
8,802301,"DEDETIZACAO, DESRATIZACAO, DESINSETIZACAO, ETC. (MANUTENCAO)",.,8,,01306,801306,801306,8013,VIDRACEIRO,RALO DE ESGOTAMENTO DE AGUA (PEQUENOS REPAROS),802401,"MAO-DE-OBRA (PEDREIRO, MARCENEIRO, ELETRICISTA, PINTOR, ETC.) (PEQUENOS REPAROS)",,8024,12005,11091,
8,802401,"MAO-DE-OBRA (PEDREIRO, MARCENEIRO, ELETRICISTA, PINTOR, ETC.) (PEQUENOS REPAROS)",.,8,,01307,801307,801307,8013,MANUTENCAO DE CAIXA DE AGUA,TELA DE ARAME (PEQUENOS REPAROS),802402,PEDREIRO (PEQUENOS REPAROS),,8024,12006,11092,
8,802402,PEDREIRO (PEQUENOS REPAROS),.,8,,01308,801308,801308,8013,CONSERTO DE TOLDO,TRILHO METALICO (PEQUENOS REPAROS),802403,MARCENEIRO (PEQUENOS REPAROS),,8024,12007,11093,
