0,1,2,3,4,5
"Tradutor POF2002-2003 - Contas Nacionais, com produtos para consumo final das famílias",,,,,https://github.com/rodrigoesborges/pofesferas/blob/master/tradutores/Tradu_POF_2003xContas-rearrumado-na-mao.xls?raw=true
Cod Pof,Descrição pof,CodAdapt,Descrição Contas,Cod Contas 110,fonte
9202330,BISCOITO DE QUEIJO DOCE,1093,Outros produtos alimentares,030118,
9202331,BISCOITO BROA DE COCO,1093,Outros produtos alimentares,030118,
9202332,BISCOITO ROSCA DE COCO,1093,Outros produtos alimentares,030118,
9202333,BISCOITO LANCHE MIRABEL,1093,Outros produtos alimentares,030118,
9202334,BISCOITO WAFFER,1093,Outros produtos alimentares,030118,
9202335,LANCHE MIRABEL,1093,Outros produtos alimentares,030118,
9202336,WAFFER (BISCOITO),1093,Outros produtos alimentares,030118,
9202337,BISCOITO MARIA,1093,Outros produtos alimentares,030118,
9202338,BISCOITO RECHEADO,1093,Outros produtos alimentares,030118,
9202339,BISCOITO MIRABEL,1093,Outros produtos alimentares,030118,
9202340,BISCOITO DE LEITE,1093,Outros produtos alimentares,030118,
9202341,BOLACHA DOCE,1093,Outros produtos alimentares,030118,
9202342,BOLACHA COM LEITE,1093,Outros produtos alimentares,030118,
9202343,CROISSANT,1093,Outros produtos alimentares,030118,
9202344,MARIA MALUCA (BOLACHA DOCE),1093,Outros produtos alimentares,030118,
9202345,ALFAJORES (BISCOITO),1093,Outros produtos alimentares,030118,
9202346,BOLACHA RECHEADA,1093,Outros produtos alimentares,030118,
9202347,BISCOITO CROCANTE,1093,Outros produtos alimentares,030118,
9202348,BISCOITO CHAMPAGNE,1093,Outros produtos alimentares,030118,
9202349,BISCOITO CHAMPANHE,1093,Outros produtos alimentares,030118,
9202350,BISCOITO DE COCO DOCE,1093,Outros produtos alimentares,030118,
9202401,BISCOITO DE POLVILHO DOCE,1093,Outros produtos alimentares,030118,
9202402,BISCOITO DE POLVILHO SEQUILHO,1093,Outros produtos alimentares,030118,
9202403,BISCOITO QUEBRA QUEBRA,1093,Outros produtos alimentares,030118,
9202404,BISCOITO DE ARARUTA,1093,Outros produtos alimentares,030118,
9202406,SEQUILHO DE POLVILHO,1093,Outros produtos alimentares,030118,
9202407,BISCOITO DOCE DE POLVILHO,1093,Outros produtos alimentares,030118,
9202501,BOLO DE QUALQUER MARCA E SABOR,1093,Outros produtos alimentares,030118,
9202502,ROCAMBOLE,1093,Outros produtos alimentares,030118,
9202503,CUCA DE QUALQUER TIPO,1093,Outros produtos alimentares,030118,
9202504,FATIA DE BOLO DE QUALQUER SABOR,1093,Outros produtos alimentares,030118,
9202601,BOLO DE MILHO,1093,Outros produtos alimentares,030118,
9202602,BROA DE MILHO,1093,Outros produtos alimentares,030118,
9202603,BROINHA DE MILHO ADOCICADA,1093,Outros produtos alimentares,030118,
9202604,AMIDOMIL (BOLINHO),1093,Outros produtos alimentares,030118,
9202606,BROA DE FUBA,1093,Outros produtos alimentares,030118,
9202607,BROINHA DE FUBA,1093,Outros produtos alimentares,030118,
9202608,BOLINHO AMIDOMIL,1093,Outros produtos alimentares,030118,
9202609,GRUSTOLI (BOLINHO DOCE),1093,Outros produtos alimentares,030118,
9202701,BOLO DE AIPIM,1093,Outros produtos alimentares,030118,
9202702,BOLO DE TAPIOCA,1093,Outros produtos alimentares,030118,
9202703,BOLO DE MACAXEIRA,1093,Outros produtos alimentares,030118,
9202704,BOLO DE GOMA,1093,Outros produtos alimentares,030118,
9202705,BROA DE MANDIOCA,1093,Outros produtos alimentares,030118,
9202706,BROINHA DE MANDIOCA,1093,Outros produtos alimentares,030118,
9202707,BROA DE GOMA,1093,Outros produtos alimentares,030118,
9202801,BOLO DE BATATA DOCE,1093,Outros produtos alimentares,030118,
9202901,BOLO DE ARROZ,1093,Outros produtos alimentares,030118,
9203002,BROA DE CENTEIO,1093,Outros produtos alimentares,030118,
9203004,BROA PRETA,1093,Outros produtos alimentares,030118,
9203101,BOLO DE CARA,1093,Outros produtos alimentares,030118,
9203201,BOLO DE INHAME,1093,Outros produtos alimentares,030118,
9203301,MISTURAS INDUSTRIAIS DE PAES,1093,Farinha de trigo e derivados,030112,
9203302,MASSAS INDUSTRIAIS DE PAES,1093,Farinha de trigo e derivados,030112,
9203401,"MISTURAS INDUSTRIAIS DE BOLOS,TORTAS,BISCOITOS,ETC.",1093,Farinha de trigo e derivados,030112,
9203402,"MASSAS INDUSTRIAIS DE BOLOS,TORTAS,BISCOITOS,ETC.",1093,Farinha de trigo e derivados,030112,
9203403,MASSA FOLHADA,1093,Farinha de trigo e derivados,030112,
9203404,MASSA PARA BOLO,1093,Farinha de trigo e derivados,030112,
9203501,TORTAS DOCES DE QUALQUER SABOR,1093,Outros produtos alimentares,030118,
9203601,TORTAS SALGADAS DE QUALQUER SABOR,1093,Outros produtos alimentares,030118,
9203701,SONHO,1093,Outros produtos alimentares,030118,
9203702,FILHOS (BOLINHO DE FARINHA DE TRIGO E OVOS),1093,Outros produtos alimentares,030118,
9203801,BOLO DE CHOCOLATE,1093,Outros produtos alimentares,030118,
9203901,PAO BRIOCHE,1093,Outros produtos alimentares,030118,
9203902,BRIOCHE,1093,Outros produtos alimentares,030118,
9203903,PAO DE MASSA FOLHADA,1093,Outros produtos alimentares,030118,
9204001,BOLO DE LARANJA,1093,Outros produtos alimentares,030118,
9204101,BOLO DE COCO,1093,Outros produtos alimentares,030118,
9204201,BOLO DE CENOURA,1093,Outros produtos alimentares,030118,
9204301,PAO DE SOJA,1093,Outros produtos alimentares,030118,
9204302,PAO DE FORMA DE SOJA,1093,Outros produtos alimentares,030118,
9204401,"PAO DE CENOURA,ALHO,CEBOLA,TORRESMO,ETC.",1093,Outros produtos alimentares,030118,
9204402,PAO DE TORRESMO,1093,Outros produtos alimentares,030118,
9204403,PAO DE ALHO,1093,Outros produtos alimentares,030118,
9204404,PAO DE CEBOLA,1093,Outros produtos alimentares,030118,
9204501,BROA DE COCO,1093,Outros produtos alimentares,030118,
9204502,BROINHA DE COCO,1093,Outros produtos alimentares,030118,
9204601,BOLO DE TRIGO,1093,Outros produtos alimentares,030118,
9204701,BROA,1093,Outros produtos alimentares,030118,
9204801,BISCOITO DE COCO,1093,Outros produtos alimentares,030118,
9204802,BOLACHA DE COCO,1093,Outros produtos alimentares,030118,
9204901,BISCOITO CASEIRO,1093,Outros produtos alimentares,030118,
9204902,BOLACHA CASEIRA,1093,Outros produtos alimentares,030118,
9205001,BROINHA,1093,Outros produtos alimentares,030118,
9205101,CARNE SECA,1091,Abate e preparação de produtos de carne,030101,
9205102,CARNE DE CHARQUE,1091,Abate e preparação de produtos de carne,030101,
9205103,JABA,1091,Abate e preparação de produtos de carne,030101,
9205104,CHARQUE,1091,Abate e preparação de produtos de carne,030101,
9205105,CARNE DE SAL PRESA,1091,Abate e preparação de produtos de carne,030101,
9205106,CARNE DO SUL,1091,Abate e preparação de produtos de carne,030101,
9205107,CARNE DO SERTAO,1091,Abate e preparação de produtos de carne,030101,
9205201,CARNE DE SOL,1091,Abate e preparação de produtos de carne,030101,
9205301,CARNE DE BOI DEFUMADA,1091,Abate e preparação de produtos de carne,030101,
9205401,CARNE DE BOI SALGADA,1091,Abate e preparação de produtos de carne,030101,
9205402,FIGADO ALEMAO,1091,Abate e preparação de produtos de carne,030101,
9205501,CARNE DE HAMBURGUER,1091,Abate e preparação de produtos de carne,030101,
9205502,HAMBURGUER DE CARNE,1091,Abate e preparação de produtos de carne,030101,
9205503,HAMBURGUER DE FRANGO,1091,"Carne de aves fresca, refrigerada ou congelada",030103,
9205504,HAMBURGUER DE PERU,1091,"Carne de aves fresca, refrigerada ou congelada",030103,
9205505,HAMBURGUER NAO ESPECIFICADO,1091,Abate e preparação de produtos de carne,030101,
9205601,CARNE DE PORCO DEFUMADA,1091,Abate e preparação de produtos de carne,030101,
9205701,ORELHA DE PORCO DEFUMADA,1091,Abate e preparação de produtos de carne,030101,
9205801,LOMBO DE PORCO DEFUMADO,1091,Abate e preparação de produtos de carne,030101,
9205802,COPA DE PORCO DEFUMADA,1091,Abate e preparação de produtos de carne,030101,
9205901,COSTELA DE PORCO DEFUMADA,1091,Abate e preparação de produtos de carne,030101,
9206001,TOUCINHO DE PORCO DEFUMADO,1091,Abate e preparação de produtos de carne,030101,
9206002,BACON (VAREJO),1091,Abate e preparação de produtos de carne,030101,
9206003,TOUCINHO DEFUMADO,1091,Abate e preparação de produtos de carne,030101,
9206004,BACON (EMBALADO),1091,Abate e preparação de produtos de carne,030101,
9206005,BACON,1091,Abate e preparação de produtos de carne,030101,
9206006,BACON DEFUMADO,1091,Abate e preparação de produtos de carne,030101,
9206007,RETALHO DE BACON,1091,Abate e preparação de produtos de carne,030101,
9206101,BROA DE LEITE,1093,Outros produtos alimentares,030118,
9206202,PE DE PORCO DEFUMADO,1091,Abate e preparação de produtos de carne,030101,
9206301,CARNE DE PORCO SALGADA,1091,Abate e preparação de produtos de carne,030101,
9206401,ORELHA DE PORCO SALGADA,1091,Abate e preparação de produtos de carne,030101,
9206501,COSTELA DE PORCO SALGADA,1091,Abate e preparação de produtos de carne,030101,
9206601,LOMBO DE PORCO SALGADO,1091,Abate e preparação de produtos de carne,030101,
9206701,PE DE PORCO SALGADO,1091,Abate e preparação de produtos de carne,030101,
9206702,CHISPE SALGADO,1091,Abate e preparação de produtos de carne,030101,
9206801,RABO DE PORCO SALGADO,1091,Abate e preparação de produtos de carne,030101,
9206901,TOUCINHO DE PORCO SALGADO,1091,Abate e preparação de produtos de carne,030101,
9206902,TOUCINHO SALGADO,1091,Abate e preparação de produtos de carne,030101,
9207002,MIUDOS DE PORCO SALGADOS,1091,Abate e preparação de produtos de carne,030101,
9207101,SALSICHA (VAREJO),1091,Abate e preparação de produtos de carne,030101,
9207102,SALSICHA (PACOTE),1091,Abate e preparação de produtos de carne,030101,
9207103,SALSICHAO (VAREJO),1091,Abate e preparação de produtos de carne,030101,
9207104,SALSICHAO (PACOTE),1091,Abate e preparação de produtos de carne,030101,
9207201,LINGUICA (VAREJO),1091,Abate e preparação de produtos de carne,030101,
9207202,LINGUICA (PACOTE),1091,Abate e preparação de produtos de carne,030101,
9207203,LINGUICA PARA CHURRASCO,1091,Abate e preparação de produtos de carne,030101,
9207204,LINGUICA (NAO ESPECIFICADA),1091,Abate e preparação de produtos de carne,030101,
9207205,LINGUICA CALABREZA,1091,Abate e preparação de produtos de carne,030101,
9207206,LINGUICA DE BOI,1091,Abate e preparação de produtos de carne,030101,
9207207,LINGUICA DE FRANGO,1091,"Carne de aves fresca, refrigerada ou congelada",030103,
9207208,LINGUICA DE PORCO,1091,Abate e preparação de produtos de carne,030101,
9207209,LINGUICA DEFUMADA,1091,Abate e preparação de produtos de carne,030101,
9207210,LINGUICA MISTA,1091,Abate e preparação de produtos de carne,030101,
9207211,LINGUICA TOSCANA,1091,Abate e preparação de produtos de carne,030101,
9207301,"RETALHO PARA PIZZA (MISTURA DE PRESUNTO,MORTADELA,QUEIJO,ETC.)",1093,Outros produtos alimentares,030118,
9207302,QUEIJO E PRESUNTO (RETALHOS PARA PIZZA),1093,Outros produtos alimentares,030118,
9207303,PRESUNTO E QUEIJO (RETALHOS PARA PIZZA),1093,Outros produtos alimentares,030118,
9207401,CHOURICO,1091,Abate e preparação de produtos de carne,030101,
9207402,MORCELA,1091,Abate e preparação de produtos de carne,030101,
9207403,MORCILHA,1091,Abate e preparação de produtos de carne,030101,
9207404,QUEIJO DE PORCO (MORCELA),1091,Abate e preparação de produtos de carne,030101,
9207501,PAIO,1091,Abate e preparação de produtos de carne,030101,
9207601,MORTADELA,1091,Abate e preparação de produtos de carne,030101,
9207602,MORTADELA DE BOI,1091,Abate e preparação de produtos de carne,030101,
9207603,MORTADELA DE FRANGO,1091,"Carne de aves fresca, refrigerada ou congelada",030103,
9207604,MORTADELA DE PORCO,1091,Abate e preparação de produtos de carne,030101,
9207605,MORTADELA FATIADA (NAO ESPECIFICADA),1091,Abate e preparação de produtos de carne,030101,
9207606,RETALHO DE MORTADELA,1091,Abate e preparação de produtos de carne,030101,
9207607,MORTADELA BOLONHESA,1091,Abate e preparação de produtos de carne,030101,
9207608,MORTADELA DE CHESTER,1091,"Carne de aves fresca, refrigerada ou congelada",030103,
9207609,MORTADELA DE GALINHA,1091,"Carne de aves fresca, refrigerada ou congelada",030103,
9207610,MORTADELA DE PERU,1091,"Carne de aves fresca, refrigerada ou congelada",030103,
9207611,MORTADELA DEFUMADA,1091,Abate e preparação de produtos de carne,030101,
9207612,MORTADELA LIGHT,1091,Abate e preparação de produtos de carne,030101,
9207613,MORTADELA MISTA,1091,Abate e preparação de produtos de carne,030101,
9207701,SALAME,1091,Abate e preparação de produtos de carne,030101,
9207702,SALAMINHO,1091,Abate e preparação de produtos de carne,030101,
9207801,BLANQUET DE PERU,1091,"Carne de aves fresca, refrigerada ou congelada",030103,
9207901,PRESUNTO DE QUALQUER TIPO,1091,Abate e preparação de produtos de carne,030101,
9207902,APRESUNTADO,1091,Abate e preparação de produtos de carne,030101,
9207903,APRESUNTADO FATIADO,1091,Abate e preparação de produtos de carne,030101,
9207904,RETALHO DE APRESUNTADO,1091,Abate e preparação de produtos de carne,030101,
9207905,PRESUNTO DE PERU,1091,"Carne de aves fresca, refrigerada ou congelada",030103,
9207906,PRESUNTO DE FRANGO,1091,"Carne de aves fresca, refrigerada ou congelada",030103,
9207907,PRESUNTO BOVINO,1091,Abate e preparação de produtos de carne,030101,
9208001,BISCOITO NAO ESPECIFICADO,1093,Outros produtos alimentares,030118,
9208101,BISCOITO DE POLVILHO NAO ESPECIFICADO,1093,Outros produtos alimentares,030118,
9208201,PATE DE PRESUNTO EMBUTIDO,1091,Abate e preparação de produtos de carne,030101,
9208202,PASTA DE PRESUNTO EMBUTIDA,1091,Abate e preparação de produtos de carne,030101,
9208301,PATE DE CARNE EMBUTIDO,1091,Abate e preparação de produtos de carne,030101,
9208302,PASTA DE CARNE EMBUTIDA,1091,Abate e preparação de produtos de carne,030101,
9208401,PATE DE FIGADO EMBUTIDO,1091,Abate e preparação de produtos de carne,030101,
9208402,PASTA DE FIGADO EMBUTIDA,1091,Abate e preparação de produtos de carne,030101,
9208501,PATE DE GALINHA EMBUTIDO,1091,"Carne de aves fresca, refrigerada ou congelada",030103,
9208601,BOLACHA NAO ESPECIFICADA,1093,Outros produtos alimentares,030118,
9208701,PAO CARTEIRA NAO ESPECIFICADO,1093,Outros produtos alimentares,030118,
9208801,PAO DE FORMA NAO ESPECIFICADO,1093,Outros produtos alimentares,030118,
9208901,PURURUCA,1091,Abate e preparação de produtos de carne,030101,
9208902,PELE DE PORCO PREPARADA,1091,Abate e preparação de produtos de carne,030101,
9209001,PAO DE SANDUICHE NAO ESPECIFICADO,1093,Outros produtos alimentares,030118,
9209101,CARNE DE AVES DEFUMADA,1091,"Carne de aves fresca, refrigerada ou congelada",030103,
9209201,"MASSA DE QUIBE,CROQUETE,SALGADINHO DE PEIXE,ETC.",1091,Abate e preparação de produtos de carne,030101,
9209202,QUIBE (MASSA),1091,Abate e preparação de produtos de carne,030101,
9209203,CROQUETE (MASSA),1091,Abate e preparação de produtos de carne,030101,
9209204,SALGADINHO DE PEIXE (MASSA),1091,Pescado industrializado,030104,
9209301,CARNE SALGADAS DE FEIJOADA,1091,Abate e preparação de produtos de carne,030101,
9209302,MISTURA DE CARNES SALGADAS DE FEIJOADA,1091,Abate e preparação de produtos de carne,030101,
9209501,ALMONDEGA CONGELADA DE QUALQUER ANIMAL (CRUA),1091,Abate e preparação de produtos de carne,030101,
9209701,"ROSBIFE,BIFE A MILANEZA INDUSTRIALIZADO (SEMIPRONTO)",1091,Abate e preparação de produtos de carne,030101,
9209702,BIFE A MILANEZA INDUSTRIALIZADO (SEMIPRONTO),1091,Abate e preparação de produtos de carne,030101,
9209801,CARNE SALGADA DE OUTROS ANIMAIS,1091,Abate e preparação de produtos de carne,030101,
9209802,CARNE DE CAPIVARA SALGADA,1091,Abate e preparação de produtos de carne,030101,
9209804,CARNE DE BODE SALGADA,1091,Abate e preparação de produtos de carne,030101,
9209901,ORELHA DE GATO (DOCE),1093,Outros produtos alimentares,030118,
9209902,CAVAQUINHO,1091,Abate e preparação de produtos de carne,030101,
9210001,TORTA (NAO ESPECIFICADA),1093,Outros produtos alimentares,030118,
9210101,ROSCA NAO ESPECIFICADA,1093,Outros produtos alimentares,030118,
9210102,ROSQUINHA NAO ESPECIFICADA,1093,Outros produtos alimentares,030118,
9210201,ROSCA DE POLVILHO NAO ESPECIFICADA,1093,Outros produtos alimentares,030118,
9210202,ROSQUINHA DE POLVILHO NAO ESPECIFICADA,1093,Outros produtos alimentares,030118,
9210301,ROSCA DE TRIGO NAO ESPECIFICADA,1093,Outros produtos alimentares,030118,
9210401,RECHEIO PARA BOLO,1093,Outros produtos alimentares,030118,
9210501,CARNE SALGADA NAO ESPECIFICADA,1091,Abate e preparação de produtos de carne,030101,
9210601,CREPE,1093,Outros produtos alimentares,030118,
9210701,CASCA PARA TORTA,1093,Outros produtos alimentares,030118,
9210801,CARNE DE BOI EMPANADA,1091,Abate e preparação de produtos de carne,030101,
9210901,PAO BOLA,1093,Outros produtos alimentares,030118,
9211001,PATE (NAO ESPECIFICADO),1091,Abate e preparação de produtos de carne,030101,
9211101,PATE DE BERINGELA EM CONSERVA,1093,Outros produtos alimentares,030118,
9211201,PATE DE CEBOLA EM CONSERVA,1093,Outros produtos alimentares,030118,
9300101,REFRIGERANTE DE COLA,1100,Bebidas,030119,
9300102,COCA COLA,1100,Bebidas,030119,
9300103,REFRIGERANTE COCA COLA,1100,Bebidas,030119,
9300104,REFRIGERANTE PEPSI,1100,Bebidas,030119,
9300105,PEPSI,1100,Bebidas,030119,
9300106,PEPSI COLA,1100,Bebidas,030119,
9300107,REFRIGERANTE PEPSI COLA,1100,Bebidas,030119,
9300201,REFRIGERANTE DE LARANJA,1100,Bebidas,030119,
9300202,FANTA LARANJA,1100,Bebidas,030119,
9300203,REFRIGERANTE CRUSH,1100,Bebidas,030119,
9300207,REFRIGERANTE SUKITA,1100,Bebidas,030119,
9300208,SUKITA,1100,Bebidas,030119,
9300209,REFRIGERANTE POP LARANJA,1100,Bebidas,030119,
9300301,REFRIGERANTE DE GUARANA,1100,Bebidas,030119,
9300302,GUARANA,1100,Bebidas,030119,
9300304,FRATELLY VITA (REFRIGERANTE),1100,Bebidas,030119,
9300401,REFRIGERANTE DE LIMAO,1100,Bebidas,030119,
9300402,REFRIGERANTE SODA LIMONADA,1100,Bebidas,030119,
9300403,SODA LIMONADA,1100,Bebidas,030119,
9300404,LIMAO (REFRIGERANTE),1100,Bebidas,030119,
9300405,REFRIGERANTE LIMAO,1100,Bebidas,030119,
9300406,REFRIGERANTE SPRIT,1100,Bebidas,030119,
9300407,SPRIT (REFRIGERANTE),1100,Bebidas,030119,
9300408,REFRIGERANTE FANTA LIMAO,1100,Bebidas,030119,
9300501,REFRIGERANTE DE UVA,1100,Bebidas,030119,
9300502,REFRIGERANTE FANTA UVA,1100,Bebidas,030119,
9300503,REFRIGERANTE GRAPETE,1100,Bebidas,030119,
9300505,FANTA UVA,1100,Bebidas,030119,
9300506,FANTA MACA,1100,Bebidas,030119,
9300601,REFRIGERANTE MINEIRINHO,1100,Bebidas,030119,
9300602,MINEIRINHO,1100,Bebidas,030119,
9300902,MINUANO,1100,Bebidas,030119,
9301001,REFRIGERANTE AGUA MINERAL,1100,Bebidas,030119,
9301004,AGUA MINERAL,1100,Bebidas,030119,
9301005,AGUA,1100,Bebidas,030119,
9301006,AGUA COM GAS,1100,Bebidas,030119,
9301007,AGUA MINERAL COM GAS,1100,Bebidas,030119,
9301008,AGUA DOCE,1100,Bebidas,030119,
9301009,AGUA FLUORADA,1100,Bebidas,030119,
9301010,AGUA POTAVEL,1100,Bebidas,030119,
9301011,AGUA PURIFICADA,1100,Bebidas,030119,
9301101,REFRIGERANTE DE MATE,1100,Bebidas,030119,
9301102,REFRIGERANTE MATE COURO,1100,Bebidas,030119,
9301103,MATE COURO,1100,Bebidas,030119,
9301104,MATE,1100,Bebidas,030119,
9301105,MATE LIMAO,1100,Bebidas,030119,
9301106,MATE PESSEGO,1100,Bebidas,030119,
9301301,REFRIGERANTE JAO,1100,Bebidas,030119,
9301801,REFRIGERANTE TUBAINA,1100,Bebidas,030119,
9301802,TUBAINA,1100,Bebidas,030119,
9301901,REFRIGERANTE GASOSA,1100,Bebidas,030119,
9302001,CALDO DE CANA,1092,Produtos das usinas e do refino de açúcar,030115,
9302002,GARAPA,1092,Produtos das usinas e do refino de açúcar,030115,
9302101,AGUA DE COCO,1100,Bebidas,030119,
9302201,SUCO DE FRUTAS OU VEGETAIS (ENGARRAFADO),1093,"Conservas de frutas, legumes e outros vegetais",030105,
9302202,XAROPE DE FRUTAS OU VEGETAIS (ENGARRAFADO),1093,"Conservas de frutas, legumes e outros vegetais",030105,
9302301,REFRESCO DE FRUTAS (ENGARRAFADO),1100,Bebidas,030119,
9302401,SUCO DE FRUTAS OU VEGETAIS ARTIFICIAL (EM PO),1093,"Conservas de frutas, legumes e outros vegetais",030105,
9302402,Q-SUCO,1093,"Conservas de frutas, legumes e outros vegetais",030105,
9302403,Q-REFRESKO,1093,"Conservas de frutas, legumes e outros vegetais",030105,
9302404,CONCENTRADO DE REFRESCO (EM PO),1093,"Conservas de frutas, legumes e outros vegetais",030105,
9302405,REFRESCO DE FRUTAS ARTIFICIAL (EM PO),1093,"Conservas de frutas, legumes e outros vegetais",030105,
9302406,PO DE REFRESCO,1093,"Conservas de frutas, legumes e outros vegetais",030105,
9302407,REFRESCO ADOCYL (EM PO),1093,"Conservas de frutas, legumes e outros vegetais",030105,
9302408,REFRESCO DE FRUTAS (ENCARTONADO),1093,"Conservas de frutas, legumes e outros vegetais",030105,
9302501,CAFE MOIDO,1093,Café torrado e moído,030116,
9302601,CAFE SOLUVEL,1093,Café solúvel,030117,
9302602,NESCAFE,1093,Café solúvel,030117,
9302603,CAFE COM LEITE SOLUVEL,1093,Outros produtos alimentares,030118,
9302701,CHA PRETO,1093,Outros produtos alimentares,030118,
9302702,CHA DA INDIA,1093,Outros produtos alimentares,030118,
9302801,CHA MATE,1093,Outros produtos alimentares,030118,
9302802,MATE (CHA),1093,Outros produtos alimentares,030118,
9302803,ERVA MATE,1093,Outros produtos alimentares,030118,
9302804,CHIMARRAO,1093,Outros produtos alimentares,030118,
9302901,ERVA DOCE (CHA),1093,Outros produtos alimentares,030118,
9302902,CHA DE ERVA DOCE,1093,Outros produtos alimentares,030118,
9302903,ANIZ (CHA),1093,Outros produtos alimentares,030118,
9303001,HORTELA (CHA),1093,Outros produtos alimentares,030118,
9303002,CHA DE HORTELA,1093,Outros produtos alimentares,030118,
9303101,CANELA (CHA),1093,Outros produtos alimentares,030118,
9303102,CHA DE CANELA,1093,Outros produtos alimentares,030118,
9303201,CAMOMILA (CHA),1093,Outros produtos alimentares,030118,
9303202,CHA DE CAMOMILA,1093,Outros produtos alimentares,030118,
9303301,ERVA CIDREIRA (CHA),1093,Outros produtos alimentares,030118,
9303302,CHA DE ERVA CIDREIRA,1093,Outros produtos alimentares,030118,
9303303,BOLDO (CHA),1093,Outros produtos alimentares,030118,
9303401,LEVEDO DE CERVEJA,1100,Bebidas,030119,
9303501,REFRIGERANTE (NAO ESPECIFICADO),1100,Bebidas,030119,
9303601,CAFE DE CEVADA,1093,Farinha de mandioca e outros,030113,
9303602,CEVADA (CAFE),1093,Farinha de mandioca e outros,030113,
9303603,CEVADA EM PO,1093,Farinha de mandioca e outros,030113,
9303701,CAFE EM GRAO,1093,Café torrado e moído,030116,
9303801,REFRESCO EM SACO PLASTICO,1100,Bebidas,030119,
9303901,CAFE COM LEITE EM PO,1093,Outros produtos alimentares,030118,
9304001,"CAFE COMPLETO (CAFE, LEITE, PAO, ETC)",5500,Serviços de alojamento e alimentação,110201,
9304101,REFRIGERANTE DE MACA,1100,Bebidas,030119,
9304102,MACA (REFRIGERANTE),1100,Bebidas,030119,
9304201,REFRIGERANTE DE TUTI FRUTI,1100,Bebidas,030119,
9304202,TUTI FRUTI (REFRIGERANTE),1100,Bebidas,030119,
9304301,REFRIGERANTE DE TANGERINA,1100,Bebidas,030119,
9304402,CHA DE MARCELA,1093,Outros produtos alimentares,030118,
9304501,CHOCOLATE ENGARRAFADO OU ENCARTONADO,1093,Produtos do laticínio e sorvetes,030110,
9304502,CHOCOMILK (CHOCOLATE ENGARRAFADO),1093,Produtos do laticínio e sorvetes,030110,
9304503,CHOCOMILK (CHOCOLATE ENCARTONADO),1093,Produtos do laticínio e sorvetes,030110,
9304601,REFRIGERANTE DE CAJU,1100,Bebidas,030119,
9304602,CAJU (REFRIGERANTE),1100,Bebidas,030119,
9304603,CAJUINA (REFRIGERANTE),1100,Bebidas,030119,
9304701,SUCO DE FRUTAS OU VEGETAIS (ENCARTONADO),1093,"Conservas de frutas, legumes e outros vegetais",030105,
9304703,SUCO DE FRUTAS OU VEGETAIS (EM CAIXA),1093,"Conservas de frutas, legumes e outros vegetais",030105,
9304704,XAROPE DE FRUTAS OU VEGETAIS (EM CAIXA),1093,"Conservas de frutas, legumes e outros vegetais",030105,
9304801,"GELO EM CUBO,PEDRA,ETC.",1093,Outros produtos alimentares,030118,
9304802,GELIKO (GELO EM CUBO),1093,Outros produtos alimentares,030118,
9304901,REFRIGERANTE AGUA TONICA,1100,Bebidas,030119,
9304902,AGUA TONICA,1100,Bebidas,030119,
9305001,CAFE DESCAFEINADO,1093,Café torrado e moído,030116,
9305101,SUCO DE FRUTAS OU VEGETAIS (EM LATA),1093,"Conservas de frutas, legumes e outros vegetais",030105,
9305201,CHA DIETETICO,1093,Outros produtos alimentares,030118,
9305203,CHA EMAGRECEDOR,1093,Outros produtos alimentares,030118,
9305301,SUCO DE FRUTAS OU VEGETAIS (EM SACO PLASTICO),1093,"Conservas de frutas, legumes e outros vegetais",030105,
9305401,REFRIGERANTE PARAGUAI,1100,Bebidas,030119,
9305402,PARAGUAI (REFRIGERANTE),1100,Bebidas,030119,
9305501,REFRIGERANTE GOIANINHA,1100,Bebidas,030119,
9305502,GOIANINHA (REFRIGERANTE),1100,Bebidas,030119,
9305601,MULTIERVAS (CHA),1093,Outros produtos alimentares,030118,
9305602,CHA MULTIERVAS,1093,Outros produtos alimentares,030118,
9305701,REFRIGERANTE REAL,1100,Bebidas,030119,
9305702,REAL (REFRIGERANTE),1100,Bebidas,030119,
9305801,REFRIGERANTE ENERGETICO,1100,Bebidas,030119,
9305802,TAFFMAN E,1100,Bebidas,030119,
9305803,GATORADE,1100,Bebidas,030119,
9305901,BEBIDA ENERGETICA,1100,Bebidas,030119,
9306001,BEBIDA NAO ESPECIFICADA,1100,Bebidas,030119,
9306101,OUTROS CHAS,1093,Outros produtos alimentares,030118,
9306102,CHAS OUTROS,1093,Outros produtos alimentares,030118,
9306201,SUCO DE FRUTAS OU VEGETAIS NAO ESPECIFICADO,5500,Serviços de alojamento e alimentação,110201,
9306301,CHA NAO ESPECIFICADO,1093,Outros produtos alimentares,030118,
9306401,CAFE CAPUCCINO (SOLUVEL),1093,Café solúvel,030117,
9306501,ARRUDA (CHA),1093,Outros produtos alimentares,030118,
9306502,ARRUDA (FOLHA),1093,Outros produtos alimentares,030118,
9306701,REFRIGERANTE CITRICO,1100,Bebidas,030119,
9306702,FANTA CITRUS,1100,Bebidas,030119,
9306801,REFRIGERANTE DE ABACAXI,1100,Bebidas,030119,
9306901,REFRIGERANTE DE ABACAXI COM GUARANA,1100,Bebidas,030119,
9307001,REFRIGERANTE DE FRAMBOESA,1100,Bebidas,030119,
9307101,REFRIGERANTE DE MORANGO,1100,Bebidas,030119,
