0,1,2,3,4,6,13,14,15,16,17,18,19,20,21
2002,Despesas diversas (DDI),Educacao,Outros_cursos,"49002, 49011, 49015, 49022:49023, 49034:49041, 49043:49044, 49047:49052, 49057, 49059",,Outros_cursos,"49002, 49011, 49015, 49022:49023, 49034:49041, 49043:49044, 49047:49052, 49057, 49059",Codigo  %in% c(,"49002, 49011, 49015, 49022:49023, 49034:49041, 49043:49044, 49047:49052, 49057, 49059","), """,37003,""",",Outros_cursos,37003
2002,Despesas diversas (DDI),Educacao,Livros_e_revistas_tecnicas,"49006:49008, 49045",,Livros_e_revistas_tecnicas,"49006:49008, 49045",Codigo  %in% c(,"49006:49008, 49045","), """,37004,""",",Livros_e_revistas_tecnicas,37004
2002,Despesas diversas (DDI),Educacao,Artigos_escolares,"32001:32003, 32009, 32012:32015, 32098, 49019:49021, 49025, 49029",,Artigos_escolares,"32001:32003, 32009, 32012:32015, 32098, 49019:49021, 49025, 49029",Codigo  %in% c(,"32001:32003, 32009, 32012:32015, 32098, 49019:49021, 49025, 49029","), """,37005,""",",Artigos_escolares,37005
2002,Despesas diversas (DDI),Educacao,Outras_educacao,"48003, 48013, 48047, 49003:49005, 49009:49010, 49012, 49014, 49016:49018, 49024, 49027:49028, 49030, 49042, 49046, 49053:49054, 49058, 49098",,Outras_educacao,"48003, 48013, 48047, 49003:49005, 49009:49010, 49012, 49014, 49016:49018, 49024, 49027:49028, 49030, 49042, 49046, 49053:49054, 49058, 49098",Codigo  %in% c(,"48003, 48013, 48047, 49003:49005, 49009:49010, 49012, 49014, 49016:49018, 49024, 49027:49028, 49030, 49042, 49046, 49053:49054, 49058, 49098","), """,37006,""",",Outras_educacao,37006
2002,Despesas diversas (DDI),Recreacao_e_cultura,Brinquedos_e_jogos,"33001, 33003:33005, 33014, 33016, 33020",,Brinquedos_e_jogos,"33001, 33003:33005, 33014, 33016, 33020",Codigo  %in% c(,"33001, 33003:33005, 33014, 33016, 33020","), """,38001,""",",Brinquedos_e_jogos,38001
2002,Despesas diversas (DDI),Recreacao_e_cultura,Celular_e_acessorios,46051:46054,,Celular_e_acessorios,46051:46054,Codigo  %in% c(,46051:46054,"), """,38002,""",",Celular_e_acessorios,38002
2002,Despesas diversas (DDI),Recreacao_e_cultura,Periodicos_livros_e_revistas,"27001:27003, 27006, 32004:32005",,Periodicos_livros_e_revistas,"27001:27003, 27006, 32004:32005",Codigo  %in% c(,"27001:27003, 27006, 32004:32005","), """,38003,""",",Periodicos_livros_e_revistas,38003
2002,Despesas diversas (DDI),Recreacao_e_cultura,Diversoes_e_esportes,"28001:28022, 28025:28026, 28028:28054, 28056:28061, 28098, 33002, 33007:33008, 33017, 49056",,Diversoes_e_esportes,"28001:28022, 28025:28026, 28028:28054, 28056:28061, 28098, 33002, 33007:33008, 33017, 49056",Codigo  %in% c(,"28001:28022, 28025:28026, 28028:28054, 28056:28061, 28098, 33002, 33007:33008, 33017, 49056","), """,38004,""",",Diversoes_e_esportes,38004
2002,Despesas diversas (DDI),Recreacao_e_cultura,Outras_recreacao_etc,"16001, 16005:16009, 16011, 16018, 16043, 16071, 16078, 16090, 16099, 16105:16106, 16111, 16116, 27004:27005, 27098, 33006, 33009:33013, 33015, 33018:33019, 33021:33030, 33098, 37041:37042",,Outras_recreacao_etc,"16001, 16005:16009, 16011, 16018, 16043, 16071, 16078, 16090, 16099, 16105:16106, 16111, 16116, 27004:27005, 27098, 33006, 33009:33013, 33015, 33018:33019, 33021:33030, 33098, 37041:37042",Codigo  %in% c(,"16001, 16005:16009, 16011, 16018, 16043, 16071, 16078, 16090, 16099, 16105:16106, 16111, 16116, 27004:27005, 27098, 33006, 33009:33013, 33015, 33018:33019, 33021:33030, 33098, 37041:37042","), """,38005,""",",Outras_recreacao_etc,38005
2002,Despesas diversas (DDI),Servicos_pessoais,Fumo,"25001, 25003:25005, 25007, 25009:25019, 25098, 40060:40061, 40071:40072",,Fumo,"25001, 25003:25005, 25007, 25009:25019, 25098, 40060:40061, 40071:40072",Codigo  %in% c(,"25001, 25003:25005, 25007, 25009:25019, 25098, 40060:40061, 40071:40072","), """,39001,""",",Fumo,39001
2002,Despesas diversas (DDI),Servicos_pessoais,Cabeleireiro,"31001:31002, 31043:31044, 31048",,Cabeleireiro,"31001:31002, 31043:31044, 31048",Codigo  %in% c(,"31001:31002, 31043:31044, 31048","), """,39002,""",",Cabeleireiro,39002
2002,Despesas diversas (DDI),Servicos_pessoais,Manicuro_e_pedicuro,31003,,Manicuro_e_pedicuro,31003,Codigo  %in% c(,31003,"), """,39003,""",",Manicuro_e_pedicuro,39003
2002,Despesas diversas (DDI),Servicos_pessoais,Consertos_de_artigos_pessoais,"31004, 31010, 31013:31016, 31018, 31020:31024, 31026:31027, 31029:31031, 31033, 31040, 31045:31046",,Consertos_de_artigos_pessoais,"31004, 31010, 31013:31016, 31018, 31020:31024, 31026:31027, 31029:31031, 31033, 31040, 31045:31046",Codigo  %in% c(,"31004, 31010, 31013:31016, 31018, 31020:31024, 31026:31027, 31029:31031, 31033, 31040, 31045:31046","), """,39004,""",",Consertos_de_artigos_pessoais,39004
2002,Despesas diversas (DDI),Servicos_pessoais,Outras_servicos_pessoais,"31005:31009, 31011:31012, 31017, 31019, 31025, 31028, 31032, 31034:31039, 31041:31042, 31047, 31049:31051, 31098",,Outras_servicos_pessoais,"31005:31009, 31011:31012, 31017, 31019, 31025, 31028, 31032, 31034:31039, 31041:31042, 31047, 31049:31051, 31098",Codigo  %in% c(,"31005:31009, 31011:31012, 31017, 31019, 31025, 31028, 31032, 31034:31039, 31041:31042, 31047, 31049:31051, 31098","), """,39005,""",",Outras_servicos_pessoais,39005
2002,Despesas diversas (DDI),Despesas_diversas,Jogos_e_apostas,"26001:26010, 26012:26021, 26031, 26098",,Jogos_e_apostas,"26001:26010, 26012:26021, 26031, 26098",Codigo  %in% c(,"26001:26010, 26012:26021, 26031, 26098","), """,40001,""",",Jogos_e_apostas,40001
2002,Despesas diversas (DDI),Despesas_diversas,Comunicacao,"22001:22005, 22098",,Comunicacao,"22001:22005, 22098",Codigo  %in% c(,"22001:22005, 22098","), """,40002,""",",Comunicacao,40002
2002,Despesas diversas (DDI),Despesas_diversas,Cerimonias_e_festas,"45001:45011, 45013:45014, 45098",,Cerimonias_e_festas,"45001:45011, 45013:45014, 45098",Codigo  %in% c(,"45001:45011, 45013:45014, 45098","), """,40003,""",",Cerimonias_e_festas,40003
2002,Despesas diversas (DDI),Despesas_diversas,Servicos_profissionais,44001:44020,,Servicos_profissionais,44001:44020,Codigo  %in% c(,44001:44020,"), """,40004,""",",Servicos_profissionais,40004
2002,Despesas diversas (DDI),Despesas_diversas,Imoveis_de_uso_ocasional,"47002:47004, 47006:47008, 47013, 47096",,Imoveis_de_uso_ocasional,"47002:47004, 47006:47008, 47013, 47096",Codigo  %in% c(,"47002:47004, 47006:47008, 47013, 47096","), """,40005,""",",Imoveis_de_uso_ocasional,40005
2002,Despesas diversas (DDI),Despesas_diversas,Outras_despesas_diversas,"11081:11084, 12004, 12020, 13001:13004, 13006:13008, 13010:13012, 13015:13021, 13098, 16040, 32006:32008, 32010:32011, 37007, 37022, 40002, 40004:40007, 40009, 40011, 40022:40023, 40025:40026, 40029:40031, 40034:40036, 40038, 40042:40043, 40049, 40069, 40075:40076, 40098, 44098, 45012, 95086, 95091:95094, 95099:95100",,Outras_despesas_diversas,"11081:11084, 12004, 12020, 13001:13004, 13006:13008, 13010:13012, 13015:13021, 13098, 16040, 32006:32008, 32010:32011, 37007, 37022, 40002, 40004:40007, 40009, 40011, 40022:40023, 40025:40026, 40029:40031, 40034:40036, 40038, 40042:40043, 40049, 40069, 40075:40076, 40098, 44098, 45012, 95086, 95091:95094, 95099:95100",Codigo  %in% c(,"11081:11084, 12004, 12020, 13001:13004, 13006:13008, 13010:13012, 13015:13021, 13098, 16040, 32006:32008, 32010:32011, 37007, 37022, 40002, 40004:40007, 40009, 40011, 40022:40023, 40025:40026, 40029:40031, 40034:40036, 40038, 40042:40043, 40049, 40069, 40075:40076, 40098, 44098, 45012, 95086, 95091:95094, 95099:95100","), """,40006,""",",Outras_despesas_diversas,40006
2002,Despesas diversas (DDI),Outras_despesas_correntes,Impostos,"10014, 10020, 10022:10024, 47005, 47011:47012, 47014:47015, 48038, 48046, 50001:50002, 50004, 50009, 50013:50015, 57001:57010, 58001:58010",,Impostos,"10014, 10020, 10022:10024, 47005, 47011:47012, 47014:47015, 48038, 48046, 50001:50002, 50004, 50009, 50013:50015, 57001:57010, 58001:58010",Codigo  %in% c(,"10014, 10020, 10022:10024, 47005, 47011:47012, 47014:47015, 48038, 48046, 50001:50002, 50004, 50009, 50013:50015, 57001:57010, 58001:58010","), """,41001,""",",Impostos,41001
2002,Despesas diversas (DDI),Outras_despesas_correntes,Contribuicoes_trabalhistas,"19501:19530, 19548, 48001, 48018, 48026, 48039, 56001:56010",,Contribuicoes_trabalhistas,"19501:19530, 19548, 48001, 48018, 48026, 48039, 56001:56010",Codigo  %in% c(,"19501:19530, 19548, 48001, 48018, 48026, 48039, 56001:56010","), """,41002,""",",Contribuicoes_trabalhistas,41002
2002,Despesas diversas (DDI),Outras_despesas_correntes,Servicos_bancarios,44051:44062,,Servicos_bancarios,44051:44062,Codigo  %in% c(,44051:44062,"), """,41003,""",",Servicos_bancarios,41003
2002,Despesas diversas (DDI),Outras_despesas_correntes,Pensoes_mesadas_e_doacoes,"48002, 48004:48005, 48021:48024, 48040, 48043, 50011",,Pensoes_mesadas_e_doacoes,"48002, 48004:48005, 48021:48024, 48040, 48043, 50011",Codigo  %in% c(,"48002, 48004:48005, 48021:48024, 48040, 48043, 50011","), """,41004,""",",Pensoes_mesadas_e_doacoes,41004
2002,Despesas diversas (DDI),Outras_despesas_correntes,Previdencia_privada,"48006, 48033, 48034",,Previdencia_privada,"48006, 48033, 48034",Codigo  %in% c(,"48006, 48033, 48034","), """,41005,""",",Previdencia_privada,41005
2002,Despesas diversas (DDI),Outras_despesas_correntes,Outras_despesas,"48007:48008, 48014, 48017, 48019, 48025, 48028:48032, 48041, 48048:48050, 48098, 59011:59014, 59021:59022, 59031:59033, 59035:59042, 59044, 59046, 59060, 60001:60010, 60012:60016, 60023:60032, 60034:60036, 60038:60041, 60043:60059, 60091:60092, 60097",,Outras_despesas,"48007:48008, 48014, 48017, 48019, 48025, 48028:48032, 48041, 48048:48050, 48098, 59011:59014, 59021:59022, 59031:59033, 59035:59042, 59044, 59046, 59060, 60001:60010, 60012:60016, 60023:60032, 60034:60036, 60038:60041, 60043:60059, 60091:60092, 60097",Codigo  %in% c(,"48007:48008, 48014, 48017, 48019, 48025, 48028:48032, 48041, 48048:48050, 48098, 59011:59014, 59021:59022, 59031:59033, 59035:59042, 59044, 59046, 59060, 60001:60010, 60012:60016, 60023:60032, 60034:60036, 60038:60041, 60043:60059, 60091:60092, 60097","), """,41006,""",",Outras_despesas,41006
2002,Despesas diversas (DDI),Aumento_do_ativo,Imovel_aquisicao,"12001:12002, 47001",,Imovel_aquisicao,"12001:12002, 47001",Codigo  %in% c(,"12001:12002, 47001","), """,42001,""",",Imovel_aquisicao,42001
2002,Despesas diversas (DDI),Aumento_do_ativo,Imovel_reforma,"11001:11017, 11019:11059, 11061:11062, 11064, 11067, 11069:11071, 11073, 11080, 11085:11093, 11098",,Imovel_reforma,"11001:11017, 11019:11059, 11061:11062, 11064, 11067, 11069:11071, 11073, 11080, 11085:11093, 11098",Codigo  %in% c(,"11001:11017, 11019:11059, 11061:11062, 11064, 11067, 11069:11071, 11073, 11080, 11085:11093, 11098","), """,42002,""",",Imovel_reforma,42002
2002,Despesas diversas (DDI),Aumento_do_ativo,Outros_investimentos,"16039, 16073, 16098, 16101, 46009, 47010, 48020, 48042",,Outros_investimentos,"16039, 16073, 16098, 16101, 46009, 47010, 48020, 48042",Codigo  %in% c(,"16039, 16073, 16098, 16101, 46009, 47010, 48020, 48042","), """,42003,""",",Outros_investimentos,42003
2002,Despesas diversas (DDI),Diminuicao_do_passivo,Emprestimo_e_carne,"48011:48012, 48015, 48027",,Emprestimo_e_carne,"48011:48012, 48015, 48027",Codigo  %in% c(,"48011:48012, 48015, 48027","), """,43001,""",",Emprestimo_e_carne,43001
2002,Despesas diversas (DDI),Diminuicao_do_passivo,Prestacao_de_imovel,"10007, 10017",,Prestacao_de_imovel,"10007, 10017",Codigo  %in% c(,"10007, 10017","), """,43002,""",",Prestacao_de_imovel,43002
2002,Despesas diversas (DDI),Rendimento_do_trabalho,Empregado,"53001:53004, 53031:53033, 53042, 53046, 53060, 53231:53233, 53242, 53246, 53260, 53332, 53346, 54001:54002, 54045, 54047, 54201:54202, 54245, 54345",,Empregado,"53001:53004, 53031:53033, 53042, 53046, 53060, 53231:53233, 53242, 53246, 53260, 53332, 53346, 54001:54002, 54045, 54047, 54201:54202, 54245, 54345",Codigo  %in% c(,"53001:53004, 53031:53033, 53042, 53046, 53060, 53231:53233, 53242, 53246, 53260, 53332, 53346, 54001:54002, 54045, 54047, 54201:54202, 54245, 54345","), """,44001,""",",Empregado,44001
2002,Despesas diversas (DDI),Rendimento_do_trabalho,Empregador,53006,,Empregador,53006,Codigo  %in% c(,53006,"), """,44002,""",",Empregador,44002
2002,Rendimentos (REN),Rendimento_do_trabalho,Conta_propria,53007,,Conta_propria,53007,Codigo  %in% c(,53007,"), """,44003,""",",Conta_propria,44003
2002,Rendimentos (REN),Transferencia,Aposentadoria_prev_publica,"53011, 53040, 53044, 54029, 54445",,Aposentadoria_prev_publica,"53011, 53040, 53044, 54029, 54445",Codigo  %in% c(,"53011, 53040, 53044, 54029, 54445","), """,45001,""",",Aposentadoria_prev_publica,45001
2002,Rendimentos (REN),Transferencia,Aposentadoria_prev_privada,"53012, 54040, 54057, 54545",,Aposentadoria_prev_privada,"53012, 54040, 54057, 54545",Codigo  %in% c(,"53012, 54040, 54057, 54545","), """,45002,""",",Aposentadoria_prev_privada,45002
2002,Rendimentos (REN),Transferencia,Bolsa_de_estudo,53013,,Bolsa_de_estudo,53013,Codigo  %in% c(,53013,"), """,45003,""",",Bolsa_de_estudo,45003
2002,Rendimentos (REN),Transferencia,Pensao_aliment_mesada_doacao,53014,,Pensao_aliment_mesada_doacao,53014,Codigo  %in% c(,53014,"), """,45004,""",",Pensao_aliment_mesada_doacao,45004
2002,Rendimentos (REN),Transferencia,Transferencias_transitorias,"53035:53039, 53041, 54005:54007, 54012:54013, 54023:54024, 54026:54028, 54032, 54036, 54038, 54043",,Transferencias_transitorias,"53035:53039, 53041, 54005:54007, 54012:54013, 54023:54024, 54026:54028, 54032, 54036, 54038, 54043",Codigo  %in% c(,"53035:53039, 53041, 54005:54007, 54012:54013, 54023:54024, 54026:54028, 54032, 54036, 54038, 54043","), """,45005,""",",Transferencias_transitorias,45005
2002,Rendimentos (REN),Rendimento_de_aluguel,Aluguel_de_bens_imoveis,53021,,Aluguel_de_bens_imoveis,53021,Codigo  %in% c(,53021,"), """,46001,""",",Aluguel_de_bens_imoveis,46001
2002,Rendimentos (REN),Rendimento_de_aluguel,Aluguel_de_bens_moveis,53022,,Aluguel_de_bens_moveis,53022,Codigo  %in% c(,53022,"), """,46002,""",",Aluguel_de_bens_moveis,46002
2002,Rendimentos (REN),Outros_rendimentos,Vendas_esporadicas,"54008:54009, 54016, 54044, 54048:54052, 54091",,Vendas_esporadicas,"54008:54009, 54016, 54044, 54048:54052, 54091",Codigo  %in% c(,"54008:54009, 54016, 54044, 54048:54052, 54091","), """,47001,""",",Vendas_esporadicas,47001
2002,Rendimentos (REN),Outros_rendimentos,Emprestimos,"54014, 54025, 54031",,Emprestimos,"54014, 54025, 54031",Codigo  %in% c(,"54014, 54025, 54031","), """,47002,""",",Emprestimos,47002
2002,Rendimentos (REN),Outros_rendimentos,Aplicacoes_de_capital,"54015, 54035, 54046, 55011:55014",,Aplicacoes_de_capital,"54015, 54035, 54046, 55011:55014",Codigo  %in% c(,"54015, 54035, 54046, 55011:55014","), """,47003,""",",Aplicacoes_de_capital,47003
2002,Rendimentos (REN),Outros_rendimentos,Outros_renda,"54003:54004, 54010, 54030, 54034, 54039, 54041, 54053:54056, 54058:54059, 54092, 54097, 55014",,Outros_renda,"54003:54004, 54010, 54030, 54034, 54039, 54041, 54053:54056, 54058:54059, 54092, 54097, 55014",Codigo  %in% c(,"54003:54004, 54010, 54030, 54034, 54039, 54041, 54053:54056, 54058:54059, 54092, 54097, 55014","), """,47004,""",",Outros_renda,47004
,,,,,',,,,,,,,,
