0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,19,20,21,22
Cod,Quadro,Codigo,Variavel,Nivel_1,Descricao_1,Nivel_2,Descricao_2,Nivel_3,Descricao_3,Nivel_4,Descricao_4,Nivel_5,Descricao_5,Nivel_6,Descricao_6,DePara,Nivel 1,Nível 2,Descrição,Codigo final
72054,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72054,PEIXE SALGADO CAVALINHA,09109,,,,
72055,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72055,PEIXE EM FILE CONGELADO CAVALINHA,09109,,,,
72061,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72061,PEIXE INTEIRO CHICHARRO e sinonimos,09109,,,,
72062,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72062,PEIXE EM POSTAS CHICHARRO,09109,,,,
72063,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72063,PEIXE EM FILE FRESCO CHICHARRO,09109,,,,
72064,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72064,PEIXE SALGADO CHICHARRO,09109,,,,
72065,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72065,PEIXE EM FILE CONGELADO CHICHARRO,09109,,,,
72071,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72071,PEIXE INTEIRO RAIA e sinonimos,09109,,,,
72072,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72072,PEIXE EM POSTAS RAIA,09109,,,,
72073,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72073,PEIXE EM FILE FRESCO RAIA e sinonimos,09109,,,,
72074,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72074,PEIXE SALGADO RAIA,09109,,,,
72075,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72075,PEIXE EM FILE CONGELADO RAIA,09109,,,,
72081,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72081,PEIXE INTEIRO NAMORADO e sinonimos,09109,,,,
72082,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72082,PEIXE EM POSTAS NAMORADO,09109,,,,
72083,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72083,PEIXE EM FILE FRESCO NAMORADO,09109,,,,
72084,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72084,PEIXE SALGADO NAMORADO,09109,,,,
72085,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72085,PEIXE EM FILE CONGELADO NAMORADO,09109,,,,
72091,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72091,PEIXE INTEIRO PESCADINHA e sinonimos,09109,,,,
72092,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72092,PEIXE EM POSTAS PESCADINHA,09109,,,,
72093,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72093,PEIXE EM FILE FRESCO PESCADINHA,09109,,,,
72094,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72094,PEIXE SALGADO PESCADINHA,09109,,,,
72095,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72095,PEIXE EM FILE CONGELADO PESCADINHA,09109,,,,
72101,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72101,PEIXE INTEIRO TAINHA e sinonimos,09109,,,,
72102,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72102,PEIXE EM POSTAS TAINHA,09109,,,,
72103,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72103,PEIXE EM FILE FRESCO TAINHA,09109,,,,
72104,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72104,PEIXE SALGADO TAINHA,09109,,,,
72105,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72105,PEIXE EM FILE CONGELADO TAINHA,09109,,,,
72111,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72111,PEIXE INTEIRO SARDINHA e sinonimos,09108,,,,
72112,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72112,PEIXE EM POSTAS SARDINHA,09108,,,,
72113,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72113,PEIXE EM FILE FRESCO SARDINHA,09108,,,,
72114,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72114,PEIXE SALGADO SARDINHA,09108,,,,
72115,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72115,PEIXE EM FILE CONGELADO SARDINHA,09108,,,,
72116,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72116,PEIXE DEFUMADO SARDINHA,09108,,,,
72121,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72121,PEIXE INTEIRO VERMELHO e sinonimos,09109,,,,
72122,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72122,PEIXE EM POSTAS VERMELHO,09109,,,,
72123,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72123,PEIXE EM FILE FRESCO VERMELHO,09109,,,,
72124,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72124,PEIXE SALGADO VERMELHO,09109,,,,
72125,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72125,PEIXE EM FILE CONGELADO VERMELHO,09109,,,,
72131,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72131,PEIXE INTEIRO CIOBA e sinonimos,09109,,,,
72132,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72132,PEIXE EM POSTAS CIOBA,09109,,,,
72133,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72133,PEIXE EM FILE FRESCO CIOBA,09109,,,,
72134,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72134,PEIXE SALGADO CIOBA,09109,,,,
72135,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72135,PEIXE EM FILE CONGELADO CIOBA,09109,,,,
72141,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72141,PEIXE INTEIRO BAGRE DE MAR e sinonimos,09109,,,,
72142,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72142,PEIXE EM POSTAS BAGRE DE MAR,09109,,,,
72143,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72143,PEIXE EM FILE FRESCO BAGRE DE MAR,09109,,,,
72144,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72144,PEIXE SALGADO BAGRE DE MAR,09109,,,,
72145,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72145,PEIXE EM FILE CONGELADO BAGRE DE MAR,09109,,,,
72149,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72149,PEIXE BAGRE DE MAR ( FORMA DE COMERCIALIZACAO NAO-DISCRIMINADA),09109,,,,
72151,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72151,PEIXE INTEIRO CARAPEBA e sinonimos,09109,,,,
72152,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72152,PEIXE EM POSTAS CARAPEBA,09109,,,,
72153,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72153,PEIXE EM FILE FRESCO CARAPEBA,09109,,,,
72154,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72154,PEIXE SALGADO CARAPEBA,09109,,,,
72155,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72155,PEIXE EM FILE CONGELADO CARAPEBA,09109,,,,
72161,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72161,PEIXE INTEIRO CAVALA e sinonimos,09109,,,,
72162,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72162,PEIXE EM POSTAS CAVALA,09109,,,,
72163,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72163,PEIXE EM FILE FRESCO CAVALA,09109,,,,
72164,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72164,PEIXE SALGADO CAVALA,09109,,,,
72165,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72165,PEIXE EM FILE CONGELADO CAVALA,09109,,,,
72169,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72169,PEIXE CAVALA (FORMA DE COMERCIALIZACAO NAO-DISCRIMINADA),09109,,,,
72171,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72171,PEIXE INTEIRO GALO e sinonimos,09109,,,,
72172,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72172,PEIXE EM POSTAS GALO,09109,,,,
72173,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72173,PEIXE EM FILE FRESCO GALO,09109,,,,
72174,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72174,PEIXE SALGADO GALO,09109,,,,
72175,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72175,PEIXE EM FILE CONGELADO GALO,09109,,,,
72181,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72181,PEIXE INTEIRO CORCOROCA e sinonimos,09109,,,,
72182,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72182,PEIXE EM POSTAS CORCOROCA,09109,,,,
72183,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72183,PEIXE EM FILE FRESCO CORCOROCA,09109,,,,
72184,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72184,PEIXE SALGADO CORCOROCA,09109,,,,
72185,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72185,PEIXE EM FILE CONGELADO CORCOROCA,09109,,,,
72191,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72191,PEIXE INTEIRO MANJUBA e sinonimos,09109,,,,
72192,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72192,PEIXE EM POSTAS MANJUBA,09109,,,,
72193,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72193,PEIXE EM FILE FRESCO MANJUBA,09109,,,,
72194,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72194,PEIXE SALGADO MANJUBA,09109,,,,
72195,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72195,PEIXE EM FILE CONGELADO MANJUBA,09109,,,,
72201,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72201,PEIXE INTEIRO PAPATERRA e sinonimos,09109,,,,
72202,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72202,PEIXE EM POSTAS PAPATERRA,09109,,,,
72203,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72203,PEIXE EM FILE FRESCO PAPATERRA,09109,,,,
72204,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72204,PEIXE SALGADO PAPATERRA,09109,,,,
72205,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72205,PEIXE EM FILE CONGELADO PAPATERRA,09109,,,,
72207,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72207,CABECA DE PEIXE PESCADA,09109,,,,
72211,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72211,PEIXE INTEIRO DOURADO DE MAR e sinonimos,09109,,,,
72212,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72212,PEIXE EM POSTAS DOURADO DE MAR,09109,,,,
72213,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72213,PEIXE EM FILE FRESCO DOURADO DE MAR,09109,,,,
72214,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72214,PEIXE SALGADO DOURADO DE MAR,09109,,,,
72215,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72215,PEIXE EM FILE CONGELADO DOURADO DE MAR,09109,,,,
72221,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72221,PEIXE INTEIRO ATUM e sinonimos,09109,,,,
72222,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72222,PEIXE EM POSTAS ATUM,09109,,,,
72223,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72223,PEIXE EM FILE FRESCO ATUM,09109,,,,
72224,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72224,PEIXE SALGADO ATUM,09109,,,,
72225,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72225,PEIXE EM FILE CONGELADO ATUM,09109,,,,
72231,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72231,PEIXE INTEIRO OLHO DE BOI e sinonimos,09109,,,,
72232,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72232,PEIXE EM POSTAS OLHO DE BOI,09109,,,,
72233,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72233,PEIXE EM FILE FRESCO OLHO DE BOI,09109,,,,
72234,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72234,PEIXE SALGADO OLHO DE BOI,09109,,,,
72235,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72235,PEIXE EM FILE CONGELADO OLHO DE BOI,09109,,,,
72241,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72241,PEIXE INTEIRO SERRA e sinonimos,09109,,,,
72242,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72242,PEIXE EM POSTAS SERRA,09109,,,,
72243,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72243,PEIXE EM FILE FRESCO SERRA,09109,,,,
72244,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72244,PEIXE SALGADO SERRA,09109,,,,
72245,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72245,PEIXE EM FILE CONGELADO SERRA,09109,,,,
72249,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72249,PEIXE SERRA (FORMA DE COMERCIALIZACAO NAO-DISCRIMINADA),09109,,,,
72251,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72251,PEIXE INTEIRO PARGO e sinonimos,09109,,,,
72252,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72252,PEIXE EM POSTAS PARGO,09109,,,,
72253,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72253,PEIXE EM FILE FRESCO PARGO,09109,,,,
72254,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72254,PEIXE SALGADO PARGO,09109,,,,
72255,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011074,Carnes e peixes industrializados,72255,PEIXE EM FILE CONGELADO PARGO,09109,,,,
72261,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72261,PEIXE INTEIRO RONCADOR e sinonimos,09109,,,,
72262,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72262,PEIXE EM POSTAS RONCADOR,09109,,,,
72263,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101107,"Carnes, vísceras e pescados",11011075,Pescados frescos,72263,PEIXE EM FILE FRESCO RONCADOR,09109,,,,
