0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,19,20,21,22
Cod,Quadro,Codigo,Variavel,Nivel_1,Descricao_1,Nivel_2,Descricao_2,Nivel_3,Descricao_3,Nivel_4,Descricao_4,Nivel_5,Descricao_5,Nivel_6,Descricao_6,DePara,Nivel 1,Nível 2,Descrição,Codigo final
69080,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69080,DOCE DE FRUTAS EM BARRA OU PASTA DIET e sinonimos,12202,,,,
69081,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69081,GELATINA DIET e sinonimos,12302,,,,
69082,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69082,NIDEX,12302,,,,
69083,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69083,DEXTROSOL,12302,,,,
69084,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69084,PASTEIS DE SANTA CLARA,12302,,,,
69085,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69085,SUSPIRO,12204,,,,
69086,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011041,Açúcar refinado,69086,ACUCAR REFINADO ORGANICO e sinonimos,12102,,,,
69087,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011042,Açúcar cristal,69087,ACUCAR CRISTAL ORGANICO e sinonimos,12101,,,,
69088,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69088,ACUCAR DEMERARA ORGANICO e sinonimos,12102,,,,
69089,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69089,ACUCAR INDETERMINADO ORGANICO e sinonimos,12103,,,,
69090,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69090,MEL DE ABELHA ORGANICO e sinonimos,12302,,,,
69091,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69091,ACUCAR ORGANICO LIGHT,12101,,,,
69092,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69092,DOCE DE FRUTAS EM CALDA DIET e sinonimos,12202,,,,
69093,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69093,DOCE DE FRUTAS CRISTALIZADO DE QUALQUER SABOR DIET e sinonimos,12202,,,,
69094,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69094,DOCE NAO-ESPECIFICADO LIGHT e sinonimos,12204,,,,
69095,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69095,DOCE NAO-ESPECIFICADO DIET e sinonimos,12204,,,,
69096,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69096,SORVETE DE QUALQUER SABOR INDUSTRIALIZADO LIGHT e sinonimos,12203,,,,
69097,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69097,SORVETE DE QUALQUER SABOR INDUSTRIALIZADO DIET e sinonimos,12203,,,,
69098,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69098,CHICLETE LIGHT e sinonimos,12204,,,,
69099,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69099,CHICLETE DIET e sinonimos,12204,,,,
69100,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69100,TABLETE DE CHOCOLATE LIGHT e sinonimos,12204,,,,
69101,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69101,TABLETE DE CHOCOLATE DIET e sinonimos,12204,,,,
69102,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69102,CHOCOLATE EM PO DE QUALQUER MARCA LIGHT e sinonimos,12301,,,,
69103,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69103,CHOCOLATE EM PO DE QUALQUER MARCA DIET e sinonimos,11106,,,,
69104,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69104,BOMBOM DE QUALQUER MARCA LIGHT e sinonimos,12204,,,,
69105,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69105,BOMBOM DE QUALQUER MARCA DIET e sinonimos,12204,,,,
69106,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69106,GELEIA DE FRUTAS DE QUALQUER MARCA OU SABOR LIGHT e sinonimos,12202,,,,
69107,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69107,DOCE DE FRUTAS EM BARRA OU PASTA LIGHT e sinonimos,12202,,,,
69108,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69108,PUDIM DE QUALQUER SABOR LIGHT e sinonimos,12201,,,,
69109,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69109,PUDIM DE QUALQUER SABOR DIET e sinonimos,12201,,,,
69110,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69110,MANJAR LIGHT,12201,,,,
69111,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69111,MANJAR DIET e sinonimos,12201,,,,
69112,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69112,DOCE DE LEITE LIGHT e sinonimos,12201,,,,
69113,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69113,DOCE DE LEITE DIET e sinonimos,12201,,,,
69114,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69114,PICOLE ENSACADO LIGHT e sinonimos,12203,,,,
69115,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69115,DOCE CONFEITADO DE QUALQUER TIPO LIGHT,12302,,,,
69116,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69116,DOCE CONFEITADO DE QUALQUER TIPO DIET e sinonimos,12302,,,,
69117,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69117,CHOCOLATE GRANULADO LIGHT,12302,,,,
69118,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69118,CHOCOLATE GRANULADO DIET e sinonimos,12302,,,,
69119,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69119,"COBERTURA DE QUALQUER SABOR (DE SORVETE, ETC.) LIGHT",12204,,,,
69120,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69120,"COBERTURA DE QUALQUER SABOR (DE SORVETE, ETC.) DIET e sinonimos",12204,,,,
69121,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69121,CHOCOLATE EM CREME LIGHT e sinonimos,12204,,,,
69122,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69122,CHOCOLATE EM CREME DIET e sinonimos,12204,,,,
69123,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69123,OVO DE PASCOA LIGHT e sinonimos,12204,,,,
69124,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69124,OVO DE PASCOA DIET e sinonimos,12204,,,,
69125,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69125,BARRA DE CEREAIS DIET e sinonimos,12201,,,,
69126,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69126,SOBREMESA DE QUALQUER TIPO (EXCETO INFANTIL) LIGHT,12204,,,,
69127,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69127,SOBREMESA DE QUALQUER TIPO (EXCETO INFANTIL) DIET e sinonimos,12204,,,,
69128,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101112,Bebidas e infusões,11011123,Bebidas não alcoólicas light e diet,69128,MILK SHAKE DIET e sinonimos,12201,,,,
69129,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69129,MARIA MOLE DIET e sinonimos,12204,,,,
69130,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69130,COCADA DIET e sinonimos,12103,,,,
69131,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69131,DOCE DE AMENDOIM DIET e sinonimos,12103,,,,
69132,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69132,DOCE DE ABOBORA DIET e sinonimos,12103,,,,
69133,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69133,DOCE DE BATATA DOCE DIET e sinonimos,12103,,,,
69134,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69134,BRIGADEIRO DIET e sinonimos,12204,,,,
69135,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69135,BOMBA DE QUALQUER TIPO DIET e sinonimos,12204,,,,
69136,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69136,DOCE DE QUEIJO DIET e sinonimos,12103,,,,
69137,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69137,DOCE A BASE DE OVOS DIET e sinonimos,12204,,,,
69138,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69138,DOCE A BASE DE LEITE DIET e sinonimos,12201,,,,
69139,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69139,GELATINA LIGHT e sinonimos,12302,,,,
69140,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69140,ADOCANTE LIGHT e sinonimos,12103,,,,
69141,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69141,BARRA DE CEREAIS LIGHT,12204,,,,
69142,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69142,ARROZ CARAMELIZADO,12204,,,,
69143,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69143,DOCE DE GERGELIM,12204,,,,
69144,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69144,CREME DE AVELA,12204,,,,
69145,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69145,ARROZ DOCE,12204,,,,
69146,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69146,GLICOSE DE MANDIOCA,12103,,,,
69147,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101102,"Farinhas, féculas e massas",11011024,Outras,69147,VITAMINA CONCENTRADA (SHAKE),12103,,,,
69148,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69148,CASQUINHA DE SORVETE,12203,,,,
69149,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69149,ACUCAR DE COCO,12203,,,,
69150,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69150,ACUCAR DIET,12203,,,,
69151,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69151,DOCE DE LEITE SEM LACTOSE e sinonimos,12203,,,,
69152,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69152,SORVETE SEM LACTOSE,12203,,,,
69153,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69153,DOCE DE FRUTAS NAO ESPECIFICADO,12201,,,,
69154,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69154,DOCE DE CANELA,12204,,,,
69155,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69155,DOCE DE SAGU,12204,,,,
69156,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69156,MACA DO AMOR,12202,,,,
69157,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69157,PALHA ITALIANA,12202,,,,
69158,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69158,BALA SEM GLUTEN,12204,,,,
69159,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69159,BARRA DE PROTEINA,12103,,,,
69160,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011043,Light e Diet,69160,CHOCOLATE ZERO,12204,,,,
69161,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69161,MOUSSE DE QUALQUER SABOR,12201,,,,
69162,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69162,CREME DE CASTANHA,12204,,,,
69163,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69163,PETIT GATEAU,12204,,,,
69164,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69164,CHEESECAKE,12204,,,,
69165,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69165,ACHOCOLATADO EM CAPSULA,12202,,,,
69166,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69166,ALFARROBA,12204,,,,
69167,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69167,BOMBOCADO,12204,,,,
69168,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69168,BEIJINHO,12201,,,,
69169,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69169,DRAGEADO,12204,,,,
69170,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69170,PASTEL DE BELEM,12204,,,,
69171,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69171,TARTELETE,12204,,,,
69172,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69172,TOUCINHO DO CEU,12204,,,,
69173,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69173,NHA BENTA,12204,,,,
69174,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69174,ROLINHO BANANA E CHOCOLATE,12202,,,,
69175,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69175,MISTURA PARA SAGU INDUSTRIALIZADA,12302,,,,
69176,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69176,FRUTAS COBERTAS COM CHOCOLATE,12202,,,,
69177,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101104,Açúcares e derivados,11011044,Outros,69177,DOCE PUXA-PUXA,12204,,,,
70001,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101114,Sal e condimentos,11011143,Sal refinado,70001,SAL REFINADO e sinonimos,13102,,,,
70002,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101114,Sal e condimentos,11011144,Outros,70002,SAL GROSSO e sinonimos,13101,,,,
70003,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101114,Sal e condimentos,11011144,Outros,70003,SAL AMONIACO,13103,,,,
70004,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101114,Sal e condimentos,11011144,Outros,70004,TEMPERO MISTO INDUSTRIALIZADO EM PASTA e sinonimos,13207,,,,
70005,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101114,Sal e condimentos,11011144,Outros,70005,BICARBONATO DE SODIO e sinonimos,13103,,,,
70006,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101114,Sal e condimentos,11011144,Outros,70006,FERMENTO EM PO e sinonimos,13203,,,,
70007,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101114,Sal e condimentos,11011144,Outros,70007,GLUTAMATO MONOSSODICO e sinonimos,13103,,,,
70008,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101114,Sal e condimentos,11011144,Outros,70008,GERSAL,13103,,,,
70009,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101114,Sal e condimentos,11011144,Outros,70009,BAUNILHA EM PO e sinonimos,13210,,,,
70010,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101114,Sal e condimentos,11011144,Outros,70010,CANELA EM PO e sinonimos,13210,,,,
70011,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101114,Sal e condimentos,11011144,Outros,70011,CRAVO (TEMPERO INDUSTRIALIZADO) e sinonimos,13210,,,,
70012,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101114,Sal e condimentos,11011144,Outros,70012,COLORAU e sinonimos,13207,,,,
70013,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101114,Sal e condimentos,11011144,Outros,70013,PAPRIKA,13210,,,,
70014,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101114,Sal e condimentos,11011144,Outros,70014,NOZ MOSCADA (TEMPERO INDUSTRIALIZADO),13210,,,,
70015,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101114,Sal e condimentos,11011144,Outros,70015,MOSTARDA (TEMPERO INDUSTRIALIZADO),13210,,,,
70016,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101114,Sal e condimentos,11011144,Outros,70016,LOURO (TEMPERO INDUSTRIALIZADO) e sinonimos,13210,,,,
70017,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101114,Sal e condimentos,11011144,Outros,70017,ACAFRAO EM PO,13210,,,,
70018,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101114,Sal e condimentos,11011144,Outros,70018,COMINHO EM GRAO e sinonimos,13210,,,,
70019,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101114,Sal e condimentos,11011144,Outros,70019,SEGURELHA (TEMPERO INDUSTRIALIZADO),13210,,,,
70020,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101114,Sal e condimentos,11011144,Outros,70020,MOLHO DE TOMATE COM ERVAS,13206,,,,
70021,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101114,Sal e condimentos,11011144,Outros,70021,ALFAVACA (TEMPERO INDUSTRIALIZADO) e sinonimos,13210,,,,
70022,V8000_DEFLA,1,Despesas Correntes,11,Despesas de Consumo,1101,Alimentacao,11011,Alimentação no domicílio,1101114,Sal e condimentos,11011144,Outros,70022,OREGANO (TEMPERO INDUSTRIALIZADO) e sinonimos,13210,,,,
