0,1,2,3,4,6,7,8
6. Panificados,6.2 Bolos,6.2.1 Bolo de trigo,6.2.1 Bolo de trigo6.2.2 Outros bolos,True,11. Laticínios,11.1 Leite e creme de leite,11.1.1 Creme de leite11.1.1 Creme de leite em conserva
6. Panificados,6.2 Bolos,6.2.2 Outros bolos,,False,11. Laticínios,11.1 Leite e creme de leite,11.1.2 Leite condensado
6. Panificados,"6.3 Biscoitos, roscas, etc.","6.3 Biscoitos, roscas, etc.","6.3 Biscoitos, roscas, etc.",False,11. Laticínios,11.1 Leite e creme de leite,11.1.3 Leite de vaca fresco
6. Panificados,"6.3 Biscoitos, roscas, etc.",6.3.1 Biscoito doce,6.3.1 Biscoito doce,True,11. Laticínios,11.1 Leite e creme de leite,11.1.4 Leite de vaca pasteurizado
6. Panificados,"6.3 Biscoitos, roscas, etc.",6.3.2 Biscoito não especificado,,False,11. Laticínios,11.1 Leite e creme de leite,11.1.6 Leite em pó integral11.1.5 Leite em pó desengordurado11.1.7 Leite em pó não especificado
6. Panificados,"6.3 Biscoitos, roscas, etc.",6.3.3 Biscoito salgado,6.3.3 Biscoito salgado,True,11. Laticínios,11.1 Leite e creme de leite,11.1.8 Outros
6. Panificados,"6.3 Biscoitos, roscas, etc.",6.3.4 Rosca doce,,False,11. Laticínios,11.2 Queijos e requeijão,11.2.1 Queijo minas
6. Panificados,"6.3 Biscoitos, roscas, etc.",6.3.5 Rosca não especificada,,False,11. Laticínios,11.2 Queijos e requeijão,11.2.2 Queijo mozarela
6. Panificados,"6.3 Biscoitos, roscas, etc.",6.3.6 Rosca salgada,,False,11. Laticínios,11.2 Queijos e requeijão,11.2.5 Queijo prato
6. Panificados,"6.3 Biscoitos, roscas, etc.",6.3.7 Outros,6.3.2 Biscoito não especificado6.3.4 Rosca doce6.3.5 Rosca não especificada6.3.6 Rosca salgada6.3.7 Outros,True,11. Laticínios,11.2 Queijos e requeijão,11.2.6 Outros queijos11.2.3 Queijo não especificado11.2.4 Queijo parmezão
7. Carnes,NADA,7. Carnes,7. Carnes,False,11. Laticínios,11.2 Queijos e requeijão,11.2.7 Requeijão
7. Carnes,7.1 Carnes bovinas de primeira,7.1 Carnes bovinas de primeira,7.1 Carnes bovinas de primeira,False,11. Laticínios,11.3 Outros laticínios,11.3.1 Iogurte
7. Carnes,7.1 Carnes bovinas de primeira,7.1.1 Alcatra,7.1.1 Alcatra,True,11. Laticínios,11.3 Outros laticínios,11.3.2 Leite fermentado
7. Carnes,7.1 Carnes bovinas de primeira,7.1.2 Carne moída,7.1.2 Carne moída,True,11. Laticínios,11.3 Outros laticínios,11.3.3 Manteiga
7. Carnes,7.1 Carnes bovinas de primeira,7.1.3 Carne não especificada,7.1.3 Carne não especificada,True,11. Laticínios,11.3 Outros laticínios,11.3.4 Outros
7. Carnes,7.1 Carnes bovinas de primeira,7.1.4 Chã-de-dentro,7.1.4 Chã-de-dentro,True,12. Açúcares e produtos de confeitaria,"12. Açúcares, doces e produtos de confeitaria",12.1.1 Açúcar cristal
7. Carnes,7.1 Carnes bovinas de primeira,7.1.5 Contrafilé,7.1.5 Contrafilé,True,12. Açúcares e produtos de confeitaria,"12. Açúcares, doces e produtos de confeitaria",12.1.4 Açúcar refinado12.1.3 Açúcar não especificado12.1.2 Açúcar demerara
7. Carnes,7.1 Carnes bovinas de primeira,7.1.6 Filé e filé mignon,,False,12. Açúcares e produtos de confeitaria,"12. Açúcares, doces e produtos de confeitaria",12.1.5 Outros
7. Carnes,7.1 Carnes bovinas de primeira,7.1.6 Filé mignon,7.1.6 Filé e filé mignon7.1.6 Filé mignon,True,12. Açúcares e produtos de confeitaria,12.2 Doces e derivados,12.2.3 Doce a base de leite
7. Carnes,7.1 Carnes bovinas de primeira,7.1.7 Lagarto comum,7.1.7 Lagarto comum,True,12. Açúcares e produtos de confeitaria,12.2 Doces e derivados,12.2.5 Doce de fruta
7. Carnes,7.1 Carnes bovinas de primeira,7.1.8 Lagarto redondo,7.1.8 Lagarto redondo,True,12. Açúcares e produtos de confeitaria,12.2 Doces e derivados,12.2.8 Sorvete
7. Carnes,7.1 Carnes bovinas de primeira,7.1.9 Patinho,7.1.9 Patinho,True,12. Açúcares e produtos de confeitaria,12.2 Doces e derivados,12.2.9 Outros12.2.7 Rapadura12.2.1 Bombom12.2.2 Chiclete12.2.2 Chocolate em tablete
7. Carnes,7.2 Carnes bovinas de segunda,7.2 Carnes bovinas de segunda,7.2 Carnes bovinas de segunda,False,12. Açúcares e produtos de confeitaria,12.3 Outros açucares e produtos de confeitaria,12.3.1 Chocolate em pó
7. Carnes,7.2 Carnes bovinas de segunda,7.2.1 Acém,7.2.1 Acém,True,12. Açúcares e produtos de confeitaria,12.3 Outros açucares e produtos de confeitaria,12.3.5 Outros12.3.4 Polpa de fruta12.3.2 Gelatina12.3.3 Mel de abelha
7. Carnes,7.2 Carnes bovinas de segunda,7.2.2 Capa de filé,7.2.2 Capa de filé7.2.4 Carne não especificada7.3.1 Carne de hambúrger7.3.2 Carne de sol7.3.3 Carne moída não especificada7.3.4 Carne não especificada7.3.6 Mocotó7.3.7 Outras,True,13. Sais e condimentos,13.1 Sais,13.1.1 Sal grosso
7. Carnes,7.2 Carnes bovinas de segunda,7.2.3 Carne moída,7.2.3 Carne moída,True,13. Sais e condimentos,13.1 Sais,13.1.2 Sal refinado
7. Carnes,7.2 Carnes bovinas de segunda,7.2.4 Carne não especificada,,False,13. Sais e condimentos,13.1 Sais,13.1.3 Outros
7. Carnes,7.2 Carnes bovinas de segunda,7.2.5 Costela,7.2.5 Costela,True,13. Sais e condimentos,13.2 Condimentos,13.2.1 Caldo de carne em tablete
7. Carnes,7.2 Carnes bovinas de segunda,7.2.6 Músculo,7.2.6 Músculo,True,13. Sais e condimentos,13.2 Condimentos,13.2.2 Caldo de galinha em tablete
7. Carnes,7.2 Carnes bovinas de segunda,7.2.7 Pá,7.2.7 Pá,True,13. Sais e condimentos,13.2 Condimentos,13.2.5 Fermento
7. Carnes,7.2 Carnes bovinas de segunda,7.2.8 Peito,7.2.8 Peito,True,13. Sais e condimentos,13.2 Condimentos,13.2.7 Maionese
7. Carnes,7.2 Carnes bovinas de segunda,7.2.9 Outras,7.2.9 Outras,True,13. Sais e condimentos,13.2 Condimentos,13.2.8 Massa de tomate
7. Carnes,7.3 Carnes bovinas outras,7.3 Carnes bovinas outras,,False,13. Sais e condimentos,13.2 Condimentos,13.2.9 Molho de tomate
7. Carnes,7.3 Carnes bovinas outras,7.3.1 Carne de hambúrger,,False,13. Sais e condimentos,13.2 Condimentos,13.2.1 Tempero misto
7. Carnes,7.3 Carnes bovinas outras,7.3.2 Carne de sol,,False,13. Sais e condimentos,13.2 Condimentos,13.2.11 Vinagre de álcool
7. Carnes,7.3 Carnes bovinas outras,7.3.3 Carne moída não especificada,,False,13. Sais e condimentos,13.2 Condimentos,13.2.12 Vinagre de vinho
7. Carnes,7.3 Carnes bovinas outras,7.3.4 Carne não especificada,,False,13. Sais e condimentos,13.2 Condimentos,13.2.14 Outros13.2.13 Vinagre não especificado13.2.3 Coco ralado13.2.3 Outros caldos em tablete13.2.4 Colorau13.2.6 Leite de coco
7. Carnes,7.3 Carnes bovinas outras,7.3.5 Carne-seca,7.3.5 Carne-seca,True,14. Óleos e gorduras,14.1 Óleos,14.1.1 Azeite de oliva
7. Carnes,7.3 Carnes bovinas outras,7.3.6 Mocotó,,False,14. Óleos e gorduras,14.1 Óleos,14.1.4 Óleo de milho
7. Carnes,7.3 Carnes bovinas outras,7.3.7 Outras,,False,14. Óleos e gorduras,14.1 Óleos,14.1.5 Óleo de soja
7. Carnes,7.4 Carnes suínas com osso e sem osso,7.4 Carnes suínas com osso e sem osso,7.4 Carnes suínas com osso e sem osso,False,14. Óleos e gorduras,14.1 Óleos,14.1.6 Óleo não especificado14.1.2 Óleo de girassol14.1.3 Óleo de canola
7. Carnes,7.4 Carnes suínas com osso e sem osso,7.4.1 Carré,7.4.1 Carré,True,14. Óleos e gorduras,14.1 Óleos,14.1.7 Outros
7. Carnes,7.4 Carnes suínas com osso e sem osso,7.4.2 Costela,7.4.2 Costela,True,14. Óleos e gorduras,14.2 Gorduras,14.2.2 Margarina vegetal
7. Carnes,7.4 Carnes suínas com osso e sem osso,7.4.3 Lombo,7.4.3 Lombo,True,14. Óleos e gorduras,14.2 Gorduras,14.2.3 Outras14.2.1 Banha de porco
7. Carnes,7.4 Carnes suínas com osso e sem osso,7.4.4 Pernil,7.4.4 Pernil,True,15. Bebidas e infusões,15.1 Bebidas alcoólicas,15.1.2 Outras aguardentes15.1.1 Aguardente de cana
7. Carnes,7.4 Carnes suínas com osso e sem osso,7.4.5 Toucinho,,False,15. Bebidas e infusões,15.1 Bebidas alcoólicas,15.1.3 Cerveja
7. Carnes,7.4 Carnes suínas com osso e sem osso,7.4.5 Porco eviscerado,,False,15. Bebidas e infusões,15.1 Bebidas alcoólicas,15.1.4 Vinho
7. Carnes,7.4 Carnes suínas com osso e sem osso,7.4.6 Outras,7.4.5 Porco eviscerado7.4.6 Outras,True,15. Bebidas e infusões,15.1 Bebidas alcoólicas,15.1.5 Outras
7. Carnes,7.5 Carnes suínas outras,7.5 Carnes suínas outras,7.5 Carnes suínas outras,False,15. Bebidas e infusões,15.2 Bebidas não alcoólicas,15.2.1 Água mineral
7. Carnes,7.5 Carnes suínas outras,7.5.1 Cane salgada não especificada,,False,15. Bebidas e infusões,15.2 Bebidas não alcoólicas,15.2.2 Refrigerante de cola
7. Carnes,7.5 Carnes suínas outras,7.5.2 Costela de porco salgada,,False,15. Bebidas e infusões,15.2 Bebidas não alcoólicas,15.2.3 Refrigerante de guaraná
7. Carnes,7.5 Carnes suínas outras,7.5.3 Mortadela,7.5.3 Mortadela,True,15. Bebidas e infusões,15.2 Bebidas não alcoólicas,15.2.4 Refrigerante de laranja
7. Carnes,7.5 Carnes suínas outras,7.5.4 Paio,,False,15. Bebidas e infusões,15.2 Bebidas não alcoólicas,15.2.5 Refrigerante de limão
7. Carnes,7.5 Carnes suínas outras,7.5.5 Pé de porco salgado,,False,15. Bebidas e infusões,15.2 Bebidas não alcoólicas,15.2.1 Outros refrigerantes15.2.9 Refrigerante não especificado15.2.6 Refrigerante de maçã15.2.7 Refrigerante de uva15.2.8 Bebida energética
7. Carnes,7.5 Carnes suínas outras,7.5.6 Presunto,7.5.6 Presunto,True,15. Bebidas e infusões,15.2 Bebidas não alcoólicas,15.2.11 Suco de fruta em pó
7. Carnes,7.5 Carnes suínas outras,7.5.7 Salame,,False,15. Bebidas e infusões,15.2 Bebidas não alcoólicas,15.2.12 Suco de fruta envasado
7. Carnes,7.5 Carnes suínas outras,7.5.8 Salsicha,7.5.8 Salsicha7.5.8 Salsicha comum,True,15. Bebidas e infusões,15.2 Bebidas não alcoólicas,15.2.13 Outras
7. Carnes,7.5 Carnes suínas outras,7.5.8 Salsicha comum,,False,15. Bebidas e infusões,15.3 Cafés,15.3.1 Café moído
7. Carnes,7.5 Carnes suínas outras,7.5.9 Toucinho fresco,7.5.9 Toucinho fresco7.5.1 Toucinho defumado7.4.5 Toucinho,True,15. Bebidas e infusões,15.3 Cafés,15.3.2 Café solúvel
7. Carnes,7.5 Carnes suínas outras,7.5.10 Toucinho defumado,7.5.1 Toucinho defumado,True,15. Bebidas e infusões,15.3 Cafés,15.3.3 Outros
7. Carnes,7.5 Carnes suínas outras,7.5.11 Outras,7.5.11 Outras7.5.1 Cane salgada não especificada7.5.2 Costela de porco salgada7.5.4 Paio7.5.5 Pé de porco salgado7.5.7 Salame,True,15. Bebidas e infusões,15.4 Chás,15.4.1 Chá-mate
7. Carnes,7.6 Carnes de outros animais,7.6 Carnes de outros animais,7.6 Carnes de outros animais,False,15. Bebidas e infusões,15.4 Chás,15.4.3 Outros15.4.2 Chá preto
7. Carnes,7.6 Carnes de outros animais,7.6.1 Carne de cabrito,,False,16. Outros produtos,16. Outros produtos,16.1.4 Frango assado ou defumado16.1.1 Frango assado ou defumado
7. Carnes,7.6 Carnes de outros animais,7.6.2 Carne de carneiro,,False,16. Outros produtos,16. Outros produtos,16.1.6 Massa16.1.2 Massa preparada
7. Carnes,7.6 Carnes de outros animais,7.6.3 Linguiça,7.6.3 Linguiça,True,16. Outros produtos,16. Outros produtos,16.1.6 Outros produtos
7. Carnes,7.6 Carnes de outros animais,7.6.4 Outras,7.6.4 Outras7.6.1 Carne de cabrito7.6.2 Carne de carneiro,True,16. Outros produtos,16. Outros produtos,16.1.7 Refeição16.1.4 Refeição pronta
8. Vísceras,NADA,8. Vísceras,8. Vísceras,False,16. Outros produtos,16. Outros produtos,16.1.8 Salgadinho16.1.5 Salgadinho
8. Vísceras,8.1 Vísceras bovinas,8.1 Vísceras bovinas,8.1 Vísceras bovinas,False,16. Outros produtos,16. Outros produtos,16.2.1 Mistura para bolo16.1.3 Mistura industrial para bolo
8. Vísceras,8.1 Vísceras bovinas,8.1.1 Bucho,,False,,,
8. Vísceras,8.1 Vísceras bovinas,8.1.2 Fígado,8.1.2 Fígado,True,,,
8. Vísceras,8.1 Vísceras bovinas,8.1.3 Língua,,False,,,
8. Vísceras,8.1 Vísceras bovinas,8.1.4 Outras,8.1.4 Outras8.1.1 Bucho8.1.3 Língua,True,,,
8. Vísceras,8.1 Vísceras bovinas,8.2 Vísceras suínas,,False,,,
8. Vísceras,8.1 Vísceras bovinas,8.2.1 Vísceras suínas,8.2.1 Vísceras suínas8.2 Vísceras suínas,True,,,
8. Vísceras,8.1 Vísceras bovinas,8.3 Outras vísceras,,False,,,
8. Vísceras,8.1 Vísceras bovinas,8.3.1 Outras vísceras,8.3.1 Outras vísceras8.3 Outras vísceras,True,,,
9. Pescados,NADA,9. Pescados,9. Pescados,False,,,
9. Pescados,9.1 Pescados de água salgada,9.1 Pescados de água salgada,9.1 Pescados de água salgada,False,,,
9. Pescados,9.1 Pescados de água salgada,9.1.1 Anchova fresca,,False,,,
9. Pescados,9.1 Pescados de água salgada,9.1.2 Bacalhau,9.1.2 Bacalhau,True,,,
9. Pescados,9.1 Pescados de água salgada,9.1.3 Bagre fresco,,False,,,
9. Pescados,9.1 Pescados de água salgada,9.1.4 Cação fresco,,False,,,
9. Pescados,9.1 Pescados de água salgada,9.1.5 Camarão fresco,9.1.5 Camarão fresco,True,,,
9. Pescados,9.1 Pescados de água salgada,9.1.6 Corvina fresca,9.1.6 Corvina fresca,True,,,
9. Pescados,9.1 Pescados de água salgada,9.1.7 Meluza em filé congelado,,False,,,
9. Pescados,9.1 Pescados de água salgada,9.1.8 Merluza em filé fresco,,False,,,
9. Pescados,9.1 Pescados de água salgada,9.1.9 Parati fresco,,False,,,
9. Pescados,9.1 Pescados de água salgada,9.1.10 Pescada em filé congelado,,False,,,
9. Pescados,9.1 Pescados de água salgada,9.1.11 Pescada em filé fresco,9.1.11 Pescada em filé fresco,True,,,
9. Pescados,9.1 Pescados de água salgada,9.1.12 Pescada fresca,9.1.12 Pescada fresca,True,,,
9. Pescados,9.1 Pescados de água salgada,9.1.13 Pescadinha fresca,9.1.13 Pescadinha fresca,True,,,
9. Pescados,9.1 Pescados de água salgada,9.1.14 Sardinha em conserva,9.1.14 Sardinha em conserva,True,,,
9. Pescados,9.1 Pescados de água salgada,9.1.15 Sardinha fresca,9.1.15 Sardinha fresca,True,,,
9. Pescados,9.1 Pescados de água salgada,9.1.16 Tainha fresca,,False,,,
9. Pescados,9.1 Pescados de água salgada,9.1.17 Outros pescados em filé congelado,,False,,,
9. Pescados,9.1 Pescados de água salgada,9.1.18 Outros pescados em filé fresco,,False,,,
9. Pescados,9.1 Pescados de água salgada,9.1.19 Outros pescados frescos,,False,,,
9. Pescados,9.1 Pescados de água salgada,9.1.20 Outros pescados salgados,,False,,,
9. Pescados,9.1 Pescados de água salgada,9.1.21 Outros,9.1.21 Outros9.1.1 Anchova fresca9.1.3 Bagre fresco9.1.4 Cação fresco9.1.7 Meluza em filé congelado9.1.8 Merluza em filé fresco9.1.9 Parati fresco9.1.1 Pescada em filé congelado9.1.16 Tainha fresca9.1.17 Outros pescados em filé congelado9.1.18 Outros pescados em filé fresco9.1.19 Outros pescados frescos9.1.2 Outros pescados salgados,True,,,
9. Pescados,9.2 Pescados de água doce e congelados,9.2 Pescados de água doce,9.2.1 Pescados de água doce9.2.1 Acará fresca9.2.2 Acari fresco9.2.3 Anujá fresco9.2.4 Curimatã fresco9.2.5 Dourada fresca9.2.6 Jaraqui fresco9.2.7 Lambari fresco9.2.8 Mapará fresco9.2.9 Piau fresco9.2.10 Surubim fresco9.2.11 Tambaqui fresco9.2.12 Tilápia fresca9.2.13 Traíra fresca9.2.14 Tucunaré fresco9.2.15 Outros pescados em filé congelado9.2.16 Outros pescados em filé fresco9.2.17 Outros pescados frescos9.2.18 Outros pescados salgados9.3 Pescados não especificados9.3.1 Peixe em filé congelado9.3.2 Peixe em filé fresco9.3.3 Peixe fresco9.3.4 Peixe salgado,True,,,
9. Pescados,9.2 Pescados de água doce e congelados,9.2.1 Pescados de água doce,,False,,,
9. Pescados,9.2 Pescados de água doce e congelados,9.2.1 Acará fresca,,False,,,
9. Pescados,9.2 Pescados de água doce e congelados,9.2.2 Acari fresco,,False,,,
9. Pescados,9.2 Pescados de água doce e congelados,9.2.3 Anujá fresco,,False,,,
9. Pescados,9.2 Pescados de água doce e congelados,9.2.4 Curimatã fresco,,False,,,
9. Pescados,9.2 Pescados de água doce e congelados,9.2.5 Dourada fresca,,False,,,
9. Pescados,9.2 Pescados de água doce e congelados,9.2.6 Jaraqui fresco,,False,,,
9. Pescados,9.2 Pescados de água doce e congelados,9.2.7 Lambari fresco,,False,,,
9. Pescados,9.2 Pescados de água doce e congelados,9.2.8 Mapará fresco,,False,,,
9. Pescados,9.2 Pescados de água doce e congelados,9.2.9 Piau fresco,,False,,,
9. Pescados,9.2 Pescados de água doce e congelados,9.2.10 Surubim fresco,,False,,,
9. Pescados,9.2 Pescados de água doce e congelados,9.2.11 Tambaqui fresco,,False,,,
9. Pescados,9.2 Pescados de água doce e congelados,9.2.12 Tilápia fresca,,False,,,
9. Pescados,9.2 Pescados de água doce e congelados,9.2.13 Traíra fresca,,False,,,
9. Pescados,9.2 Pescados de água doce e congelados,9.2.14 Tucunaré fresco,,False,,,
9. Pescados,9.2 Pescados de água doce e congelados,9.2.15 Outros pescados em filé congelado,,False,,,
9. Pescados,9.2 Pescados de água doce e congelados,9.2.16 Outros pescados em filé fresco,,False,,,
9. Pescados,9.2 Pescados de água doce e congelados,9.2.17 Outros pescados frescos,,False,,,
9. Pescados,9.2 Pescados de água doce e congelados,9.2.18 Outros pescados salgados,,False,,,
9. Pescados,9.2 Pescados de água doce e congelados,9.3 Pescados não especificados,,False,,,
9. Pescados,9.2 Pescados de água doce e congelados,9.3.1 Peixe em filé congelado,,False,,,
9. Pescados,9.2 Pescados de água doce e congelados,9.3.2 Peixe em filé fresco,,False,,,
9. Pescados,9.2 Pescados de água doce e congelados,9.3.3 Peixe fresco,,False,,,
9. Pescados,9.2 Pescados de água doce e congelados,9.3.4 Peixe salgado,,False,,,
10. Aves e ovos,NADA,10. Aves e ovos,10. Aves e ovos,False,,,
10. Aves e ovos,10.1 Aves,10.1 Aves,10.1 Aves,False,,,
10. Aves e ovos,10.1 Aves,10.1.1 Asa de galinha,,False,,,
10. Aves e ovos,10.1 Aves,10.1.1 Asa de frango,10.1.1 Asa de frango10.1.1 Asa de galinha,True,,,
10. Aves e ovos,10.1 Aves,10.1.2 Carne não especificada de galinha,,False,,,
10. Aves e ovos,10.1 Aves,10.1.2 Carne de frango não especificada,10.1.2 Carne de frango não especificada10.1.2 Carne não especificada de galinha,True,,,
10. Aves e ovos,10.1 Aves,10.1.3 Coxa de galinha,,False,,,
10. Aves e ovos,10.1 Aves,10.1.3 Coxa de frango,10.1.3 Coxa de frango10.1.3 Coxa de galinha,True,,,
10. Aves e ovos,10.1 Aves,10.1.4 Dorso de frango,,False,,,
10. Aves e ovos,10.1 Aves,10.1.5 Frango abatido,,False,,,
10. Aves e ovos,10.1 Aves,10.1.5 Frango abatido (inteiro),10.1.5 Frango abatido (inteiro)10.1.5 Frango abatido,True,,,
10. Aves e ovos,10.1 Aves,10.1.6 Frango vivo,10.1.6 Frango vivo,True,,,
10. Aves e ovos,10.1 Aves,10.1.7 Miúdos de frango,,False,,,
10. Aves e ovos,10.1 Aves,10.1.8 Peito de galinha,,False,,,
10. Aves e ovos,10.1 Aves,10.1.8 Peito de frango,10.1.8 Peito de frango10.1.8 Peito de galinha,True,,,
10. Aves e ovos,10.1 Aves,10.1.9 Outras carnes de frango,,False,,,
10. Aves e ovos,10.1 Aves,10.1.10 Pato inteiro ou em cortes,,False,,,
10. Aves e ovos,10.1 Aves,10.1.11 Peru abatido,,False,,,
10. Aves e ovos,10.1 Aves,10.1.12 Peru em cortes,,False,,,
10. Aves e ovos,10.1 Aves,10.1.13 Outras,10.1.13 Outras10.1.4 Dorso de frango10.1.7 Miúdos de frango10.1.9 Outras carnes de frango10.1.10 Pato inteiro ou em cortes10.1.11 Peru abatido10.1.12 Peru em cortes,True,,,
10. Aves e ovos,10.2 Ovos,10.2 Ovos,10.2 Ovos,False,,,
10. Aves e ovos,10.2 Ovos,10.2.1 Ovo de galinha,10.2.1 Ovo de galinha,True,,,
10. Aves e ovos,10.2 Ovos,10.2.2 Outros,10.2.2 Outros,True,,,
11. Laticínios,NADA,11. Laticínios,11. Laticínios,False,,,
11. Laticínios,11.1 Leite e creme de leite,11.1 Leite e creme de leite,11.1 Leite e creme de leite,False,,,
11. Laticínios,11.1 Leite e creme de leite,11.1.1 Creme de leite em conserva,,False,,,
11. Laticínios,11.1 Leite e creme de leite,11.1.1 Creme de leite,11.1.1 Creme de leite11.1.1 Creme de leite em conserva,True,,,
11. Laticínios,11.1 Leite e creme de leite,11.1.2 Leite condensado,11.1.2 Leite condensado,True,,,
11. Laticínios,11.1 Leite e creme de leite,11.1.3 Leite de vaca fresco,11.1.3 Leite de vaca fresco,True,,,
11. Laticínios,11.1 Leite e creme de leite,11.1.4 Leite de vaca pasteurizado,11.1.4 Leite de vaca pasteurizado,True,,,
11. Laticínios,11.1 Leite e creme de leite,11.1.5 Leite em pó desengordurado,,False,,,
11. Laticínios,11.1 Leite e creme de leite,11.1.6 Leite em pó integral,11.1.6 Leite em pó integral11.1.5 Leite em pó desengordurado11.1.7 Leite em pó não especificado,True,,,
11. Laticínios,11.1 Leite e creme de leite,11.1.7 Leite em pó não especificado,,False,,,
11. Laticínios,11.1 Leite e creme de leite,11.1.8 Outros,11.1.8 Outros,True,,,
11. Laticínios,11.2 Queijos e requeijão,11.2 Queijos e requeijão,11.2 Queijos e requeijão,False,,,
11. Laticínios,11.2 Queijos e requeijão,11.2.1 Queijo minas,11.2.1 Queijo minas,True,,,
11. Laticínios,11.2 Queijos e requeijão,11.2.2 Queijo mozarela,11.2.2 Queijo mozarela,True,,,
11. Laticínios,11.2 Queijos e requeijão,11.2.3 Queijo não especificado,,False,,,
11. Laticínios,11.2 Queijos e requeijão,11.2.4 Queijo parmezão,,False,,,
11. Laticínios,11.2 Queijos e requeijão,11.2.5 Queijo prato,11.2.5 Queijo prato,True,,,
11. Laticínios,11.2 Queijos e requeijão,11.2.6 Outros queijos,11.2.6 Outros queijos11.2.3 Queijo não especificado11.2.4 Queijo parmezão,True,,,
11. Laticínios,11.2 Queijos e requeijão,11.2.7 Requeijão,11.2.7 Requeijão,True,,,
11. Laticínios,11.3 Outros laticínios,11.3 Outros laticínios,11.3 Outros laticínios,False,,,
11. Laticínios,11.3 Outros laticínios,11.3.1 Iogurte,11.3.1 Iogurte,True,,,
11. Laticínios,11.3 Outros laticínios,11.3.2 Leite fermentado,11.3.2 Leite fermentado,True,,,
11. Laticínios,11.3 Outros laticínios,11.3.3 Manteiga,11.3.3 Manteiga,True,,,
11. Laticínios,11.3 Outros laticínios,11.3.4 Outros,11.3.4 Outros,True,,,
12. Açúcares e produtos de confeitaria,NADA,12. Açúcares e produtos de confeitaria,,False,,,
12. Açúcares e produtos de confeitaria,"12. Açúcares, doces e produtos de confeitaria","12. Açúcares, doces e produtos de confeitaria","12. Açúcares, doces e produtos de confeitaria12. Açúcares e produtos de confeitaria",False,,,
12. Açúcares e produtos de confeitaria,"12. Açúcares, doces e produtos de confeitaria",12.1 Açúcares,12.1 Açúcares,False,,,
12. Açúcares e produtos de confeitaria,"12. Açúcares, doces e produtos de confeitaria",12.1.1 Açúcar cristal,12.1.1 Açúcar cristal,True,,,
12. Açúcares e produtos de confeitaria,"12. Açúcares, doces e produtos de confeitaria",12.1.2 Açúcar demerara,,False,,,
12. Açúcares e produtos de confeitaria,"12. Açúcares, doces e produtos de confeitaria",12.1.3 Açúcar não especificado,,False,,,
12. Açúcares e produtos de confeitaria,"12. Açúcares, doces e produtos de confeitaria",12.1.4 Açúcar refinado,12.1.4 Açúcar refinado12.1.3 Açúcar não especificado12.1.2 Açúcar demerara,True,,,
12. Açúcares e produtos de confeitaria,"12. Açúcares, doces e produtos de confeitaria",12.1.5 Outros,12.1.5 Outros,True,,,
12. Açúcares e produtos de confeitaria,12.2 Doces e derivados,12.2 Doces e derivados,,False,,,
12. Açúcares e produtos de confeitaria,12.2 Doces e derivados,12.2 Doces e produtos de confeitaria,12.2 Doces e produtos de confeitaria12.2 Doces e derivados,False,,,
12. Açúcares e produtos de confeitaria,12.2 Doces e derivados,12.2.1 Bombom,,False,,,
12. Açúcares e produtos de confeitaria,12.2 Doces e derivados,12.2.2 Chiclete,,False,,,
12. Açúcares e produtos de confeitaria,12.2 Doces e derivados,12.2.2 Chocolate em tablete,,False,,,
12. Açúcares e produtos de confeitaria,12.2 Doces e derivados,12.2.3 Doce a base de leite,12.2.3 Doce a base de leite,True,,,
12. Açúcares e produtos de confeitaria,12.2 Doces e derivados,12.2.4 Doce de fruta cristalizado,,False,,,
12. Açúcares e produtos de confeitaria,12.2 Doces e derivados,12.2.5 Doce de fruta em calda,12.2.5 Doce de fruta,True,,,
12. Açúcares e produtos de confeitaria,12.2 Doces e derivados,12.2.6 Doce de fruta em pasta,,False,,,
12. Açúcares e produtos de confeitaria,12.2 Doces e derivados,12.2.7 Rapadura,,False,,,
12. Açúcares e produtos de confeitaria,12.2 Doces e derivados,12.2.8 Sorvete,12.2.8 Sorvete,True,,,
12. Açúcares e produtos de confeitaria,12.2 Doces e derivados,12.2.9 Outros,12.2.9 Outros12.2.7 Rapadura12.2.1 Bombom12.2.2 Chiclete12.2.2 Chocolate em tablete,True,,,
12. Açúcares e produtos de confeitaria,12.3 Outros açucares e produtos de confeitaria,12.3 Outros açucares e produtos de confeitaria,,False,,,
12. Açúcares e produtos de confeitaria,12.3 Outros açucares e produtos de confeitaria,"12.3 Outros açúcares, doces e produtos de confeitaria","12.3 Outros açúcares, doces e produtos de confeitaria12.3 Outros açucares e produtos de confeitaria",False,,,
12. Açúcares e produtos de confeitaria,12.3 Outros açucares e produtos de confeitaria,12.3.1 Chocolate em pó,12.3.1 Chocolate em pó,True,,,
12. Açúcares e produtos de confeitaria,12.3 Outros açucares e produtos de confeitaria,12.3.2 Gelatina,,False,,,
12. Açúcares e produtos de confeitaria,12.3 Outros açucares e produtos de confeitaria,12.3.3 Mel de abelha,,False,,,
12. Açúcares e produtos de confeitaria,12.3 Outros açucares e produtos de confeitaria,12.3.4 Polpa de fruta,,False,,,
12. Açúcares e produtos de confeitaria,12.3 Outros açucares e produtos de confeitaria,12.3.5 Outros,12.3.5 Outros12.3.4 Polpa de fruta12.3.2 Gelatina12.3.3 Mel de abelha,True,,,
13. Sais e condimentos,NADA,13. Sais e condimentos,13. Sais e condimentos,False,,,
