0,1,2,3,11,13,14,15,16,17,18,19,20,21
2008,Alimentação no domicílio (DAD),Cereais_leguminosas_e_oleaginosas,"63001:63003, 63018, 63033:63034, 63012:63017, 63019, 63021:63026, 63031, 63046, 63037:63041, 63043:63045, 63004:63011, 63020, 63027:63030, 63032, 63035:63036, 63042, 63047:63049, 66001:66016, 66018:66022, 66024:66025, 66027:66028",.,,,,,,,,,
2008,Alimentação no domicílio (DAD),Farinhas_féculas_e_massas,"65032:65034, 65049, 65069, 65010, 65014, 65001:65009, 65011:65013, 65015:65031, 65035:65048, 65050:65068, 65070:65071",.,,,,,,,,,
2008,Alimentação no domicílio (DAD),Tubérculos_e_raízes,"64001, 64012, 64006, 64002:64005, 64007:64011, 64013:64020",.,,,,,,,,,
2008,Alimentação no domicílio (DAD),Açúcares_e_derivados,"69001, 69086, 69002, 69087, 69069:69071, 69079:69081, 69091:69141, 69003:69056, 69058:69063, 69066:69068, 69072:69074, 69076:69078, 69082:69085, 69088:69090, 69142:69148",.,,,,,,,,,
2008,Alimentação no domicílio (DAD),Legumes_e_verduras,"67051, 67079, 67057, 67001, 67078, 67002:67050, 67052:67056, 67058:67061, 67063:67077, 67080:67082, 67084:67091, 67093, 67096, 67098:67109",.,,,,,,,,,
2008,Alimentação no domicílio (DAD),Frutas,"68001:68011, 68091, 68098, 68012:68015, 68017:68018, 68095, 68097, 68030, 68086, 68016, 68019:68029, 68031:68085, 68087:68090, 68092:68094, 68096, 68099:68102",.,,,,,,,,,
2008,Alimentação no domicílio (DAD),Carnes_vísceras_e_pescados,"71001:71007, 71014, 71016, 71064, 71113:71120, 71008:71013, 71015, 71017, 71026, 71108, 71122, 71033:71037, 71060, 71065, 71068, 71105:71106, 72004:72005, 72014:72015, 72024:72025, 72034:72035, 72044:72045, 72054:72055, 72064:72065, 72074:72075, 72084:72085, 72094:72095, 72104:72105, 72114:72116, 72124:72125, 72134:72135, 72144:72145, 72154:72155, 72164:72165, 72174:72175, 72184:72185, 72194:72195, 72204:72205, 72214:72215, 72224:72225, 72234:72235, 72244:72245, 72254:72255, 72264:72265, 72274:72275, 72284:72285, 72294:72295, 72304:72305, 72314:72315, 72324:72325, 72334:72335, 72344:72345, 72354:72355, 72364:72365, 72374:72375, 72384:72385, 72394:72395, 72404:72405, 72414:72415, 72424:72425, 72434:72435, 72444:72445, 72454:72455, 72464:72465, 72474:72475, 72484:72485, 72494:72495, 72504:72505, 72514:72515, 72524:72525, 72534:72535, 72544:72545, 72554:72555, 72564:72565, 72574:72575, 72584:72585, 72594:72595, 72604, 72606, 72614, 72624, 72634, 72644, 72664, 72674, 72684, 72694:72695, 72704, 72714:72715, 72724:72725, 72734, 72744, 72754:72755, 72805, 74004:74005, 74014:74015, 74024:74025, 74034:74035, 74044:74045, 74054:74055, 74064:74065, 74074:74075, 74084:74085, 74094:74095, 74104:74105, 74114:74115, 74124:74125, 74134:74135, 74144:74145, 74154:74155, 74164:74165, 74174:74175, 74184:74185, 74194:74195, , 74204:74205, 74214:74215, 74224:74225, 74234:74235, 74244:74245, 74254:74255, 74264:74265, 74274:74275, 74284:74285, 74294:74295, 74304:74305, 74314:74315, 74324:74325, 74334:74335, 74344:74345, 74354:74355, 74364:74365, 74374:74375, 74384:74385, 74394:74395, 74404:74405, 74414:74415, 74424:74425, 74434, 74444:74445, 74454:74455, 74464:74465, 74474:74475, 74484:74485, 74494:74495, 74504, 74514:74515, 76004:76005, 78029, 78031, 81001:81067, 72001:72003, 72011:72013, 72021:72023, 72031:72033, 72039, 72041:72043, 72049, 72051:72053, 72061:72063, 72071:72073, 72081:72083, 72091:72093, 72101:72103, 72111:72113, 72121:72123, 72131:72133, 72141:72143, 72149, 72151:72153, 72161:72163, 72169, 72171:72173, 72181:72183, 72191:72193, 72201:72203, 72207, 72211:72213, 72221:72223, 72231:72233, 72241:72243, 72249, 72251:72253, 72261:72263, 72271:72273, 72279, 72281:72283, 72291:72293, 72301:72303, 72311:72313, 72321:72323, 72331:72333, 72341:72343, 72351:72353, 72361:72363, 72371:72373, 72381:72383, 72391:72393, 72399, 72401:72403, 72411:72413, 72421:72423, 72431:72433, 72441:72443, 72451:72453, 72461:72463, 72471:72473, 72481:72483, 72491:72493, 72501:72503, 72511:72513, 72521:72523, 72531:72533, 72541:72543, 72551:72553, 72561:72563, 72571:72573, 72581:72583, 72591:72593, 72601:72602, 72611:72612, 72621:72622, 72631:72632, 72641:72642, 72651, 72661:72662, 72671:72672, 72681:72682, 72691:72693, 72711:72713, 72721:72723, 72731, 72741:72742, 72751:72753, 72761, 72771, 72781, 72791, 72802, 72811, 74001:74003, 74011:74013, 74021:74023, 74031:74033, 74041:74043, 74047, 74049, 74051:74053, 74061:74063, 74071:74073, 74081:74083, 74091:74093, 74101:74103, 74109, 74111:74113, 74121:74123, 74131:74133, 74141:74143, 74151:74153, 74161:74163, 74171:74173, 74181:74183, 74191:74193, 74201:74203, 74211:74213, 74221:74223, 74227, 74229, 74231:74233, 74241:74243, 74251:74253, 74261:74263, 74271:74273, 74276, 74281:74283, 74291:74293, 74301:74303, 74311:74313, 74321:74323, 74329, 74331:74333, 74341:74343, 74349, 74351:74353, 74361:74363, 74371:74373, 74381:74383, 74391:74393, 74401:74403, 74411:74413, 74421:74423, 74431:74432, 74441:74443, 74451:74453, 74461:74463, 74471:74473, 74481:74483, 74491:74493, 74501:74502, 74511:74513, 74519, 74521, 74531, 74541, 74551, 74553, 74561, 74571, 74581, , 74591, 74601, 74611, 76001:76003, 76007, 76009, 76011, 71018:71025, 71027:71032, 71038:71059, 71061:71063, 71066:71067, 71069:71104, 71107, 71109:71112, 71121, 71123:71124",.,,,,,,,,,
2008,Alimentação no domicílio (DAD),Aves_e_ovos,"78001:78014, 78025:78027, 78032, 78036, 78038, 78047:78048, 78062, 78066, 78068, 78033, 78065, 78055:78059, 78064, 78015:78024, 78028, 78030, 78034:78035, 78037, 78039:78046, 78049:78054, 78060:78061, 78063, 78067, 78069",.,,,,,,,,,
2008,Alimentação no domicílio (DAD),Leites_e_derivados,"79001:79002, 79031, 79036:79038, 79006:79008, 79070, 79017:79022, 79024:79030, 79033, 79078:79079, 79081:79084, 79039:79042, 79051:79069, 79071:79072, 79076:79077, 79080, 79086:79087, 79043:79050, 79073:79074, 79003:79005, 79009:79016, 79023, 79032, 79034:79035, 79075, 79085",.,,,,,,,,,
2008,Alimentação no domicílio (DAD),Panificados,"80001, 80022:80024, 80048:80049, 80052:80054, 80065:80105, 80108:80109, 80112:80115, 80002:80021, 80025:80047, 80050:80051, 80055:80064, 80106:80107, 80110:80111",.,,,,,,,,,
