0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,,,CADASTRO DE PRODUTOS DA POF 2008-2009,,,,,,,,,,,,,
,,,( CÓDIGO = 3 DÍGITOS + 2 DÍGITOS REFERENTE AO SEQUENCIAL DO CÓDIGO ),,,,,,,,,,,,,
,,,(GRUPO = 2 DÍGITOS APENAS PARA CÓDIGOS DA CADERNETA DE DESPESA COLETIVA - POF3),,,,,,,,,,,,,
Ano,Quadro_H,Desc_Quadro,QUADRO,GRUPO,CÓDIGO,PRODUTO,7digitos,Codigo,ProcV17,zoom,ProcV02,Descrição anterior,MelhorChute,Descrição anterior,Harmo,
2008,72,Grupo 72 - Pescados marinhos,63 a 69,72,41117,PEIXE INTEIRO CANGURRO,7241117,72411,09109,,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados
2008,72,Grupo 72 - Pescados marinhos,63 a 69,72,41118,PEIXE INTEIRO CANGULO DO ALTO,7241118,72411,09109,,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados
2008,72,Grupo 72 - Pescados marinhos,63 a 69,72,41119,PEIXE INTEIRO PORQUINHO,7241119,72411,09109,,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados
2008,72,Grupo 72 - Pescados marinhos,63 a 69,72,41201,PEIXE EM POSTAS CANGULO,7241201,72412,09109,,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados
2008,72,Grupo 72 - Pescados marinhos,63 a 69,72,41301,PEIXE EM FILE FRESCO CANGULO,7241301,72413,09109,,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados
2008,72,Grupo 72 - Pescados marinhos,63 a 69,72,41401,PEIXE SALGADO CANGULO,7241401,72414,09109,,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados
2008,72,Grupo 72 - Pescados marinhos,63 a 69,72,41501,PEIXE EM FILE CONGELADO CANGULO,7241501,72415,09109,,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados
2008,72,Grupo 72 - Pescados marinhos,63 a 69,72,42101,PEIXE INTEIRO CAMURUPIM,7242101,72421,09109,,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados
2008,72,Grupo 72 - Pescados marinhos,63 a 69,72,42102,PEIXE INTEIRO CAMARUPIM,7242102,72421,09109,,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados
2008,72,Grupo 72 - Pescados marinhos,63 a 69,72,42103,PEIXE INTEIRO PIRAPEMA,7242103,72421,09109,,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados
2008,72,Grupo 72 - Pescados marinhos,63 a 69,72,42104,PEIXE INTEIRO CAMARIPIM,7242104,72421,09109,,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados
2008,72,Grupo 72 - Pescados marinhos,63 a 69,72,42105,PEIXE INTEIRO CANJURUPI,7242105,72421,09109,,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados
2008,72,Grupo 72 - Pescados marinhos,63 a 69,72,42106,PEIXE INTEIRO CAMURIPIM,7242106,72421,09109,,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados
2008,72,Grupo 72 - Pescados marinhos,63 a 69,72,42107,PEIXE INTEIRO CAMURUPI,7242107,72421,09109,,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados
2008,72,Grupo 72 - Pescados marinhos,63 a 69,72,42108,PEIXE INTEIRO CAMURIPEMA,7242108,72421,09109,,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados
2008,72,Grupo 72 - Pescados marinhos,63 a 69,72,42109,PEIXE INTEIRO CANGURUPI,7242109,72421,09109,,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados
2008,72,Grupo 72 - Pescados marinhos,63 a 69,72,42110,PEIXE INTEIRO CANGURUPIM,7242110,72421,09109,,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados
2008,72,Grupo 72 - Pescados marinhos,63 a 69,72,42111,PEIXE INTEIRO CANJURUPIM,7242111,72421,09109,,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados
2008,72,Grupo 72 - Pescados marinhos,63 a 69,72,42112,PEIXE INTEIRO PARAPEMA,7242112,72421,09109,,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados
2008,72,Grupo 72 - Pescados marinhos,63 a 69,72,42113,PEIXE INTEIRO PEMA,7242113,72421,09109,,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados
2008,72,Grupo 72 - Pescados marinhos,63 a 69,72,42114,PEIXE INTEIRO MARIQUITA,7242114,72421,09109,,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados
2008,72,Grupo 72 - Pescados marinhos,63 a 69,72,42115,PEIXE INTEIRO PERAPEMA,7242115,72421,09109,,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados
2008,72,Grupo 72 - Pescados marinhos,63 a 69,72,42116,PEIXE INTEIRO TARPAO,7242116,72421,09109,,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados,9109,x.x.xx Outrosx.x.x Anchova frescax.x.x Bagre frescox.x.x Cação frescox.x.x Meluza em filé congeladox.x.x Merluza em filé frescox.x.x Parati frescox.x.x Pescada em filé congeladox.x.xx Tainha frescax.x.xx Outros pescados em filé congeladox.x.xx Outros pescados em filé frescox.x.xx Outros pescados frescosx.x.x Outros pescados salgados
